data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
31 de julho de 2022;Muito bom;Café da manhã excelente!!;;8;;;;
30 de julho de 2022;Fantástico;quarto excelente!;;9;;;;
25 de julho de 2022;Excepcional;boa localização, excelente atendimento os quartos amplos e confortáveis. café da manhã muito bom. adorei e ainda tem uma excelente decoração e o elevador panorâmico belíssimo;;10;;;;
23 de julho de 2022;Estadia excelente em Recife!;Café da manhã muito bom, localização excelente, quarto muito confortável e atendimento de toda a equipe excepcional!;;9;;;;
21 de julho de 2022;Fantástico;localização e simpatia dos funcionários.;;9;;;;
19 de julho de 2022;Fantástico;Hotel excelente;;9;;;;
18 de julho de 2022;Hotel com boa estrutura, quarto confortável e vista de tirar o fôlego;quarto confortável com linda vista do mar;esquecemos o carregador de celular e infelizmente, ao voltarmos uma semana depois, já não o encontraram. Uma pena.;8;;;;
18 de julho de 2022;Hotel muito bom, confortável e ótimo café da manhã;quarto espaçoso, vista magnífica e super bem ventilado;a cama estava sem um pé, ou seja, quebrada;8;;;;
17 de julho de 2022;Formidável a estrutura do hotel.;Da hospitalidade dos funcionários. As refeições estavam muito bem preparadas. ;;;;;;
"A localização do hotel muito privilegiada.""";Sem reclamações.;10;;;;;;
17 de julho de 2022;Podem melhorar muito;A localização é excelente!;;;;;;
"A estrutura é muito boa""";O café apresenta pouca variedade, o valor da diária é altíssimo para o serviço que é disponibilizado.;;;;;;;
Tinha uma aranha no banheiro; parece que estava fechado a um tempo.;;;;;;;
O atendimento da funcionária que entrega o drink cortesia no bar é péssimo!;;;;;;;;
Esperava muito mais;" podem melhorar muito.""";9;;;;;;
16 de julho de 2022;excelente;Gostei da localização do hotel, tem um bom terraço para ver o panorama do mar, também tem bolos melhores que o hotel radisson, bom atendimento e tem estacionamento privativo....;;10;;;;
16 de julho de 2022;Qualidade e a certeza de que muito em breve retornaremos.;Gostamos do espaço e da atenção do pessoal encarregados pela limpeza, sempre atenciosos e com sorriso para os hóspedes.;Não tenho do que reclamar, só agradecer.;10;;;;
15 de julho de 2022;Boa relação custo- benefício;Localização excelente. Quarto antigo com sinais de que precisa de alguns reparos, porém amplo. Camas confortáveis. Café da manhã bem servido com várias opções. Sugiro ampliar o horário até 10:30h.;Instalações antigas e.elevadores lentos. Piscina semi abandonada, sem nenhum serviço de apoio.;8;;;;
13 de julho de 2022;estadia sem maiores problemas;conforto dos quartos;barulho do vento;10;;;;
10 de julho de 2022;TV faz falta...;O quarto é excelente, com uma vista maravilhosa da praia de Boa Viagem, as instalações são ótimas, o café da manhã variado e delicioso.;Pouquíssimas opções de canais de TV... a maioria dos canais de TVs religiosas.... sem opção de Netflix ou streaming... esperava mais para um hotel desse nível.;;;;;
;;;;;;;;
"Outro ponto negativo é que você sai do restaurante com cheiro de gordura impregnado na roupa... a coifa parece pequena para a demanda...""";8;;;;;;;
9 de julho de 2022;Ótimo hotel, gostamos muito. Voltaria outras vezes.;Café da manhã foi ótimo!! Adoramos o quarto, tudo bom;;9;;;;
8 de julho de 2022;Localização privilegiada e quarto espaçoso;Localização excelente, na beira-mar de Boa Viagem. Há um parquinho para crianças em frente ao hotel. Curta distância de vários restaurantes e cafés. Linda vista da piscina, boa academia, bom restaurante. O quarto nos surpreeendeu, enorme e muito confortável.;;10;;;;
8 de julho de 2022;Excelente: organizado e bom atendimento!;bom;o café poderia ter mais opcoes saudáveis;10;;;;
5 de julho de 2022;Hotel que vc não quer sair dele;Quarto amplo e completo, com vista para o mar que torna a estadia uma experiência única. Chuveiro muito bom! Localização ótima!;Café da manhã é bom, mas poderia ter mais variedades.;10;;;;
4 de julho de 2022;Muito bom;Do tamanho do quarto.;;8;;;;
3 de julho de 2022;muito boa;Instalações e quarto;café da manhã poderia ser melhor;8;;;;
29 de junho de 2022;Muito bom;vista do apto;da falta de vedação na porta da varanda, ruído do vento impede o sono;8;;;;
28 de junho de 2022;Recife com conforto e excelente localização;Café da manhã com muita variedade! Tapioca e omelete feitos na hora! Poderiam melhorar a qualidade dos pães!;;10;;;;
26 de junho de 2022;perfeito;tudo;nada;10;;;;
23 de junho de 2022;Excepcional;Vista dos apartamentos, atendimento dos colaboradores, academia, localização.;Piscina está abandonada, acredito que o objetivo do hotel é mais executivo, mas para as pessoas que vão a passeio seria legal deixar a piscina mais atrativa, acredito que um pouco de jardinagem ela já melhoraria muito, mas como já conhecia a área da piscina, não foi um ponto que eu considerei para avaliar o hotel.;10;;;;
22 de junho de 2022;Tudo muito bom;Café da manha muito bom ;;;;;;
"Localizaçao excelente""";Nao vi ponto negativo;10;;;;;;
18 de junho de 2022;Excepcional;A localização é perfeita. O quarto é enorme e muito aconchegante. Café da manhã muito bom. E os funcionários são extremamente gentis.;;10;;;;
15 de junho de 2022;Boa acomodação e equipe atenciosa;Acomodação e localização;Internet fraca;10;;;;
15 de junho de 2022;ótima experiência, que repetiria com certeza.;Eu amei o café da manhã. Superou minhas expectativas. Queria me hospedar novamente só pra desfrutar desse buffet maravilhoso.;;;;;;
O quarto também era bem melhor do que nas fotos do Booking e super limpinho; com vista pro mar.;;;;;;;
"A localização era excelente.""";;10;;;;;;
14 de junho de 2022;Excepcional;Atendimento incrivel;;10;;;;
14 de junho de 2022;Meu lugar em Recife.;Cuidaram dos detalhes! Equipe muito simpática, atenciosa... a suíte um show a parte, muito bom tomada colada na cama, e todos interruptores também, muita variedade de guloseimas, café, bebidas, até um ferro de passar! Não ficaria em outro lugar em Recife. Só não espere muito da area externa! Academia completa!;Área externa não muito útil, piscina pequena, e pega sol por poucas horas, acredito pela localização não foi objetivo ter uma área de lazer.;10;;;;
14 de junho de 2022;Vista Linda!;O hotel é novo, bem cuidado, tem uma vista linda, e o quarto é bem confortável.;A comida do hotel é ruim. Poderiam se esforçar em oferecer um serviço melhor nesse sentido.;8;;;;
13 de junho de 2022;voltamos em breve com certeza;muito bom o hotel bem localizado e os funcionários todos bem educado;;10;;;;
11 de junho de 2022;Aqui, fomos muito felizes!;Localização & vista da sacada MA-RA-VI-LHO-SAS!;;;;;;
Arquitetura diferenciada: elevadores panorâmicos em um surpreendente vão cilíndrico central que vai do saguão até o 29º e último andar. ;;;;;;;;
Quarto amplo; cama gigante; lençóis macios; ótimo espaço para acomodar nossas roupas. ;;;;;
"Tábua e ferro de passar para dar um retoque na apresentação das peças que saem um pouco amassadas da mala.""";A linda piscina fica na sombra durante toda a manhã.;;;;;;;
A sauna não estava funcionando. ;;;;;;;;
"A pressão da água do chuveiro poderia ser um pouco maior.""";10;;;;;;;
6 de junho de 2022;Confortável, cozinha e café da manhã, muito bons também.;;As opções de canais de TV.;9;;;;
6 de junho de 2022;Excepcional;A cama é super confortável, quarto espaçoso.;;10;;;;
29 de maio de 2022;Muito agradável;A localização e a varanda com vista para o mar;A varanda poderia ser maior. Só cabia uma cadeira.;8;;;;
29 de maio de 2022;Excepcional;;sugiro trocar a porta do wc por uma porta de correr.;10;;;;
29 de maio de 2022;Recomendo o hotel para quem deseja ficar em uma boa localização com conforto.;Localização ótima. Serviço muito bom.;O wifi um pouco fraco e irregular.;8;;;;
28 de maio de 2022;Tranquila;café;Nada;9;;;;
25 de maio de 2022;Agradável;Ótima localização, dá para ver o mar da sacada do apartamento. Café da manhã bom, poderia ser melhor pelo preço da diária. Camas muito confortáveis.;;8;;;;
25 de maio de 2022;Excelente opção em Recife;Excelente hotel quartos espaçoso com vista pro mar. Atendimento super atencioso, e ótima localização em frente a praia da Boa Viagem. Café da manhã com bastante variedade e restaurante bem amplo. Recomendo.;A temperatura do chuveiro oscilava muito e a área da piscina poderia ter mais estrutura.;9;;;;
23 de maio de 2022;Ótima escolha em Recife;Qualidade da rede Radisson, com bom atendimento e decoração linda.;Fique atento as taxas cobradas a parte da diária.;9;;;;
19 de maio de 2022;amazing;localização;;10;;;;
19 de maio de 2022;Boa opção de hotel;Excelente localização. Em, frente a ´praia.;Elevadores lentos.;9;;;;
19 de maio de 2022;Muito bom;da localização;café da manhã;8;;;;
18 de maio de 2022;Ótima opção para se hospedar;Ótimo atendimento, muito confortável, café da manhã bom. Destaco aqui o atendimento do colaborador Rummenigge que estava na recepção quando chegamos.;Nenhum ponto para reclamar.;9;;;;
16 de maio de 2022;Amamos o hotel!!! Voltaremos com certeza!;O quarto é grande e muito limpo. Ficamos no 14° andar e a sacada tinha uma vista maravilhosa para o mar!! Roupa de cama e cama excelentes.;;10;;;;
14 de maio de 2022;Quando pensar em bem estar, e no Radisson que deves ficar;Do profissionalismo de toda Equipe em especial obeapaz q fez o check in e out.;;;;;;
"Me indicou um tour qxfizemos mto bom e ate nos levou/pegou ate Hotel Resirt Maragogi""";Nada q desabone a qualidade dessa rede de hoteis q uso tbm nos States;10;;;;;;
13 de maio de 2022;Local ótimo;De tudo;;10;;;;
10 de maio de 2022;Muito bom;Adorei o colchão;Chuveiro;9;;;;
9 de maio de 2022;Paz;tudo;nada;10;;;;
9 de maio de 2022;Fantástico;EXCELENTE CUSTO & BENEFICIO;;;;;;
Restaurante muito bom;" café da manhã completo""";;9;;;;;
8 de maio de 2022;excelente;Gostamos de tudo!;Não temos reclamações;9;;;;
6 de maio de 2022;confortável e bom atendimento;cama, café da manhã;piscina fria;9;;;;
3 de maio de 2022;Muito boa;Localização e limpeza;Não teve o que eu não gostei;8;;;;
2 de maio de 2022;Top;Gostei de tudo, excelente;;10;;;;
29 de abril de 2022;Muito bom;;O café da manhã tinha variedades mas a parte dos pães estavam horríveis, todos secos e duros.;8;;;;
27 de abril de 2022;Excelente hotel;Excelente cafe amanja . Boa vìsta de mar ..;;10;;;;
27 de abril de 2022;Logo logo voltaremos!;A vista maravilhosa e o quarto super confortável. ;;;;;;
"Cama king size divina.""";Toilet pequeno em relação ao quarto.;9;;;;;;
24 de abril de 2022;Ficarei em outro hotel na próxima vez;Localizacao;Para um hotel com esta proposta, as instalacoes deveriam estar impecaveis (muitos consertos por fazer) e os colaboradores deveriam ser melhor treinados.;8;;;;
21 de abril de 2022;boa;café, acomodação;chuveiro fraco, demora no atendimento da recepção;10;;;;
20 de abril de 2022;Tranquilidade e paz para recarregar qualquer bateria.;o cafe da manha é bem completo sendo servido em um ambiente espaçoso, iluminado por luz natural e com bastante limpeza e atenção por parte do staff. Os quartos sao muito amplos e com uma vista espetacular para o mar, o serviço de limpeza dos quartos é otimo. A localização do hotel é perfeita, próximo do aeroporto e de frente para a praia em uma zona muito be abastecida por restaurantes, bares, padarias e lojas.;A única consideração que temos a fazer é a respeito da limpeza das áreas comuns do hotel. Em toda a nossa estadia as mesmas nao foram limpas nenhuma vez, a sujeira era visível e isso causou um má impressão.;8;;;;
19 de abril de 2022;Boa, poderia ter sido melhor.;Ótimo café da manhã. Ótima localização.;Limpeza do quarto não efetuada, sai para passeio às 10h e deixei marcado para limpeza. Na volta ao hotel às 17h não havia sido efetuada. Liguei e pedi para não limparem mais nos demais 3 dias que fiquei lá.;8;;;;
18 de abril de 2022;Foi uma excelente semana de descanso .;Do conforto da cama;Não tenho queixas;10;;;;
18 de abril de 2022;Achei a experiencia muito boa, voltaria sem problemas.;Localização perfeita, [otimo café da manhã, equipe muito amável.;Limpeza;9;;;;
18 de abril de 2022;Excelente;conforto, limpeza e cordialidade;ar condicionado com problema de controle de temperatura;9;;;;
16 de abril de 2022;Muito bom;boa estrutura;serviço de limpeza;8;;;;
16 de abril de 2022;Fantástico;A localização é excelente. O quarto é muito espaçoso. O hotel é bonito.;Restaurante do hotel tem serviço lento. Poucos funcionários? Café da manhã muito bom.;9;;;;
15 de abril de 2022;Excepcional;Equipe extremamente atenciosa e profissional. Agradecimento especial pelo pronto atendimento das solicitações que fizemos.;;10;;;;
14 de abril de 2022;Muito bom;DA LOCALIZAÇÃO;DO BANHEIRO E PROBLEMAS DE ESCOAMENTO DE AGUA DO RALO DO CHUVEIRO;8;;;;
12 de abril de 2022;Excepcional;Café da manhã excepcional! Camas super confortáveis e a vista do quarto nem se fala! Nota 10;;10;;;;
10 de abril de 2022;Muito confortável.;O quarto é muito amplo, confortável e com uma vista linda. A cama é ótima e o chuveiro também. O atendimento da recepção é excelente.;A piscina é pequena e bate pouco sol. O restaurante e o café deixam um pouco a desejar.;9;;;;
9 de abril de 2022;Fantástico;Ótimas instalações do quarto, lobby e restaurante.;Mais variedades para o jantar.;9;;;;
7 de abril de 2022;Muito bom;Os funcionários são muito educados, prestativos. Quarto espaço, Cama confortável.;Não tem muitas variedades no café da manhã, repetido a maioria dos dias, os pãos não parecem novos.( não são fofinhos).Na piscina não vi suporte de atendimento para quem quiser beber ou comer algo.;8;;;;
7 de abril de 2022;O hotel e ótimo, na beira mar , gostei muito.;os quartos são bem espaçosos e novos e o café da manhã delicioso.;;10;;;;
5 de abril de 2022;Boa.;Qualidade da acomodação era muito boa. Espaçosa e confortável.;Demora dos elevadores e problemas de vazamento no corredor do andar.;8;;;;
5 de abril de 2022;Hotel muito bom;O café da manhã é bom. O quarto é confortável e os funcionários são cordiais. A localização também é excelente!;Não existe informação nos alimentos postos à disposição no café da manhã sobre a existência ou não de lactose, parece bobagem mas atrapalha muito a vida de quem é intolerante. O banheiro fazia um barulho estranho quando dava descarga.;9;;;;
4 de abril de 2022;Foram muito cordiais ,apesar, de demora na arrumação dos quartos;Café ótimo;;;;;;
"APT ótimo""";Arrumação da acomodação;;;;;;;
"Muito tarde...""";8;;;;;;;
4 de abril de 2022;Hotel top, com vista de tirar o folego, cama enoooorme e confortável e chuveiro forte e relaxante;a vista e o tamanho do quarto;achei tudo ótimo.;10;;;;
8 de março de 2025;O hotel não condiz com 5 estrelas, precisa de reforma e adequação.;Da localização e atendimento.;Custo altíssimo, não condiz com a instalação.;;;;;
Café da manhã horrível.;;;;;;;;
Pães e bolos velhos e passados sem variedades não é padrão 5 estrelas.;;;;;;;;
"Funcionários e localização são excelentes.""";5;;;;;;;
4 de março de 2025;Excelente;Café da manhã excelente, muita segurança nos andares, funcionários muito atenciosos;Quarto muito claro a noite, cortina não veda bem e uma luz que fica no teto quadrada fica clara ( apagada) como se estivesse acesa fraquinha e ilumina muito o quarto a noite.;7;;;;
26 de fevereiro de 2025;Pode ser um hotel muito melhor se melhorar os serviços!;Quarto de tamanho excelente, vista do mar, com varanda. Cama muito boa, roupa de cama boa, travesseiros bons, cadeira para descanso muito boa. Ducha do banheiro muito boa. Frutas e água gratuitos, todos os dias da estadia.;Faltam gavetas ou prateleiras para guardar as roupas no armário, não tem como tirar tudo da mala. Banheiro pequeno demais, pia péssima, cai muita água quando você lava o rosto. Café da manhã com muitos itens, porém alguns bem repetidos todos os dias. O suco a mesma coisa. Mal humor da pessoa que faz tapioca, a que substitui na folga dela é ótima. Funcionários, não todos, demonstram que não estão nem aí para os hospedes. Por exemplo: Ficamos um tempão aguardando o elevador, que quando chegou tinha uma funcionária da limpeza com carrinho dentro dele, que não fez o menor esforço para disponibilizar um espaço para a gente subir junto, e claro tampouco saiu do elevador para a gente subir, aliás sequer falou boa tarde! Drink de boas vindas só caipirinha, água de coco, suco. Nem refrigerante podia, muito menos cerveja. Não tem guarda sol e nem serviço de praia, mesmo estando em frente a mesma. Só toalhas de praia. Piscina horrível, pequena, com cara de suja, sem serviço no local, é preciso chamar numa campainha. Enfim não vale o preço!;6;;;;
16 de fevereiro de 2025;Muito abaixo do esperado;Cama grande e confortável. Wi-Fi de boa qualidade;Banheiro com vazamento;;;;;
16 de fevereiro de 2025;Deixa a desejar em relação as outras unidades da rede.;Localização;Limpeza do quarto, box do banheiro com lodo.;7;;;;
19 de janeiro de 2025;Ótimo!;Café da manhã. Localização. Equipe.;Não atendimento ao aprovado e requerido via reserva. Cama extra para meu Filho.;7;;;;
13 de janeiro de 2025;Hotel extremamente simples se comparado ao da rede. Cama desconfortável. Travesseiros tb. Além do episódio do meu quarto;Talvez a localização e a vista do mar;Na minha acomodação tinha duas lâmpadas que não desligavam o que atrapalhou e muito o meu sono durante a madrugada .;;;;;
Dois tapetes velhos . Bem estranhos por sinal. ;;;;;;;;
"Pedi ajudar a um dos recepcionistas para ver sobre um possível restaurante mas infelizmente não fui atendida.""";2;;;;;;;
9 de janeiro de 2025;Razoável;O tamanho do quarto;Quarto sem manutenção. Cortinas feias e com aparência de sujas;6;;;;
7 de janeiro de 2025;Pessima experiência! Hotel caríssimo e serviço ruim;Excelente localização ;;;;;;
"Café da manhã razoável.""";Péssima conexão internet. Não consegui usar a Smart TV;;;;;;;
Chuveiro levava 15 minutos pra esquentar ;;;;;;;;
Limpeza do quarto ruim. Banheiro ficou sujo e sequer trocaram tapete;;;;;;;;
Serviço de bar e restaurante ruins. Deixam a gente esperando na mesa do bar. Vi até idoso chamando atendente que não o atendeu. ;;;;;;;;
Não tinha vinho branco e espumante no hotel; mas tbem não tiram os vários rótulos que constavam no cardápio digital. Frustrante.;;;;;;;
Péssima manutenção e limpeza na piscina. Bordas manchadas. Tinha pratos sujos na mesa por horas sem recolherem. ;;;;;;;;
"Nitidamente o hotel não teve capacidade e organização para suportar a grande demanda de ano novo.""";5;;;;;;;
2 de janeiro de 2025;Boa localização, com custo salgado pelo serviço que é oferecido;Da localização e da vista.;Nenhum isolamento acústico nas portas. Escuta-se tudo do corredor. ;;;;;
As camareiras fazem muito barulho. Batem mesmo com placa não perturbe. Tive que fazer uma reclamação com a gerente do hotel sobre isso. A placa “não perturbe” já diz tudo. ;;;;;;;;
"Paguei caro para não ter o descanso que queria nas férias. Uma camareira chegou a reclamar da falta de profissionais e de estar sobrecarregada. Daí a gente pode imaginar a política do hotel com seus funcionários.""";7;;;;;;;
19 de dezembro de 2024;Minha estadia foi ótima porque fui à Oficina Brennand, valeu a viagem.;Localização e a vista mar do quarto.;Café da manhã ruim, não tinha absolutamente nada bom;;;;;
18 de dezembro de 2024;Poderia ter sido melhor se não tivesse acontecido tantos problemas;Localização e tamanho to quarto;Ar condicionado quebrado não limpavam o quarto se não pedíssemos pedidos errados no restaurante várias problemas.;5;;;;
5 de dezembro de 2024;É um bom lugar para se hospedar devido a localização e a maneira como os funcionários atendem.;A localização e a simpatia dos funcionários é muito agradável.;Fiz um pedido de um único item que tivesse no quarto para me sentir mais acolhida e recebi algo que não teve muito haver comigo (vale para um drink no bar do hotel, só que não bebo nenhum tipo de bebida alcoólica 😅).;7;;;;
28 de novembro de 2024;Muito bom com exceção da arrumação do quarto;1-Café da manhã maravilhoso. Não poderia ser melhor;;;;;;
2-Funcionários da recepção; piscina; café da manhã; manutenção; todos muito educados e prestativos.;;;;
3-Quarto/Sacada de frente pro mar/calçadão;;;;;;;;
4-tv smart; piscina; cofre;" ...tinha todos itens necessários""";Funcionárias da arrumação do quarto precisam de treinamento. Ficamos 5 noites, e somente 1 arrumação correspondeu ao esperado. As outras, de cada vez tinha um problema. Ou faltava uma toalha, ou as xícaras não eram limpas/trocadas, ou o lençol não era estendido, ou não repunham algum item do banho. Infelizmente a nota baixou por isso.;7;;;
26 de novembro de 2024;no valor por o dinheiro!;#NOME?;- apartamento 1103 as vezes sem electricidade (luz e ar-condicionado!) o engenheiro da casa disse que isso aconteceria com mais frequência e que teríamos que reativar o interruptor principal.;;;;;
#NOME?;;;;;;;;
"- Viajo há mais de 20 anos e foi o pior hotel 4 estrelas em que já me hospedei. nem o nome Radisson se justifica nem o preço excessivo""";3;;;;;;;
23 de novembro de 2024;Pessima;;A acomodação estava suja, pedi uma limpeza mais criteriosa mas não foi feita. Cabelos nos lençóis das camas, banheiro mínimo, não cabe 2 pessoas ao mesmo tempo. Elevador super demorado, serviço de quarto ruim.;5;;;;
18 de novembro de 2024;estressante;localizacao boa;equipe mentirosa, chegamos e o hoetl estava sem luz as 16 horas, falavam qiue era todo a orla, e que retornaria as 17, depois as 18, depois as 19, saimos jantar e vimos que a orla estava toda com luz, somente o hotel nao , gerente continuou mentindo para todos os hospedes e fuigindo, quente, sem luz, sem ar , e pagamos por toda a comofdidade e conforto o que nao ocorreu, nunca mais voltaremos, luz retornou tarde da noite, essa equipe deveria ser verdadeira e transparente com os clientes , ou ao menos reembolsar a diferenca da diaria pois contratamos e pagamos servico de qualidade e na primeira noite ja nao ocorreu, mentiram demais.;2;;;;
13 de novembro de 2024;Estava a contar com melhor…;Localização do hotel.;Quarto espaçoso e com uma boa cama mas sem uma única gaveta, um wc exíguo e sem a devida insonorização. Lamentável acordar com o transito às 5 e meia da manhã apesar de estar no 7.º piso.;6;;;;
26 de outubro de 2024;Satisfatório;Café da manhã muito bom, funcionários atenciosos e prestativos;manutenção do hotel ficou devendo, quartos amplos mas banheiro ruim;6;;;;
22 de outubro de 2024;Satisfatório;;internet, elevadores;6;;;;
19 de outubro de 2024;Bom;Quarto de grande tamanho, localização e café da manhã;Quarto era muito barulhento. O elevador faz muito barulho devido o alto volume do sensor de presença. Incomoda muito. O quarto esta um pouco antigo.;7;;;;
17 de outubro de 2024;Razoável com alguns inconvenientes.;Localização;Muito barulhento, com realização de festas e eventos até após as 23hs.;;;;;
"As reclamações não surtiram efeito.""";5;;;;;;;
15 de outubro de 2024;Não voltarei e não recomendo;Café da manhã;Foi fornecido um quarto em que no apto ao lado estavam reformando o quarto, o dia inteiro escutando marteladas. ;;;;;
Impossível permanecer no quarto durante o dia ou descansar! Como se libera um quarto nessas condições? Como não avisam os hóspedes antes das condições oferecidas? Foi me oferecido no último dia para trocar de quarto;" do que adianta?!""";3;;;;;;
15 de outubro de 2024;Bom;Parabéns pela funcionária do café da manhã Hiale.;Um enorme vão, bem alto, arrodeando todo o hotel e sem nenhuma rede de proteção.;7;;;;
14 de outubro de 2024;boa;localização;limpeza poderia ser melhor;7;;;;
5 de outubro de 2024;A hospedagem tinha tudo para ser excelente mas o fator humano contribuiu p/ 1 experiência negativa.;Quarto espaçoso, cama extremamente confortável.;A indiferença dos atendentes da recepção do hotel não anima muito e ainda nos colocou em risco pois não alertam os hóspedes quanto a insegurança na praia.;;;;;
Chuveiro fraco.;;;;;;;;
"A qualidade dos itens do café da manhã é variável conforme o dia.""";7;;;;;;;
17 de setembro de 2024;Podemos voltar.;O atendimento do funcionário, Cleriston, um rapaz muito profissional e educado.;;7;;;;
16 de setembro de 2024;Experiência aquem da expectativa.;Do atendimento e localização.;"Do barulho nos andares em função da limpeza dos quartos e da permissão do hotel para o que parece ter sido realizado uma ""festa"" no apto 2802 com musica alta e muito barulho impedindo minha filha de dormir. Após varias reclamações junto a recepção, segundo a propria recepção, após ameaça de chamar a polícia, sairam pelo menos 8 pessoas do apto. Como um hotel da qualidade do Radisson permite algo do tipo?";6;;;;
8 de setembro de 2024;Satisfatório;Quarto limpo, ótimo atendimento, ofereceram drinks como cortesia.;O apartamento que ficamos, final 1, fica de lado no prédio e apresenta um ruído incômodo de motores ligados, 24 horas por dia.;6;;;;
8 de setembro de 2024;Bom;Da localização;Ar condicionado fazendo muito barulho ;;;;;
Mesa de apoio do quarto muito mal posicionada ;" atrapalhando a circulação""";7;;;;;;
7 de setembro de 2024;Péssimo;Nao se pode cobrar 25 reais por uma garrafinha de agua;;1;;;;
30 de agosto de 2024;Decepcionante!;Localização, café da manhã (principalmente as tapioqueiras), cama, vista, tamanho dos quartos, bom suporte se bancadas e armários.;Quartos são Velhos, a tv não é alinhada com a cama, o piso do quarto está soltando, portas e alisares velhos, as esquadrias não vedam totalmente o vento, e o pior de tudo: internet NÃO FUNCIONAAAAA!!!. isso hoje em dia é como não ter água ou energia no apartamento. Internet BOA é basal! Lá nem boa nem ruim. Não tem! Não funciona! Um absurdo!!!!!!;3;;;;
21 de agosto de 2024;Funcionarios muito educados;Bem espaçosa, cama confortável e 2 ares condicionados no local;Você compra suíte superior e te colocam no 7º andar… (é um prédio com +20 andares);7;;;;
30 de julho de 2024;Satisfatório;Cama e chuveiro;Manutenção. Porta do quarto abria forçando a entrada. Mesa estava parecendo empenada, pintura de parede ruim.;6;;;;
27 de julho de 2024;Boa opção;Localização;Acomodações antigas;7;;;;
22 de julho de 2024;Decepcionante;Quarto amplo, bom café da manhã;Faltou agua quente no chuveiro, limpeza deixando a desejar, instalações apresentado desgaste. Elevadores lentos.;7;;;;
21 de julho de 2024;Não volto mais;Funcionários;Cheiro d comida no Hal ;;;;;
Elevador serviço inativo ;;;;;;;;
Ai funcionários usam;;;;;;;;
O social ;;;;;;;;
Barulho interno muito alto ;;;;;;;;
Vedação d;;;;;;;;
"Portal horrível""";4;;;;;;;
20 de julho de 2024;Agradável;Localização,cordialidade dos funcionários,café da manhã muito bom;A nossa queixa fica por conta do isolamento acústico deficiente do quarto . Num momento em que há uma procura por hospedagens que proporcionem ambiente agradável para o sono , é inadmissível o alto nível de ruído . Infelizmente atrapalhou nossa estadia .;7;;;;
19 de julho de 2024;Falta de flexibilidade com o cliente;Cama grande;Da falta de flexibilidade para estender o checkout, apesar de ter pago o checkin mais cedo no dia da entrada.;7;;;;
10 de julho de 2024;Ruim;;Limpeza;;;;;
7 de julho de 2024;Satisfatório;Localização;Servicoy;6;;;;
10 de junho de 2024;Muito ruim;Atendimento dos funcionários;O hotel esta em reforma e me senti em um canteiro de obras! Acordei um belo dia com um funcionário da obra dentro da varanda do meu quarto! Acreditem!!! ;;;;;
Tem obras por todo hotel;" inclusive aos sábados. Barulho. Isso precisa ser a avaliado! O estacionamento eh fora do hotel. Não comporta carros grandes e é limitado. Meu carro dormiu na rua por duas noites. Como o local eh bem movimentado foi dificil achar vaga.""";2;;;;;;
8 de junho de 2024;Satisfatório;Localização muito boa em Boa Viagem, com bela vista para o mar. A equipe resolveu prontamente um imprevisto com a reserva e reembolsou a diferença. Café da manhã bom.;O hotel está envelhecido e precisa de reformas, sobretudo nos banheiros e ar condicionado. O quarto não estava limpo quando entramos. O preço é muito elevado para as condições atuais do hotel.;6;;;;
7 de junho de 2024;Satisfatório;Localização, quarto amplo e vista para o mar;A limpeza no corredor do andar deixou a desejar, cortinas no quarto eram encardidas - o hotel precisa de manutenção / revitalização. O café da manhã é satisfatório.;6;;;;
21 de maio de 2024;Limpeza pessima!;Localizacao;Limpeza. Sangue no rolo de papel higienico!;5;;;;
21 de maio de 2024;Limpeza ruim!;No primeiro quarto que ficamos deu um problema com a energia e simplesmente nada funcionava a nao ser o telefone. O trinco da porta quebrado e escutavamos direto barulho de vento. No segundo quarto que nos mudamos o rolo de papel higienico estava COM SANGUE. O rapaz da recepcao, Cesar, foi muito atencioso mas isso nos deixou sinceramente com receio de ficarmos no hotel. So nao nos mudamos pq era tarde da noite e estavamos com uma criança dev2 e um bebe de 6 meses.;Limpeza!;5;;;;
19 de maio de 2024;Boa localização;A localização é boa, fica perto de vários restaurantes interessantes.;;;;;;
O café da manhã é básico; senti falta de um item com chocolate; não tinha bolo nem cookie de chocolate.;;;;;;
"O tamanho do quarto é bom.""";A decoração do hotel é muito descuidada e fria.;;;;;;;
Os elevadores são muito antigos; ficam vibrando;" o que dá uma sensação desagradável.""";7;;;;;
3 de maio de 2024;Bom;Localização.;;7;;;;
21 de abril de 2024;A estadia nao nos agradou! o preço muito elevado para as acomodações;Localizacao;Instalações antigas, ar condicionado vazando água, banheiro com canalização exalando mal cheiro.No buffet do café da manhã constante falta de tigelas pequenas para frutas ou cereais, sendo que o material das mesmas plástico!;;;;;
"Para um hotel 4 estrelas deveriam ter suficiente e em porcelana!""";3;;;;;;;
11 de abril de 2024;Bom;De frente para o Mar e Terraço com vista.;Cheiro ruim no quarto, provavel do ar condicionado. Falta de Manutenção no quarto e Hotel. Área de lazer precária.;7;;;;
17 de março de 2024;FALTA VENTILAÇÃO NATURAL;;Do cheiro, uma mistura de umidade com produto de limpeza.;5;;;;
13 de março de 2024;Deixou a desejar ficando sem energia , sem ar condicionado e mt calor;Café da manhã;Ficou sem energia;1;;;;
