data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
"Obrigado""";10;;;;;;;
27 de dezembro de 2024;Pessima experiencia;Nada;Tudo, quarto cheirando esgoto, camas de casal que são duas camas de solteiro cada uma com um tipo de colchão ( duro e mole ) e diferentes alturas. Fui tomar o café da manhã e já não tinha nada disponível e a equipe conversando na cozinha ao invés de repor;5;;;;
26 de dezembro de 2024;Muito ruim;A recepção foi ótima!;O quarto que fiquei era horrível, velho, paredes e chão sujos, toalhas encardidas e o piso do banheiro sujo e cheio de cabelos. Não recomendo. Infelizmente não tirei fotos para registrar o quarto.;2;;;;
26 de dezembro de 2024;Excepcional;Gostei de tudo.;;10;;;;
21 de dezembro de 2024;Diferencial;Localizaçao e limpeza.;Nao tinha coberta ( edredom);5;;;;
21 de dezembro de 2024;Excelente atendimento;Excelente Hotel, inclusive a cozinha atende bem;;10;;;;
18 de dezembro de 2024;Excepcional;centro perto de tudo , facilidades;não tem estacionamento suficiente;10;;;;
17 de dezembro de 2024;Péssimo;De nada;Constrangimentos com meu pessoal;1;;;;
12 de dezembro de 2024;Fantástico;Localização;Banheiro....;9;;;;
11 de dezembro de 2024;Fantástico;Espaço do quarto;Não sei;9;;;;
3 de dezembro de 2024;Ruim é sem conforto que o site anuncia.;;O cheiro é a limpesa do Hotel são muito ruins ! Minha esposa teve que trocar de quarto pois o cheiro de esgoto era insuportável.;3;;;;
3 de dezembro de 2024;Fantástico;Café da manhã;Ausência de estacionamento suficiente;9;;;;
1º de dezembro de 2024;Aceitável;;Estacionamento não comporta os carros dos hóspedes, e para estacionar próximo ao hotel é bem difícil. ;;;;;
"O chuveiro do banheiro não estava funcionando a água quente.""";5;;;;;;;
1º de dezembro de 2024;Insatisfeita;;Tem quartos que são mais modernos ;;;;;
Já outros; parece aquelas casas antigas;;;;;;;
Dessa última instalação; a TV não estava funcionando ; o chuveiro estava com cheiro de queimado pq a água saía fervendo e não conseguimos regular ; o ar condicionado mal gelava ;;;;;
19 de novembro de 2024;Ruim;;Cama dura feito pedra;3;;;;
11 de novembro de 2024;Aceitável;Localização boa, atendimento por parte das mulheres (café, recepção) impecável. Todas atenciosas, educadas.;Ambiente para café apertado, sendo deixado acabar o básico, tendo que ser aguardado a reposição para poder terminar de se servir ( café, leite) ;;;;;
Infraestrutura do banheiro deixou a desejar;" precisa de algumas reformas urgentes (pelo menos no quarto que fiquei hospedada.""";5;;;;;;
10 de novembro de 2024;Decepcionante;;fui colocado em um quarto onde tinha um barulho que creio ser de um gerador durante toda a noite. dificil dormir.;4;;;;
9 de novembro de 2024;Aceitável;Localização;Café da manhã e limpeza deixaram a desejar;5;;;;
2 de novembro de 2024;Aceitável;Localização;Os colchões são velhos e muito moles. Péssimo pra coluna;5;;;;
29 de outubro de 2024;Aceitável;Da localização;Tivemos que trocar de quarto cama não confortável;5;;;;
28 de outubro de 2024;Nunca mais me hospedo;Café da manhã;As fotos enganam muito, quarto com cheiro de mofo, chuveiro elétrico sem pegar.;1;;;;
28 de outubro de 2024;Horrível;Banheiro horrível todo mofado as camas desconfortáveis péssima experiência;Praticamente nada a recepção os funcionários se esforçam;1;;;;
28 de outubro de 2024;Aceitável;Próximo ao aeroporto.;;5;;;;
27 de outubro de 2024;Excepcional;Não tenho do que reclamar. ;;;;;;
Tudo impecável; atendimento das meninas Rayane e Elba maravilhosas; quarto confortável; café da manhã maravilhoso!!! ;;;;;
Super indico e recomendo!!! ;;;;;;;;
Voltarei mais vezes!! ;;;;;;;;
Meninas; obrigada pela atenção e carinho;" Deus as abençoe grandemente!!""";;10;;;;
27 de outubro de 2024;Adequado;Preço razoável e Boa localização;;10;;;;
27 de outubro de 2024;Péssimo;Nada;Instalações;3;;;;
26 de outubro de 2024;Não retornaria;Bom atendimento.;Custo benefício ruim, estacionamento pago, internet ruim.;4;;;;
26 de outubro de 2024;Péssimo;Localização;Não sei como a Booking autoriza esse tipo de acomodação em sua cartela de clientes/ Estabelecimento sem nenhuma condição de atender ao cliente. Fotos e vídeos sobre a instalação são enganosos. Estrutura precária, funcionários com péssimo atendimento, quartos sem nenhuma estrutura, nem mesmo uma cama que preste. Tudo quebrado, remendado, sem nenhuma condição mesmo. Ao chegar no local, me informaram que eu teria que fechar direto com eles, pois na booking estaria cancelado, considerando que eu alterei a data de entrada, para o dia seguinte ( tudo concretizado pelo WhatsApp e no booking). Paguei o valor a eles, porém, após duas horas de estadia, pedi reembolso e saímos atrás de outro hotel, pois não tinha nenhuma condição de permanecer naquele local. Até hoje, aguardo o estorno. ;;;;;
;;;;;;;;
Não se hospedem nesse local; não tem a mínima condição de hospedar ninguém. ;;;;;;;
;;;;;;;;
Booking;" revejam seus clientes!""";1;;;;;;
24 de outubro de 2024;Aceitável;Localização boa. Cafe da manhã com mesas sujas, não limpam quando um hospede termina de usar, não repõe os alimentos/bebidas.;Precisa de uma reforma urgente.;5;;;;
24 de outubro de 2024;Custo benefício;Café da manhã, atendimento, localização;Os quartos e banheiros ainda são bem antigos;9;;;;
24 de outubro de 2024;Experiência Ruim.;A localização é boa.;Indicam que existe estacionamento, mas na verdade o que existe são vagas rotativas em frente ao hotel, onde não é permitido deixar o carro estacionado para pernoite.;;;;;
"A limpeza é péssima.""";3;;;;;;;
22 de outubro de 2024;Excepcional;A simpatia das pessoas foi primordial, principalmente a recepcionista Elba, fez que minha viagem fosse tranquila!O café da manhã está ótimo também,e a localização super estratégica de onde eu queria estar!;Estava tudo ok!;10;;;;
15 de outubro de 2024;Fantástico;Café da manhã muito bom;O ar condicionado é antigo;9;;;;
14 de outubro de 2024;Não voltarei a me hospedar... não foi barato pela qualidade das instalações do quarto.;Localização, atendentes super simpáticas e prestativas.;Limpeza do quarto ruim, chuveiro estava queimado, mas consertaram quando reclamamos, mas o primeiro banho foi gelado. Não tinha piso de banheiro, o chão estava imundo, a descarga não funcionava, os travesseiros péssimos, conforto zero....;3;;;;
9 de outubro de 2024;É um hotel aceitável;A recepção foi reformada e o cafe da manhã melhorou;Os quartos precisam melhorar, o ar condicionado faz barulho e a iluminação do quarto não permite acionamento parcial.;5;;;;
5 de outubro de 2024;Local aconchegante, dinâmica satisfatória.;Café da manhã maravilhoso.;N/A;10;;;;
29 de setembro de 2024;Infraestrutura precária em localização ok;Localização - perto do aeroporto.;A infraestrutura do hotel é péssima. As instalações são precárias. Barulho insuportável do ar condicionado de outros quartos - não usei ar condicionado no meu quarto e mesmo assim o barulho parecia turbina de avião velho. Limpeza sofrível - banheiro com cheiro de esgoto e sujeira nos lençóis das camas. Pior lugar que já me hospedei.;1;;;;
19 de setembro de 2024;Excepcional;Hospitalidade dos funcionários. Humanidade em grau máximo. Pura leveza no trato pessoal. Pernambuco na sua mais pura essência!;Acho que o quarto pode receber uma reforma. Piso novo. Mobiliário e ar split. Na torcida para que consigam investimento necessário.;;;;;
;;;;;;;;
Mas para o Turismo de negócio eles são insuperáveis;" pois o café da manhã é magnífico.""";10;;;;;;
19 de setembro de 2024;Fantástico;A localização é ótima. O café da manhã muito gostoso e com muita fartura de opções. Funcionários simpático.;São poucas vagas para os hóspedes, poucos funcionários na hora do café da manhã e com isso em dias de muito movimento a reposição dos utensílios e alimentos eram demorados. A manutenção do quarto quanto a solicitação de limpeza não foi realizada no penúltimo dia de hospedagem. Coloquei a placa sinalizando que queria limpeza, passei o dia fora e quando voltei não tinham realizado.;9;;;;
17 de setembro de 2024;Estadia desconfortável péssima;Apenas do atendimento/ muito simpático e solicito;Péssimo o chuveiro não tinha água quente o café da manhã sem opção a limpeza deixa a desejar e não tinha toalhas de banho;1;;;;
17 de setembro de 2024;Ruim;Bem localizado.;Instalações antigas. Necessita de uma reforma urgente. Café da manhã muito bagunçado.;3;;;;
17 de setembro de 2024;Péssimo;Único ponto positivo dói a localização.;Fui enganado pelas fotos, as instalações são antigas, chuveiro elétrico com pouca água, café da manhã sem.muitas opções, tive que trocar de quarto no meio da noite pois meu andar ficou sem luz, dormi em uma cama de solteiro fofa de mais, sem cobertores, apenas um lençol fino.;1;;;;
16 de setembro de 2024;rasdoável.;;Precisei de um atendimento de limpeza emergencial no meu quarto mas infelizmente não fui atndido.;5;;;;
14 de setembro de 2024;Péssimo;So a localização;Lençois sujos, ambiente velho, piso com cerámicas quebradas, solicitei uma manta para me cubrir a noite e me disseram que eu tinha que pagar 25,00 se eu quisesse a manta. Ar codiciodados velhos e barulhentos;1;;;;
14 de setembro de 2024;Pessimo;;Chegando no quarto percebemos que havia poças de água, provavelmente devido a limpeza. Quando decidi tomar banho, vi que o chuveiro não estava esquentando, mesmo mudando a opção de verão para inverno no banheiro. Posteriormente, observarmos que havia um quadro de energia que estava desligado, então liga-mos é o chuveiro funcionou, porém ao final do banho, o mesmo queimou, tendo que terminar o banho em água gelada. Além disso, ao chegarmos no quarto havia um lençol de solteiro para a cama de casal, pedimos outro o qual continha manchas de sangue. Ao ligar o ar, observa-se que o mesmo fazia muito barulho, sendo impossível dormir com aquele barulho, então desligamos o ar, porém o ar do quarto vizinho permanecia ligado, continuando o barulho e além disso o quarto tremia com a vibração do ar. ;;;;;
O Preço NÃO condiz com o que é oferecido pelo hotel. ;;;;;;;;
Além disso; se quisesse cobertor; além do lençol; seria necessário pagar para usar cobertas. ;;;;;
NÃO RECOMENDO; hotel horrível. Não conseguimos dormir a noite em que nos hospedamos nele.;;;;;;;
Sem falar; que as fotos postados pelo hotel;" não condizem com o quarto disponibilizado.""";1;;;;;
14 de setembro de 2024;Excepcional;De tudo;De nada;10;;;;
14 de setembro de 2024;Péssimo;Bom dia. Não gostei, foi péssim. Nunca passei por um situação dessa desagradável. Acama de casal juntar O2 cama de solteiro, uma mais alta. Do que a outra fico, eu? E minha esposa com 10 cm. De altura um do outro na cama aginização péssima. O café da manhã péssimo tinha que esperar outras pessoa. Tomar café para eles, lavar os pratos e trazer para o wood. Que tava esperando? Não gostei, não indico pra ninguém e nem quer passar nem frente.;Não gostei de tudo, o hotel é ruim aginização. O quarto na foto é uma coisa pessoalmente, é ruim. O café da manhã Ruim, enfim, não gostei de nada. Já passei por vários hotéis aqui em boa viagem for ótimo, mas esse ficou pastora.;1;;;;
13 de setembro de 2024;Muito ruim;pessimo;de tudo;2;;;;
12 de setembro de 2024;opção válida apenas para pernoitar antes de um voo.;a localização, próxima ao aeroporto.;muito barulhento, mau cheiro no banheiro, instalações antigas, escada para acessar o elevador, café da manhã com poucas opções frescas.;5;;;;
11 de setembro de 2024;Excelente;Hotel bem localizado, amei o café da manhã com bastante variedades principalmente da moça que faz a tapioca e a simpatia dos demais funcionários. Concerteza quando voltar a Recife irei me hospedar neste hotel. ;;;;;;
Obs: o povo reclama demais quer paga barato achando que é um Copacabana Palace;" mas o meu quarto era maravilhoso e não tenho nenhuma ressalva.""";Senti só falta de uma coberta mais grossa pois solicitei na recepção e não tinha só tinha somente lençol .;10;;;;;
10 de setembro de 2024;Excepcional;Localização e café da manhã.;;10;;;;
10 de setembro de 2024;Urgência;Cama nçao confortavél e limpesa;camas;5;;;;
9 de setembro de 2024;não voltaria a ficar neste hotel.;Próximo ao aeroporto!;Hotel antigo, mal cuidado, cama barulhenta, acondicionado barulhento, banheiro sujo.;2;;;;
9 de setembro de 2024;Estadia muito boa, perto de tudo, muito limpa, organizada, funcionários nota 10!;Funcionários, acomodação, café da manhã, localização,.;Que exatamente ás 03:00H da madrugada, alguém bateu na porta do meu quarto, por várias vezes, até eu gritar, perguntando quem era. Liguei para o ramal da recepção, mas não pegava. Falei pelo zap, eles disseram que ninguém tinha subido naquele horário, depois de um tempo decidir abrir a porta pra da uma olhada no corredor, e vi que o quarto do lado, eles estavam conversando, provavelmente confundiram o quarto e bateram no errado. Só fiquei assustada! Mas acredito que tenha sido alguém do quarto do lado.;10;;;;
5 de setembro de 2024;Aceitável;Localização;Ar condicionado velho camas não confortável;5;;;;
1º de setembro de 2024;Os funcionários e o café da manhã valeu a 🪶 mas, o resto não;Da tapioca sendo feita na hora do café da manhã.;Banheiro com box sujo, fronha suja quando eu cheguei, e o hotel não disponibilizou coberta adequadamente, passei frio a noite e, apesar de ter pedido um outro lençol, pq o que eles disponibilizaram era fino, não recebi.;5;;;;
31 de agosto de 2024;Excelente custo benefício;O hotel fica perto da Feirinha de Boa Viagem e do Aeroporto, tem uma localização excelente e bom custo benefício. O café da manhã é simples, mas satisfatório;;9;;;;
30 de agosto de 2024;Ruim;Localizaação;Banheiro com mau cheiro. Ar condicionado fraco, fechadura da porta quebrou;3;;;;
27 de agosto de 2024;Péssima estadia e não recomendo a ninguém.;Somente a localização e os funcionários.;Cama desconfortável.;;;;;
Televisão com controle remoto quebrado.;;;;;;;;
Banheiro sujo.;;;;;;;;
Não tem água quente no chuveiro.;;;;;;;;
"Não teve limpeza de quarto no domingo.""";1;;;;;;;
25 de agosto de 2024;Excepcional;Localização;;10;;;;
25 de agosto de 2024;Quer preço? Ok;Localização;Quarto estava sujo ;;;;;
Muito velho ;;;;;;;;
Cama era dois colchões de solteiro ;;;;;;;;
"Cafe da manhã mais ou menos""";3;;;;;;;
24 de agosto de 2024;Muito ruim;Localização;Camas colchões PESSIMOS, banheiro sem manutenção e com ODOR, interfone sem funcionar, recepcionista da entrada muito gentil e hospitaleira, recepcionista da saída, sem graça e muito grosseira.;2;;;;
24 de agosto de 2024;Decepcionante;Localização;Elevador quebrado, camas horríveis, desconfortáveis, o estacionamento só cabe 4 carros;4;;;;
23 de agosto de 2024;Não vale o valor cobrado;;Esta com cheiro forte de desinfetante;3;;;;
23 de agosto de 2024;Aceitável;Localização;;;;;;
"Custo""";Café da manhã deixa a desejar;;;;;;;
"Cama de casal muito dura e a de solteiro com molas quebradas.""";5;;;;;;;
23 de agosto de 2024;Se eu continuar lembrando dessa experiência, com certeza jamais retornarei ao hotel.;Localização;Banheiros sem um único tapete, camas com cochões diferentes, televisão sem acionamento ( Não ligava).;4;;;;
21 de agosto de 2024;Fantástico;Ótima localização e custo benefício. Equipe muito educada e gentil. Café da manhã saboroso. Super indico.;;9;;;;
21 de agosto de 2024;Aceitável;;O colchão é péssimo, faze um enorme buraco.;5;;;;
19 de agosto de 2024;Aceitável;Café da manhã;Os colchões são moles e a decoração;5;;;;
19 de agosto de 2024;Aceitável;Recepção;Limpeza e conforto;5;;;;
18 de agosto de 2024;Não recomendo!;Café da Manhã gostoso e atendimento dos profissionais.;A instalação deixa a desejar, distoando do que eh aprrsentado no anúncio.Não recomendaria.;5;;;;
11 de agosto de 2024;Pior hotel que já fiquei;O chuveiro funcionou;Cama ruim, prédio Velho, ar condicionado velho faz um barulho terrível quase não conseguia dormir, café da manhã ruim.;1;;;;
10 de agosto de 2024;Fantástico;Café da manhã e atendimento;Limpeza;9;;;;
10 de agosto de 2024;Aceitável;Barulho;Paguei por internet e não tinha;5;;;;
7 de agosto de 2024;Não gostei;;Quarto com cheiro de mofo e toalha de banho muito velha, ar condicionado com muito barulho.;3;;;;
2 de agosto de 2024;horivel;localização;A água cheirava mau.;4;;;;
2 de agosto de 2024;Excepcional;Muito bom, atendimento, café da manhã excelente tudo muito bom!!;Não tem do que reclamar!!;10;;;;
1º de agosto de 2024;Fantástico;A localização;Não houve;9;;;;
30 de julho de 2024;Decepcionante;Localização;Limpeza do quarto;4;;;;
28 de julho de 2024;Aceitável;Localização e café da manhã;O Hall de entrada engana muito! Quartos e banheiros longe do que imaginei. Pelas fotos do site parece ser novo e limpo, porém logo me deparei com um banheiro antigo e não senti que estava bem higienizado, ao abrir um guarda-roupa velho encontrei uma toalha molhada jogada. Tive que buscar toalhas e lençóis na recepção que não deixaram nos quartos. Telha de aranha na lâmpada, cheiro forte nos quartos, foram decepcionantes as acomodações. A lixeira do banheiro estava cobrindo o buraco da caixa sifonada, uma surpresa atrás da outra.;5;;;;
23 de julho de 2024;Péssimo! Não aluguem!;Gostei apenas da localização, perto da praia, de bares, da pracinha de boa viagem, de transporte, enfim, o hotel fica numa localização privilegiada e os funcionários são bem simpáticos, só isso de bom;Não gostei da estrutura,: não tinha internet, o ar condicionado fazia um barulho infernal, os travesseiros são horríveis, os lençóis são pequenos, a cama é dura, a tv é muito pequena, as toalhas de banho parecem toalhas de rosto, enfim, HORRÍVEL!!! Não aconselho a ninguém e JAMAIS voltarei;2;;;;
18 de julho de 2024;Fantástico;Muito próximo a praia, ótima localização e pessoal bem atencioso. Recomendo.;A máquina do ar condicionado fazendo muito barulho.;9;;;;
17 de julho de 2024;Excepcional;Tudo;;10;;;;
11 de julho de 2024;Quer pagar barato numa boa acomodação bem localizada?;Muito bom o cafe da manha tanto em variedade como em qualidade ;;;;;;
Excelente localização em relação à pria de Boa Viagem;;;;;;;;
Organizado e bem limpo. tanto o quarto como as dependencias;;;;;;;;
"Staff muito simpatico e prestativo.""";O acesso ao elevador necessiata subri um entrepiso de escada o que dificulta se a pessoa estiver levando muito peso de bagagem.;10;;;;;;
9 de julho de 2024;Foi decepcionante.;O café da manhã era muito bom. Grande variedade de alimentos em um ambiente agradável.;Não havia estacionamento. Havia 4 vagas na frente do hotel se estivessem ocupadas vc teria de pagar R$30,00 pelo pernoite em lugar privado. A cama era extremamente dura e desconfortável. Quando chegamos a cama estava um pouco desarrumada, como se não tivesse havido troca do lençóis.;5;;;;
9 de julho de 2024;O valor desproporcional a experiência.;Boa localização. Recepção bonita.;O ar condicionado fazia muito barulho, além de estar visivelmente com pontos de mofo. A pia do banheiro suja de pasta de dente. Volta e meia eu precisei empurrar o colchão pra que ele ficasse no devido lugar. O armário velho. O frigobar não funcionou.;5;;;;
9 de julho de 2024;Aceitável;Do serviço de táxi oferecido pela TravelThru, Rec Translado, do aeroporto para o hotel, muito bom.;Café da manhã servido tarde, para quem tem compromisso cedo é complicado.;5;;;;
8 de julho de 2024;A pior estada que minha família passou em um hotel;Nada;Tudo;1;;;;
4 de julho de 2024;Lugar ruim e decadente, pena;Não gostei;As instalações bem precárias, com sinais de falta de manutenção e cuidado;3;;;;
4 de julho de 2024;Ruim;;O Hotel estava com um cheiro muito forte e ruim. Havia um barulho muito alto, que ficava constante, atrapalhando sono, era impossível de conseguir dormir mais. Limparam o quarto e não deixaram toalha de banho.;3;;;;
25 de junho de 2024;Localização ótima Limpeza péssima Café ok;Localização;Limpeza;5;;;;
25 de junho de 2024;Não foi boa;Localização;Limpeza e internet;5;;;;
24 de junho de 2024;Ruim;A única coisa boa é que é perto do aeroporto;Limpeza deixou muito a desejar, principalmente no banheiro. Instalações antigas, parecem mal cuidadas. Cheguei e o frigobar não estava funcionando, não tinha toalhas, pano de chão, nem lençol na cama. Tive que buscar tudo na recepção, já que aparentemente não existe nenhum funcionário para deixar esses itens básicos no quarto. O café da manhã fraquíssimo e começando tarde, às 7 da manhã. Paguei mais de 170 reais em uma diária, o que é um absurdo para o que oferecem.;3;;;;
21 de junho de 2024;Não ficaria de novo, muito ruim;O café da manhã é muito bom e o pessoal da limpeza e recepção são muitos simpáticos;Mas as instalações do quarto são pessimas, já fiquei em hostel de 40 reais melhor do que esse hotel. Cama dura, travesseiro horrível, ar condicionado barulhento, cheiro de mofo, tudo tinha um aspecto de velho e sujo.;1;;;;
18 de junho de 2024;Excepcional;Gostei bastante do quarto, tudo funcionava bem, e era aconchegante. Os funcionários foram bastante prestativos. A localização é ótima, com fácil acesso a mercados, padarias e farmácias.;;;;;;
 E sem falar no café da manhã; como fomos no mês de junho; tinha algumas comidas típicas; e isso me ganhou demais ;;;;;
Espero poder voltar outras vezes;" apenas para lazer.""";Nada a reclamar.;10;;;;;
17 de junho de 2024;NUNCA MAIS VOLTO LA.;LOCALIZAÇÃO APENAS.;LIMPEZA, ATENDIMENTO, ESTADO DOS MOVEIS, CLIMATIZAÇÃO E ELEVADOR SEMPRE QUEBRADO.;2;;;;
17 de junho de 2024;não retorno;Nada;Ar condicionado barulhento, tive que desligar, quarto sujo, sem internet, sem estacionamento, paredes descascascadas, banheiro com aspecto de sujo.;1;;;;
16 de junho de 2024;Aceitável;Localizacao;Atendimento demorado ;;;;;
Não tem estacionamento;;;;;;;;
Apto sujo e sem manutenção ;;;;;;;;
"Água com cheiro horrivel""";5;;;;;;;
13 de junho de 2024;Péssimo.;Não gostei de nada.;Não gostei da limpeza do quarto, não tinha toalhas de banho nem no quarto e nem na recepção, nem na lavanderia, após muito esforço do atendente conseguiu nos atender pegando em outro AP. RECLAMOS que a cama desarrumada, mas nada foi feito.;1;;;;
13 de junho de 2024;Tranquila e aconchegante;A localização e o atendimento.;;10;;;;
12 de junho de 2024;Excepcional;Excelente atendimento da Isabele e Elba, ótima localização.;;10;;;;
10 de junho de 2024;Fantástico;Da Acolhida, da instalação, do atendimento;Tudo Perfeito;9;;;;
10 de junho de 2024;lamentavel;nada...hotel imundo;não tem estacionamento como mencionado no anuncio (sao apenas 4 vagas na frente para mais de 150 apartamentos), banheiro todo mofado, camas desconfortáveis, cafe da manha horrivel e baguncado;1;;;;
4 de junho de 2024;Aceitável;Falta de responsabilidade, digamos honestidade, minha esposa esqueceu um blazer branco no guarda roupa, quando ficamos no quarto 301, no dia 03.06, com entrada às 04:00h e com saída as 12h.;Honestidade;5;;;;
3 de junho de 2024;Não gostei de nada tudo ruim para um hotel em boa viagem, a rede de hotelaria, precisa tomar conhec;De nada, tv horrível, sem atena de captação.;O banheiro sem tapete de piso, sem sabonete, sem toca, sem secador. Café da manhã sem variedade, faltando massa pra tapioca e outros itens solicitados que não tinha na cozinha.;3;;;;
3 de junho de 2024;Aceitável;A recepção e o café da manha, funcionários muito legais e simpáticos.a localização tbm é boa.;A internet é pessima, fui acomodado no quarto andar, lá a internet não funcionava , solicitei um quarto em um local onde a internet funcionasse,fui prontamente atendido, sendo remanejado para um quarto no segundo andar, onde a internet funcionava, não muito bem, mais dava pra usar, observa-se que as instalações do prédio são bastante antigas, mais afirmo que apesar de tudo valeu a pena.;5;;;;
1º de junho de 2024;Ruim;Café da manhã ok e localização boa.;Confesso que fiquei decepcionada. O chuveiro era bem fraquinho, quase não saia água, ar condicionado antigo e não consegui fazer funcionar, não tinha secador de cabelo, e o meu não funcionava porque é de 110v e em Recife só funciona de 220v.;5;;;;
30 de maio de 2024;Boa;Localização e atendimento;Cafe da manha;10;;;;
30 de maio de 2024;Boa;Localização, atendimento;Cafe da manha pode ser melhor;10;;;;
29 de maio de 2024;Muito ruim;Localização.;Hóspedes barulhentos.;2;;;;
29 de maio de 2024;Péssimo;Quarto sujo, não tinha nem toalha para enxugar e também sabonete para banhar ..! Horrível a estadia..;Quarto sujo, não tinha nem toalha para enxugar e também sabonete para banhar ..! Horrível a estadia..;;;;;
;;;;;;;;
"Não indico a ninguém. Certeza q não voltarei""";1;;;;;;;
29 de maio de 2024;Boa;Café da manhã;Da cortina e do barulho ao lado do quarto muita claridade;5;;;;
25 de maio de 2024;Muito ruim;Apenas as meninas do café foram as boas lembranças, super atenciosas.;A limpeza, a climatização do quarto, o hotel fala que tem estacionamento, mas o que existe são 03 vagas na calçada em frente ao hotel, a cama nada confortável, o quarto só tiham 02 tomadas, o quarto tinha um codificador da net, mas nenhum canal da net estava ativo, só os canais abertos.;2;;;;
25 de maio de 2024;Excepcional;Tudo.;Nada;10;;;;
25 de maio de 2024;Péssimo hotel.;;Fotos não condizem com a realidade.;;;;;
Quartos velhos e aparehos domésticos velhos; ar-condicionado não esfriava o quarto; banheiro é uma porcaria;" registro quebrado e ainda levei um choque.""";1;;;;
15 de maio de 2024;Decepcionante;Nada;Tudo;4;;;;
14 de maio de 2024;bom custo x beneficio;Localização boa, excelente custo x benefício. Ficamos por apenas uma noite.;Instalações um pouco antigas, faltou melhor cama, travesseiro, etc. Mas o custo x beneficio foi muito bom!;9;;;;
12 de maio de 2024;Péssimo;;Fotos não compatível com a realidade, hotel antigo e ainda o nosso quarto estava sujo, nem lixo não tinham tirado..tivemos que ir para outro hotel..não serve para hotel infelizmente.. péssimo mesmo...;1;;;;
11 de maio de 2024;Ruim;Nada, esse Hotel é decadência total.;Local sujo, banheiro e box sem serem limpos, cheio de limo. Cama de casal forrada com lençol de solteiro, toalha que mais parece pano de chão de tão surradas e manchadas. Fui pedir um lençol, ou cobertor na recepção, me cobraram, nem isso fornecem. É barato, mas não vale o que cobram.;3;;;;
9 de maio de 2024;Péssima os funcionários da recepcao;Recepção altamente grosseira e cobrando extra, ja q o quarto era pra 2 pessoas.;Recepção altamente grosseira e cobrando extra, ja q o quarto era pra 2 pessoas.;;;;;
"A recepção linda e os quartos com gobduz""";1;;;;;;;
7 de maio de 2024;Muito pratica, proximo ao aeroporto;Localização excelente, perto de tudo em Boa Viagem;Nada a declarar;10;;;;
5 de maio de 2024;Fantástico;Ambiente limpo , funcionários excelente, localização boa .;Não tinha uma tomada próximo a cama.;9;;;;
1º de maio de 2024;Precisa de alguns ajustes para tornar a experiência dos hóspedes mais agradável. Se eu tivesse que passar mais que uma n;A localização é excelente.;A cama de casal, na verdade, são dois colchões de solteiro juntos;;;;;
29 de abril de 2024;Excepcional;Maravilhoso local, atendimento nota 10.;Gostei de tudo.;10;;;;
28 de abril de 2024;Ótimo custo benefício;Limpeza, funcionários solícitos e café da manhã excelente.;As instalações são um pouco velhas e as camas possuem um odor de mofo.;10;;;;
22 de abril de 2024;Excepcional;Ótima localização e custo benefício;;10;;;;
18 de abril de 2024;Rápida, mas excelente e confortável;Tudo estava excelente. Aa localização, o atendimento. Recomendo. Eu voltaria.;Nada a declarar;10;;;;
13 de abril de 2024;Boa hospedagem;Conforto;Café da manhã não inicia cedo!;9;;;;
11 de abril de 2024;legal;Relação custo x benefício muito boa;café da manhã poderia ser melhor;9;;;;
6 de abril de 2024;Aceitável;;Quarto antigo e piso horrível.;5;;;;
4 de abril de 2024;Aceitável;Localização boa;Muito simples pelo preço e não gostei das acomodações e da limpeza;5;;;;
1º de abril de 2024;Tranquila.;Café da manhã satisfatório. Boa localização.;Não tive tempo suficiente para avaliar.;10;;;;
31 de março de 2024;Decepcionante;Apenas do café da manhã.;Do banheiro sujo, toalhas sujas com cabelo e manchadas, funcionários fechados, lençóis sujos e ruins. Péssima experiência l.;1;;;;
22 de março de 2024;Aceitável;A localização é boa. Para ficar umas ou duas noites ok.;O quarta que ficamos precisava de uma reforma para ficar como as fotos do site.;5;;;;
21 de março de 2024;Não ficaria novamente. Por preço parecido se consegue um lugar melhor.;Localização.;Quarto muito sujo. Instalação do chuveiro elétrico precária e até perigosa, pois foi usada fiação impropria para esse tipo de instalação. ;;;;;
Tampa do sanitário quebrada. A louça do sanitário também estava encardida.;;;;;;;;
As camas eram pessimas; o colchão parecia velho; muito mole; e quando precisei mover para pegar um objeto caído na saída; vi muita sujeira embaixo dele; inclusive proliferação de insetos;" minhocas e afins.""";1;
20 de março de 2024;Localização boa;Quarto grande;Banheiro muito apertado o box;9;;;;
19 de março de 2024;Limpeza deixou a desejar;Funcionários;Quarto com roupas de cama bem velhas e furada banheiro com cheiro forte de mijo não estava limpo cheiro forte e desagradável;5;;;;
19 de março de 2024;Péssimo;Muito caro e n gostei ... Muito ruim o quarto;;1;;;;
19 de março de 2024;Nojo do banheiro;Café da manhã;Limpeza do quarto principalmente do banheiro sujo e encardido. O frigobar dava choque quando tocava nele;2;;;;
15 de março de 2024;Fantástico;Tem um bom preço e uma boa localização, os funcionários são bem solicitos;Não tinha shampoo no banheiro;9;;;;
11 de março de 2024;Espere pouco para não se desapontar.;O ar condicionado funcionava normalmente.;Não havia toalha para todos, ;;;;;
Não havia toalha de rosto no banheiro;;;;;;;;
Não havia toalha no chão do banheiro;;;;;;;;
Lençol com furinhos; super finos;0,5;"0""";;;;;
11 de março de 2024;Foi uma experiência infeliz!;Não gostei! Não tive sorte!;;;;;;
