data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
1º de maio de 2022;Satisfatório;Boa localização. Preços razoáveis, bom custo benefício. Quartos simples, camas confortáveis, limpo. Pra quem não está em busca de requinte, atende as expectativas. Hotel pra dormir e descansar, perto da praia, padaria e barzinhos. Equipe da recepção simpática.;Não tem estacionamento. Café da manhã bem básico. Ajustando alguns detalhes deixariam mais saboroso, mesmo sendo simples. Os quartos que ficam no térreo (principalmente o de frente ao salão do café da manhã) acorda mais cedo devido ao o barulho das louças e talheres. Café da manhã termina cedo, às 9h30.;6;;;;;;;;
26 de abril de 2022;Razoável. Próxima viagem farei pesquisa fora do Booking;atendimento dos funcionários;1-O quarto inicialmente disponibilizado na reserva Booking muito ruim! Trocou após reclamação (chuveiro frio, cama velha, travesseiro velhos, etc);;;;;;;;;
"2- café com poucas opções para a região.""";6;;;;;;;;;;;
14 de abril de 2022;Bom;localização, camas confortáveis. funcionários cordiais.;solicitei troca de quarto, por o primeiro estava com cheiro de mofo, e vazamento no ar condicionado.;;;;;;;;;
mudei para o 120. quarto ok; porém o banheiro tinha mal cheiro vindo dos encanamentos. ;;;;;;;;;;;
;;;;;;;;;;;;
"café da manhã bem fraco.""";7;;;;;;;;;;;
14 de abril de 2022;Quebrou o galho;Cama king otima;Chuveiro e o café fraco;7;;;;;;;;
13 de abril de 2022;Muito bom;Bom;;8;;;;;;;;
10 de abril de 2022;Eu fiquei algumas horas. Fiquei somente para deixar as malas e me arrumar para ir para o aeroporto. O quarto é bem confo;O quarto é confortável e o rapaz da recepção é super educado.;Nao tem elevador.;8;;;;;;;;
3 de abril de 2025;Bacana;Localização, limpeza e café da manhã show de bola. Recepção atenciosos!;;9;;;;;;;;
1º de abril de 2025;Aceitável;O pior da acomodação era o chuveiro, saia pouca água e espalhado, só tinha opção fervendo e congelando. ;;;;;;;;;;
O quarto até parecia limpo; porém o box estava sujo; as toalhas eram velhas e as roupas de cama também. A cama até era boa; porém o meu travesseiro parecia um tijolo; solicitei outro na recepção e me entregaram um um pouco melhor; recomendo fazer isso. ;;;;;;;
A lixeira estava quebrada e o hotel parecia não se importar em oferecer uma acomodação medíocre;" pois seria muito simples trocar a lixeira e o chuveiro.""";;5;;;;;;;;;
29 de março de 2025;Perfeito, bem próximo a praia;Tudo bem limpo, café da manhã muito;;;;;;;;;;
Bom; recepção muito boa;" valor bem acessível""";Nada me desagradou!;10;;;;;;;;
25 de março de 2025;Nd;Nd;Nd;10;;;;;;;;
24 de março de 2025;Decepcionante;Localização ótima.;Parece um Motel, não tem elevador, limpeza duvidosa. Pense bem antes de reservar, só fiquei porque era apenas uma diária.;4;;;;;;;;
22 de março de 2025;Muito boa;Cama;Sem comentários;9;;;;;;;;
19 de março de 2025;CUSTO E BENEFÍCIO NOTA MIL, VC VAI AMAR;O atendimento humanizado, foi muito perfeito. Equipe 10 em excelencia.;;;;;;;;;;
Cafe da manha perfeito oara voce ter energia e desfrutar entorno de boa viagem.;;;;;;;;;;;;
;;;;;;;;;;;;
Limpeza perfeita;" corredores com cheirinho de novo.""";Arrumar o ar condicionado do quarto 101, tirando isso ele é perfeito;10;;;;;;;;;
19 de março de 2025;A desejar;Localização;Travesseiro;5;;;;;;;;
16 de março de 2025;Só vale a pena pela localização.;Apenas localização;Ar-condicionado fazendo muito barulho e não gelava, cama não era casal eram duas camas de solteiros juntas e chuveiro com a caída de água toda espalhada. ;;;;;;;;;
"O café da manhã também muito fraco para o valor cobrado.""";5;;;;;;;;;;;
14 de março de 2025;Local pra dormir perto de tudo em boa viagem;Apenas o tamanho da cama;Lixo do banheiro sem ser retirado, quarto não silencioso, escadas, instalações antigas;5;;;;;;;;
14 de março de 2025;Aceitável;A partir do segundo dia.;Atendimento de um moça. Sonsa. Me colocou em um quarto péssimo e não tive como trocar no check in, em face de estar atrasado para reunião de trabalho. Só troquei no dia seguinte, por um atendente muito gentil e compreensível.;5;;;;;;;;
14 de março de 2025;Aceitável;Quarto silencioso, cama confortável e macia, café da manhã maravilhoso e diverso.;O frigobar estava desligado e fora da tomada;;;;;;;;;
14 de março de 2025;Maravilhosa;Da alimentação,e das atividades;Do custo benefício;9;;;;;;;;
13 de março de 2025;A pior hospedagem que já fiquei em Recife e vou todo ano, aluguei pelo nome da rede e não valeu a pena;Somente da localização.;Foi a pior estadia que já fiquei em Recife, apartamentos muito velhos, a foto não condiz com o que fiquei, cama velha, colchão mofado e sujo, não tinha nem a saia do colchão e a roupa de cama não cobria, ar pingava, parecia motel barato dos anos 90. Nem sabonete no banheiro tinha. Frutas passadas no café da manhã. Ainda faltou luz um dia, onde conheci outros hóspedes enganados pelas fotos também. Gostaria de verdade que mostrassem esse quarto da foto, não tem elevador, café da manhã mais ou menos, não vale a pena.;1;;;;;;;;
12 de março de 2025;Nota 5/10;Era proxima da festa que fomos.;O funcionário da recepção me atendeu super mal. Depois que percebeu que permaneci calada ouvindo e o tinha sido rude, voltou atrás e começou a falar educadamente.;3;;;;;;;;
11 de março de 2025;Se as fotos e o preço fossem mais condizentes com a realidade, seria até ok.;Ótima localização, bem pertinho da praia! Café da manhã ok (mas com poucas opções pra quem não come carne).;Não corresponde com as expectativas das fotos, não tem elevador (péssimo para subir e descer com as malas sem a ajuda dos funcionários, que foram bem queridos e solícitos), não tem telefone no quarto (se precisar falar qualquer coisa com a recepção tem que descer 2 andares, no meu caso),chuveiro péssimo (queimando ou gelado, não da para regular), ar condicionado antigo (não gelava de verdade), apenas o lençol da cama disponível no quarto (pedi um cobertor na recepção e tinha uma aparência de velho e desgastado).;3;;;;;;;;
11 de março de 2025;Ótimo hotel, super recomendo!;Tudo!;Nada;10;;;;;;;;
11 de março de 2025;Nada boa.;O atendimento;A estrutura toda acapada. Tive que mudar do quarto 2 vezes. No primeiro não pegava o ar-condicionado e no segundo quarto a luz queimou. Paguei por um quarto maior e tive que ficar em um quarto menor para ter pelo menos um ar-condicionado que funciona.;5;;;;;;;;
10 de março de 2025;Não é como nas fotos;A localização é ótima;O quarto era péssimo, teto rachado, luz queimada, nas fotos os quartos são lindos, mas na realidade não foi assim.;;;;;;;;;
Ar-condicionado pingando sempre; travesseiro parecia um papel;" lençóis que não esquentam nada.""";5;;;;;;;;;
9 de março de 2025;Uma porcaria;Péssima não cheguei a ficar no hotel ;;;;;;;;;;
"Deveria chamar de pousada e não de hotel""";;1;;;;;;;;;;
8 de março de 2025;Decepcionante!;Localização excelente;Café da manhã bem fraco (sucos não são naturais e frutas não estavam frescas, além de poucas opções de comida), pouca vaga de garagem (apenas 3 vagas), falta de elevador, ar condicionado barulhento, roupa de cama rasgada e meio suja.;4;;;;;;;;
8 de março de 2025;Ruim;Da localização;As acomodações são velhas e com aparência de sujas, fiquei muito decepcionada. As camas tem aparência de muito, muito sujas!;3;;;;;;;;
6 de março de 2025;Não ficaria nunca mais;Nada, somente a cordialidade dos funcionários;Quarto pessimo nada a ver com as fotos;;;;;;;;;
Banheiro horrível;;;;;;;;;;;;
Travesseiros pedimos;;;;;;;;;;;;
Roupa de cama horrível;;;;;;;;;;;;
"Tudo velho""";3;;;;;;;;;;;
25 de fevereiro de 2025;Terrível;Nada;Do café, o hotel não tinha elevador, quarto e banheiro insalubres;1;;;;;;;;
18 de fevereiro de 2025;A treva! horrível! Não deveria está no Booking!;A porta da saída e a localização que fica perto da praia de boa viagem em Recife. Toda forma, existem hotéis melhores na região.;Sem dúvida a pior experiência de hotel na minha vida. ;;;;;;;;;
Quarto sujo; equipamentos velhos e atendimento grosseiro!!!!;;;;;;;;;;;
O valor da diária não compensa o transtorno. As fotos no Booking não condizem com o esperado! ;;;;;;;;;;;;
Obs: Solicitei a troca das toalhas do quarto; porém eles negaram afirmando que só trocam a cada dois dias. Lamentável!;;;;;;;;;;;
"Acredito que este tipo de hospedagem deveria ser retirado do booking!""";1;;;;;;;;;;;
17 de fevereiro de 2025;Fraca;;Quanto sem ventilação é os colchões sujo;5;;;;;;;;
11 de fevereiro de 2025;Decepcionante;;O café da manhã. Ruim de maisss;4;;;;;;;;
11 de fevereiro de 2025;Decepcionante;Local;Café da manhã!;;;;;;;;;
"Todos hotéis da rede Andrada são ruins""";4;;;;;;;;;;;
11 de fevereiro de 2025;Não;Cordialidade e localização;Achei mal conservado e não tem elevador;5;;;;;;;;
10 de fevereiro de 2025;Boa localização porém todo o resto não presta;A única coisa boa é a localização!;Limpeza péssima, no quarto a cama super desconfortável, o ar condicionado além de não gelar ainda fica pingando muita água na cama, café da manhã horrível muito sujo tudo terrível, comidas todas velhas e com gosto de estragado;1;;;;;;;;
7 de fevereiro de 2025;Péssimo;;Estrutura ruim e antiga, banheiros feios. Café da manhã fraco, nenhuma fruta, não tem suco natural.;1;;;;;;;;
7 de fevereiro de 2025;Insatisfeito por acreditar na marca da rede e não obter um serviço de qualidade.;Péssima experiência. Meu quero, número 106, em condições muito ruins.;Minha estadia foi marcada por grande insatisfação devido às condições de infraestrutura do local. O chuveiro apresentava problemas, a cama estava desconfortável e a limpeza do quarto deixou muito a desejar. Além disso, para minha surpresa e desconforto, encontrei uma barata no quarto, o que é inaceitável em qualquer ambiente de hospedagem. Essas péssimas condições afetaram diretamente a qualidade da minha experiência e, infelizmente, não atendem ao padrão esperado. O ar-condicionado liberando ar mais pesado/como sujo.;1;;;;;;;;
4 de fevereiro de 2025;Aceitável;Da localização;Não serve água quente. Não tem xampu, sabonete e condicionador.;5;;;;;;;;
3 de fevereiro de 2025;Poderia ser melhor!;Funcionários;Café da manhã e conforto;5;;;;;;;;
3 de fevereiro de 2025;Poderia ser melhor;Educação dos funcionsrios;Conforto e café da manhã;5;;;;;;;;
2 de fevereiro de 2025;Confortável;Tudo. Quarto aconchegante, tudo muito novo.;Falta elevador e falta um lençol grosso para se cobrir.;10;;;;;;;;
2 de fevereiro de 2025;Excepcional;Localização;As escada;10;;;;;;;;
2 de fevereiro de 2025;Excepcional;Ótima acomodação;;10;;;;;;;;
30 de janeiro de 2025;Aceitável;Localização e atendimento dos colaboradores.;Quarto pequeno e com pouca ventilação.;5;;;;;;;;
29 de janeiro de 2025;Excepcional;Boa localização e custo benefício.;...;10;;;;;;;;
29 de janeiro de 2025;Decepcionante;Nada;A localização;4;;;;;;;;
27 de janeiro de 2025;hotel de pouco conforo e atendimento de recepção limitada.;;barata morta no corredor;;;;;;;;;
recepção pouco gentil;;;;;;;;;;;;
"chuveiro ruim""";4;;;;;;;;;;;
26 de janeiro de 2025;Nota 10;Tudo perfeito estão de parabéns ;;;;;;;;;;
"Quando estiver de férias volto a ficar novamente o café é ótimo.""";Único coisa ruim e não ter estacionamento,.;10;;;;;;;;;;
25 de janeiro de 2025;Excepcional;O café da manhã é simples mas muito bom!;Somente a disposição do ar condicionado em relação as camas , mas o quarto ficou bem fresquinho!;10;;;;;;;;
25 de janeiro de 2025;Fantástico;Boa localização;Não tem elevador,só escadas;9;;;;;;;;
22 de janeiro de 2025;Pessima;Localização;Funcionária da recepção mal educada ;;;;;;;;;
Limpeza com cheiro forte de água sanitária ;;;;;;;;;;;;
"Não tem nenhum funcionário que possa ajudar subindo as escada em inúmeros degraus na escada""";1;;;;;;;;;;;
18 de janeiro de 2025;Péssimo;Fui Cobrado no meu cartão 2 vezes e até o momento nenhuma resposta;;1;;;;;;;;
9 de janeiro de 2025;Não compensa pelo valor cobrado! Sem elevador 😥;Tamanho do quarto;O hotel não tem elevador e o prédio antigo com escada bem íngreme. Ficamos no segundo andar e tivemos que subir nossas malas por conta própria! No quarto tem apenas 1 travesseiro por pessoa bem fininho. Não há outro mesmo que peça.;5;;;;;;;;
8 de janeiro de 2025;Péssima.;Nada!;Tudo! ;;;;;;;;;
Principalmente por não ter elevador e não avisar com antecedência; pois não tivemos como subir as malas e estava com minha sogra de 68 anos;" que não podia subir escadas.""";1;;;;;;;;;
8 de janeiro de 2025;Nunca mais me hospedo nesse hotel;Primeiro que hotel é escadas muito Ingrid estava com idoso pedir trocar apartamento não trocaram no primeiro aí no segundo dia entrei contato central falei com eles disseram que ia ver e nada … aí falei que sairia do hotel aí deram um jeito de colocar a idoso no terrio .. precisou falar que ia pedir meu reembolso….cafe péssimo;Só cama;5;;;;;;;;
6 de janeiro de 2025;Aceitável;Localização excelente!;Café da manhã não é muito bom;;;;;;;;;
Não possui estacionamento para todos os carros (somente três vagas rotativas);;;;;;;;;;;;
5 de janeiro de 2025;Não recomendo.;Localização é excelente.;Quarto muito mal conservado. Camas e travesseiros velhos, banheiro com chuveiro de pouca vazão, sem ducha higiênica, as toalhas poderiam estar menos desgastadas, ar condicionado pingando em cima da cama e paredes parecem sujas.;;;;;;;;;
Alguns funcionários da recepção não são simpáticos.;;;;;;;;;;;;
A calçada em frente ao hotel poderia ser varrida pelo próprio hotel considerando a sujeira que estava acumulada. A falta de cuidado e atenção aos detalhes espelham o quê é o hotel.;;;;;;;;;;;;
Café da manhã razoável.;;;;;;;;;;;;
Limpeza de razoável a boa.;;;;;;;;;;;;
Pelo menos o preço e principalmente a localização amenizaram uma certa decepção.;;;;;;;;;;;;
Há outras boas opções de acomodações próximas com um custo-beneficio melhor.;;;;;;;;;;;;
Frequento Recife há muitos e muitos anos e sei que este hotel é tradicional.;;;;;;;;;;;;
"Espero que a direção tome providências rápidas para melhorar o serviço.""";4;;;;;;;;;;;
4 de janeiro de 2025;Horrível;Localização;Recepcionista mal educada, deu o horário do checkout , falou praticamente expulsando , sendo grossa , que se não saísse logo já iria ser aplicado um multa .;;;;;;;;;
Quarto com instalações antiga ; a limpeza só sentia cheiro de água sanitária;" não tem elevador e muito menos alguém pra ajudar a você subir as escadas horríveis .""";3;;;;;;;;;
31 de dezembro de 2024;Fantástico;A localização é maravilhosa. Café da manhã modesto, porém satisfatório. Excelente custo-benefício.;Quando cheguei ao hotel, minha reserva não constava no sistema. Precisei aguardar um pouco até a liberação.;9;;;;;;;;
29 de dezembro de 2024;Ruim;Nada;Nada, só prestou a atenção dos funcionários, café da manhã horrível.;3;;;;;;;;
28 de dezembro de 2024;Pessimo!!!!!!;Wi-fi e localização. Gostaria de agradecer ao pessoal da recepção, que foram muito atenciosos;Predio Velho, sem estacionamento, ficamos. no 2 andar e tivemos q subir 2 andares com malas pesadas, o quarto Velho com luminária caindo, ressalto entre o quarto e banheiro, com risco de queda, o cobertorn super encardido. Não vale a pena ficar hospedado, sem estacionamento, sem elevador, café da manhã com suco de pozinho, com tantas frutas tropicais p fazer, móveis Velhos, Cortina despencando. NÃO RECOMENDO DE JEITO NENHUM.;1;;;;;;;;
28 de dezembro de 2024;Excepcional;Tranquilo para passeio ra;Café;10;;;;;;;;
27 de dezembro de 2024;Fantástico;A vista, o café da manhã e o clima do quarto!;Poderiam colocar uma TV smart, a tv é muito antiga e não tem como emparelhar pelo celular, colocar YouTube ou Netflix.;9;;;;;;;;
21 de dezembro de 2024;Esperava bem mais;Pode melhorar. Merece uma reforma;Banheiro a desejar. Principalmente o chuveiro;5;;;;;;;;
21 de dezembro de 2024;Hotel antigo, precisando de reformas. Só vale se for para ficar poucas horas.;Estadia de apenas uma noite para pegar um voo em Recife. Mais do que isso, teria trocado de hotel. Pelo menos ficava a poucos minutos do aeroporto no horário que eu precisava sair, de madrugada.;Hotel precisando de uma reforma urgente. Quartos mofados, áreas comuns precisando de pintura. Ar condicionado não gelava direito. Lençóis e toalhas velhos e desgastados. Ainda que se trate de um hotel velho, a limpeza também deixou a desejar. Havia uma traça em cima da cama e várias traças na parede. Quarto estranho, com vários degraus dentro.;5;;;;;;;;
20 de dezembro de 2024;Gostei mto. Ótimo custo-benefício. Tratamento excepcional dos funcionários.;Amei o acolhimento, a segurança e o café da manhã.;Recepção poderia ter ar condicionado tanto para conforto dos hóspedes que terão que esperar o táxi/uber e também para os funcionários da recepção que ficam de guarda no calor de Recife.;10;;;;;;;;
20 de dezembro de 2024;Decepcionante;Único ponto positivo é a localização;Apesar do preço baixo a realidade não condiz com as fotos apresentadas, ambiente totalmente diferente, paredes sujas com ar de local abandonado, travesseiros ruins, toalhas e lençol finos feito papel, tudo antigo e muito mal cuidado!! Não tem elevador, o barulho é excessivo, só dá vontade de ir embora.;2;;;;;;;;
17 de dezembro de 2024;Pior experiência de hospedagem;Somente da localização.;Chuveiro para tomar banho, péssimo! Sujo, entupido, a água esquentava tanto que mal dava para tomar banho, sem falar na água salobra que deixava a pele pegajosa. ;;;;;;;;;
Lixeira de plástico com pedal quebrado.;;;;;;;;;;;;
Quarto pequeno; com a janela voltada para o corredor dos fundos do hotel.;;;;;;;;;;;
Paguei 2 diárias; fiquei muito insatisfeita com a primeira noite que desisti de continuar no hotel. Funcionários passam informações muito inconsistentes; deixando o hóspede bastante confuso pois cada um que orienta e tenta resolver da sua forma e no final das contas e hóspede sai prejudicado! ;;;;;;;;;;
"Não é à toa que as avaliações desta rede são bem baixas.""";2;;;;;;;;;;;
16 de dezembro de 2024;Perfeito;Atendeu perfeitamente minhas necessidades, a localização era incrivel perto de bons restaurantes e proximo a praia de boa viagem.;Atendeu perfeitamente minhas necessidades;10;;;;;;;;
15 de dezembro de 2024;não recomendo;localização;tinha uma amiga operada. pedi pra ficar embaixo mesmo. quarto disponível não cederam.. A 3 amiga chegou 5 da manhã e não deixaram ela subir pois falou que não tinha quarto e nem as pessoas com aqueles nomes hospedadas .;3;;;;;;;;
14 de dezembro de 2024;Excepcional;Gostei de tudo.;Somente que 1 cama de solteiro estava rangendo e com o pé quebrado.;10;;;;;;;;
11 de dezembro de 2024;Decepcionante;Fomos transferidos para outro hotel da mesma rede, o LG Inn.;Ar-condicionado quebrado, fazia muito barulho e calor.;4;;;;;;;;
9 de dezembro de 2024;Aceitável;Para dormir uma noite foi bom.;As instalações não eram muito boas, a limpeza do quarto não estava muito boa, não dispõe de cobertores. O cheiro do local do café era muito forte, por ser fechado e abafado.;5;;;;;;;;
9 de dezembro de 2024;Não aconselho.;Quarto espaçoso.;Hotel não tem elevador, café da manhã é um lugar minúsculo sem ventilação.;5;;;;;;;;
7 de dezembro de 2024;Não indicaria, a menos que fosse única saída.;Localização;Camas, escada, banheiro.;4;;;;;;;;
4 de dezembro de 2024;Não retorno.;Apenas a localização agradou.;A pessoa que nos recebeu no check-in era extremamente antipática. Camas ligeiramente desconfortáveis, espelhos manchados, ar-condicionado não resfriava (mesmo estando em 19º), iluminação péssima para leitura, banheiro extremamente apertado. A limpeza também deixou a desejar.;3;;;;;;;;
3 de dezembro de 2024;Terrível! Não se hospedem;Nada;Não tem um ponto positivo se quer.;;;;;;;;;
Lugar velho; sem elevador e a recepção não ajuda com as malas.;;;;;;;;;;;
O quarto terrível; cama velha e travesseiro horrível parece uma folha de papel; toalhas velhas; pequenas.;;;;;;;;;
Não possui um armário; frigobar quebrado; o ar não gela; um ventilador seria melhor que aquele ar velho.;;;;;;;;;
O banheiro é a pior parte; pia; vaso e chuveiro VELHOS!;;;;;;;;;;
O chuveiro todo remendado; não sai água.;;;;;;;;;;;
TV velha; não pega direito.;;;;;;;;;;;
O café da manhã é péssimo; só pão com manteiga e suco de saquinho.;;;;;;;;;;;
"NÃO SE HOSPEDEM IRÃO SE ARREPENDER!!!""";1;;;;;;;;;;;
2 de dezembro de 2024;Vale para passar 1 noite!;A equipe é fantástica!!;Café da manhã sem muitas opções. Tivemos que trocar de quarto por um problema no ar-condicionado. Quarto muito pequeno. Ar-condicionado de janela (bem barulhento), chuveiro precisa de limpeza para a água conseguir sair.;4;;;;;;;;
28 de novembro de 2024;Fantástico;;O serviço do café da manhã. 9 e 30 horas já estava muito bagunçado o dejejum. Precisa de profissionais para organizar melhor e orientar os empregados. A impressão ficou de um ambiente totalmente desorganizado .;9;;;;;;;;
27 de novembro de 2024;Pésimo;Nada;Tudo;4;;;;;;;;
27 de novembro de 2024;Muito ruim… arrependido;Diferente e pior do que dá foto em que eu loquei.;Muito diferente da foto proposta no booking. ;;;;;;;;;
Quartos velhos; estrutura horrível. ;;;;;;;;;;;
Mau atendimento dos funcionários ;;;;;;;;;;;;
Café da manhã horrível. ;;;;;;;;;;;;
"Tinha que ir na padaria próxima para comer""";1;;;;;;;;;;;
26 de novembro de 2024;Não se hospedem nesse hotel;Quarto pequeno e não ventilado, chuveiro não sai água, muito barulho nos corredores,;;;;;;;;;;
"Não tem elevador""";Fiquei somente um dia, dos 4 dias que tinha reservado, solicitei reembolso e não respondem minha solicitação.;1;;;;;;;;;;
25 de novembro de 2024;Não foi confortável.;;Café da manhã ;;;;;;;;;
Roupas de cama ;;;;;;;;;;;;
"Instalação elétrica""";4;;;;;;;;;;;
25 de novembro de 2024;Péssimo;Do atendimento, deixou muito a desejar.;Fui em agosto, mas eles foram muito irrefutáveis em antecipar as datas de novembro para agosto. Entrei em contato com a Booking e eles disseram q podiam resolver o meu problema, mas me deixaram sem resposta, ainda mais q eu sou um idoso. Foram muito inteligentes no trato com eu e minha família..;1;;;;;;;;
25 de novembro de 2024;Excelente!;Vista, ventilação, banheiro;A cama de casal era composta por 2 camas de solteiro juntas, e a emenda machucava um pouco;10;;;;;;;;
24 de novembro de 2024;Péssimo;;Não gostei de nada;1;;;;;;;;
17 de novembro de 2024;Excepcional;Excelente hotel;;10;;;;;;;;
14 de novembro de 2024;deu pra passar!;a localização;os quartos!;5;;;;;;;;
12 de novembro de 2024;Aceitável;Muito bem localizado;Hotel sem elevadores, o ar condicionado não estava gelando bem e um café da manhã muito simples, por honesto.;5;;;;;;;;
5 de novembro de 2024;Podem melhorar, do jeito que está não dá para voltar.;Fiquei no quarto 101, primeiramente o ar condicionado não funciona, só ventila e bastante barulho. Outra coisa que considero inadmissível são os lençóis 100% poliéster, até hoje todos os hotéis que frequentei tem lençóis de algodão. Não valeu o custo benefício, infelizmente.;Ar condicionado ;;;;;;;;;
"Lençóis""";3;;;;;;;;;;;
5 de novembro de 2024;Um total descaso, fechamos pelo booking um hotel, e quando chega para check in, falam que é outro, e como fica isso? Pés;Primeiro que quando você olha o anúncio, em nenhum momento mostrar como funciona a questão da rede dos hotéis. Pois postam as fotos de um hotel e na verdade te colocam em outro, muito mais inferior.;Não tem elevador, estacionamento, hotel bem antigo.;4;;;;;;;;
4 de novembro de 2024;Muito ruim;A cama é confortável.;Catinga de esgoto no quarto.;2;;;;;;;;
4 de novembro de 2024;Fantástico;Localização ótima;;9;;;;;;;;
2 de novembro de 2024;Aceitável;;Quarto faltando uma lâmpada;5;;;;;;;;
2 de novembro de 2024;Excepcional;Ótima localização.;Tudo de bom.;10;;;;;;;;
1º de novembro de 2024;Boa;Limpo e aconchegante.;Não tem elevador.;9;;;;;;;;
30 de outubro de 2024;Eu super recomendo;Gostamos da localização, do apartamento e da refeição, simples, mas atende muito bem;Tudo foi bom;10;;;;;;;;
24 de outubro de 2024;NUNCA MAIS VOLTATAREI OU INDICAREI.;PARA SER SINCERA NAO GOSTEI DE NADA ACHEI TUDO PESSIMO. A VERDADE É QUE A LOCALIZAÇÃO É PERTO DA PRAIA MAS NAO ADIANTA NADA PQ NAO DA PRA NADAR NA PRAIA QUE FICA EM FRENTE QUE E A BOA VIAGEM. NUNCA RECOMENDAREI.;HORRIVEL. TUDO HORRIVEL. SEM ELEVADOR, ESCADAS ALTAS E DIFICEIS DE ACESSAR, CAFE DA MANHA FRAQUISSIMO, TOALHAS DE BANHO MUITO PORCARIA, SABONETE PESSIMO QUE RESSECA A GENTE. CARO DEMAIS PELO QUE ENTREGAM. A ROUPA DE CAMA É MUITO RUIM E O COLCHAO É AMARELADO, ACAROSO. PESSIMO TUDO PESSIMO.;1;;;;;;;;
23 de outubro de 2024;Boa;Localização, limpeza, acomodação e conforto.;Chuveiro no quente dava choque e a água não caía para baixo no chão e sim para cima pegando somente o box de vidro, o chuveiro estava mal colocado. E ao lado do meu quarto (115) um barulho auto de vibração, provavelmente era alguma máquina, ou mesmo do ar condicionado na parte externa, mas fazia barulho a noite inteira e vibrava também;9;;;;;;;;
21 de outubro de 2024;Regular;Da localização, da recepção e café da manhã.;O ar condicionado não funcionou e o banheiro estava com um cheiro estranho.;9;;;;;;;;
20 de outubro de 2024;Sem grandes expectativas.;Localização excelente.;;;;;;;;;;
Perto da praia e de muitos restaurantes;" bares e padaria.""";Quando cheguei avisei que o ar não estava funcionando do meu quarto. O rapaz da recepção me fez esperar 15 minutos depois q ele foi até o quarto para me trocar de quarto. Deixou o ar ligado e saiu. Não acreditou em mim. E não foi educado na mudança de quarto.;5;;;;;;;;;
18 de outubro de 2024;Estrutura antiga e mal conservada.;Apenas a localização;Roupa de cama e banho velha e mal lavadas. Colchão com muito ácaro. Café da manhã muito ruim.;5;;;;;;;;
16 de outubro de 2024;Hotel muito bom!;Gostei muito da localização do hotel, atendimento por parte dos funcionários foi excelente!;Localização;10;;;;;;;;
10 de outubro de 2024;Ruim;Sem infraestrutura, que quarto com ar condicionado antigo, parecia cozinha, chuveiro elétrico , pior hotel que já fiquei, e olha q já fiquei em muitos.;;3;;;;;;;;
9 de outubro de 2024;com hotel somente transtorno na chegada, acabei ficando numa espelunca no primeiro dia.;atendimento, presteza dos funcionários. ;;;;;;;;;;
No dia seguinte após a chegada; pedi para arrumar a ducha higiênica porque vazava; voltei a tarde já estava arrumada ;;;;;;;;;;
"Atendente de lobby foi perfeito e atencioso""";Eu reservei o hotel de 02 a 08/10 com um mês de antecedência, utilizei o cartão virtual. não tentaram debitar em nenhum instante, no dia 02/10, quando eu estava no aeroporto, tentaram debitar, respondi que estava no aeroporto, resolverei quando chegar. Cheguei no hotel com a reserva cancelada, disseram-me que tinha um evento e todos os hoteis de Boa Viagem estavam lotados, liguei e confirmei este fato. Acabei dormindo num hotel do centro, e a noite do mesmo dia, reservei o hotel da mesma rede para dia 03 a 08/10, cinco dias com o mesmo preço de seis dias num hotel da mesma rede mas de qualidade inferior.;;;;;;;;;;;
;;;;;;;;;;;;
***********************;;;;;;;;;;;;
 ;;;;;;;;;;;;
no outro quarto; tem ponto de ducha higiênica mas não a tem ; solicitei a instalação; alegaram não ter ducha para instalar.;;;;;;;;;
No meu quarto; quando aperta o controle de TV; pula os canais; ;;;;;;;;;
demora e difícil para ligar ar condicionado;" o controle não funcionava direto?""";3;;;;;;;;;;
9 de outubro de 2024;Eu gostei muito !;Silêncio , é a limpeza diária , café da manhã muito bem servido.;Não tenho nada de negativo a declarar;10;;;;;;;;
8 de outubro de 2024;Excepcional;Tudo, ambiente excelente e ótimo custo benefício;;10;;;;;;;;
8 de outubro de 2024;Aceitável;O preço é bem baixo comparado a outros locais, por isso não esperei muita coisa... Ficamos apenas para dormir uma noite para tomar o avião de volta a minha cidade, após uma viagem por outras cidades do Nordeste. Considerando essa baixa expectativa o café da manhã foi melhor do que eu esperava. Ar condicionado e TV estavam OK. Não usei o chuveiro. Colchão OK também.;Dava para ouvir os sons do quarto ao lado;;;;;;;;;
8 de outubro de 2024;Excepcional;Do atendimento e conforto.;Ausência de piscina para lazer interno.;10;;;;;;;;
5 de outubro de 2024;Péssimo;O hotel é bel localizado. Tem bastante restaurantes proximos;Quartos pequenos, enxoval velho, desgastado e manchado. Não tem elevador, café da manhã fraco, local do café extremamente apertado. Cobram até por um talher descartável. O valor cobrado não condiz com o padrão de serviço e instalações oferecidos. Chuveiro muito ruim. Não tem interfone.;1;;;;;;;;
3 de outubro de 2024;Paguei caro por um serviço péssimo.;1- Os funcionários são super preparados e educados, desde a recepção, cozinha e limpeza.;;;;;;;;;;
2-A localização é excelente; próximo ao comércio;" bares e praia""";1-As camas de solteiro são muito estreitas e desconfortáveis, fora que o colchão e o box são velhos;;;;;;;;;
2-A tv não tem uma imagem nítida ;;;;;;;;;;;;
3-O ar condicionado faz barulho demais ;;;;;;;;;;;;
4-O frigobar e demais móveis estão extremamente velhos;;;;;;;;;;;;
