data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
27 de junho de 2022;Estadia Boa em um hotel que tem potencial para mais.;A limpeza da Camareira Neide foi diferenciada e o trabalho da Recepção muito bom também! Bom Café da manhã.;Manutenção pode melhorar. Vaso do banheiro solto. E ter água no minibar para não precisar buscar na Recepção.;7;;;;
25 de junho de 2022;Bom;Boa localização , funcionários educados e prestativos,bom café da manhã,quarto limpo.;;7;;;;
20 de junho de 2022;Próximo ao aeroporto de Recife;Localização próximo ao aeroporto;Instalações antigas, quarto sem nada no frigobar tendo a necessidade de buscar tudo na recepção. O que é muito ruim para quem chega de madrugada.;7;;;;
13 de junho de 2022;sem retorno.;o tamanho do quarto.;água (vazamento) no chão ao lado da cama;;;;;
falta de toalhas de rosto;;;;;;;;
falta de cobertor (estava com uma senhora de mais de 80 anos). ;;;;;;;;
"banheiro não limpo apropriadamente""";7;;;;;;;
4 de junho de 2022;Tirando os percausos, boa.;Café da manha e boa recepção.;Chegamos de madruga e chuveiro não esquentava, o clima estava chuvoso e frio e tivemos que tomar banho gelado, assim como vizinhança rodeado de klaqueiro.;7;;;;
3 de junho de 2022;Fiz reserva pra 5 quartos e só tinham 4 reservados. Pedi para ser considerada a minha reserva pelo Booking.com pelo preç;1. Bom Quarto 2. Localização próximo ao aeroporto e shopping;1. Atendimento do recepcionista Eri 2. Estacionamento pago do hotel sem informação prévia sobre isso;7;;;;
2 de junho de 2022;Muito bom;;Estive hospedada no dia 28 de maio de 2022, dia em que ocorreu um temporal no Recife. Comércio e restaurantes fechados, bem como serviços de entregas sem funcionar. Hóspedes reclusos. O hotel não disponibilizou serviço de venda de alimentação para os hóspedes que estavam impossibilitados de se locomoverem para esta finalidade, ainda que fosse de acordo com suas condições. Passamos mal...;8;;;;
29 de maio de 2022;Custo benefício bom.;Café da manhã muito bom, perto do aeroporto, shopping, farmácia, etc.;Não tinha água quente nos quartos, consegue escutar o barulho das pessoas falando nos quartos vizinhos, cama ruim, travesseiros altos demais, etc.;6;;;;
28 de maio de 2022;não voltaria;nada;elevador Ruim;6;;;;
28 de maio de 2022;salvo a água, tudo o ocorreu dentro do custo x benefício;funcionário da recepção muito atencioso;não tinha água quente, não foi possível tomar banho. O funcionário avistou e foi solicito .;7;;;;
26 de maio de 2022;Bem satisfatória.;Excelente localização para quem pretende ir ao Aeroporto dos Guararapes.;Havia no dia, um problema com o aquecimento da água do chuveiro. Daí, o fato nos foi explicado e, com isso, tivemos um desconto de 30 por cento na diária. Apesar desse probleminha localizado, resolvemos ficar e isso valeu bem a pena!;7;;;;
21 de maio de 2022;Muito bom;Do café da manhã da piscina da cama bem confortável e ótima localização.;Do banheiro e do piso do quarto.;8;;;;
18 de maio de 2022;tudo ok;cama confortável;travesseiro um pouco duro;7;;;;
17 de maio de 2022;Viagem tranquila.;Atendimento muito bom.;O hotel é um pouco velho, ar condicionado antigo.;8;;;;
16 de maio de 2022;Bom;Localização, custo benefício.;Ar antigo e muito barulhento, vaso da privada solto, uma porta que tinha acesso ao quarto ao lado que quando chegou hóspedes nos deixou com uma sensação de insegurança e que dava para ouvir toda conversa, atrapalhando nosso sono.;7;;;;
14 de maio de 2022;Cumpre o que promete, mas não crie muitas expectativas!;;Área de piscina encardida, piscina com bordas sujas, espreguiçadeiras quebradas.;6;;;;
8 de maio de 2022;Bom;Localização. Custo benefício e o café da manhã.;O banheiro não tinha um cheiro muito agradável e a torneira da pia é muito pequena para cuba dificulta ate lavar as mãos os lençois são muito finos e o tecido de pouca qualidade. Recepção não é muito simpática...;7;;;;
18 de abril de 2022;Muito bom;A cama é agradável, e a atenção dos funcionários é excepcional;;8;;;;
14 de abril de 2022;Minimamente aceitável;Da limpeza. Ótimas camas e bom ar condicionado.;Chuveiro velho, falta de uma tomada na ponta da cama. Banheiro sem privacidade. Muito barulho da geladeira.;;;;;
"O Pior foi uma senhora ter entrado no meu quarto porque o seu cartão de acesso abriu. Um lapso de um funcionário que jamais poderia acontecer.""";6;;;;;;;
12 de abril de 2022;Custo-benefício aceitável, mas merece revisar o estacionamento para evitar acidentes.;Café da manhã;Estacionamento tem obstáculos que podem provocar acidente. Restos de paredes antigas, que atrapalham manobrar o carro, e vergalhões de ferro pendentes, na altura do carro.;7;;;;
9 de abril de 2022;bom custo benefício;suíte ampla e confortável, cama muito boa, café da manhã farto;ar condicionado antigo (tipo janeleiro) fazendo muito barulho, placas indicativas nos corredores erradas;8;;;;
9 de abril de 2022;O hotel atende as necessidades de hóspedes em trânsito.;O café da manhã foi dentro do esperado. Achei bom.;A televisão no quarto. Imagem ruim e poucos canais.;8;;;;
8 de abril de 2022;Satisfatório;Mediano;;6;;;;
8 de abril de 2022;Bom;;internet.;7;;;;
6 de abril de 2022;Satisfatório;;Wi-Fi não funciona.;6;;;;
5 de abril de 2022;Bom;Hotel bem localizado para acesso ao aeroporto. Estrutura do quarto bom. café da manhã razoável.;Travesseiros muito ruins;7;;;;
4 de abril de 2022;Bom;Custo benefício excelente. Bem espaçoso e confortável.;;;;;;
Ar-condicionado antigo; porém muito limpo e eficaz.;;;;;;;
Quarto bem iluminado.;;;;;;;;
A porta tem cadeado de corrente por dentro; conferindo segurança e privacidade extra.;;;;;;;
"Fica a pouquíssimos metros de um excelente shopping.""";A água da torneira fede muito. Muito mesmo. Aconselho usarem água mineral para escovar os dentes.;7;;;;;;
17 de março de 2025;Fantástico;;O Wi-fi é pago.;9;;;;
23 de fevereiro de 2025;Fantástico;Piscina;Melhorar a internet;9;;;;
18 de fevereiro de 2025;Aceitável;Perto de um bom comércio e do aeroporto.;As opções do frigobar são poucas e no quarto não há corretores extras, apenas na recepção do hotel.;5;;;;
4 de fevereiro de 2025;Decepcionante;Limpa.;Lençóis muito finos e insuficientes, anúncios de cobrança p lençol extra. Banheiro sem exaustão- porta metade no banheiro , todo o odor direto pro quarto. Estacionamento pago. Café da manhã muito básico.;4;;;;
3 de fevereiro de 2025;Excepcional;Lugar muito bom 😊;;10;;;;
1º de fevereiro de 2025;O custo-benefício não compensa. Melhor pagar um pouco mais e ficar em um hotel melhor;Próximo aeroporto;Toalhas estavam fedendo ;;;;;
Não tive ajuda p subir com minhas bagagens;;;;;;;;
Estacionamento pago 25 reais diária ;;;;;;;;
"Barulho de música alta na vizinhança""";5;;;;;;;
30 de janeiro de 2025;Excepcional;Sim;Sim;10;;;;
27 de janeiro de 2025;A pior de todas;Pior hotel que já me hospedei na minha vida, péssimo no atendimento, péssimo nas comodidades e ainda por cima cobram estacionamento, onde já se viu cobrar um estacionamento de um cliente que se hospeda no próprio hotel, tudo eles adicionam taxa, ridículo. Nunca mais volto na minha vida, e não indico pra ngm. Lugar horrível;Nada :);1;;;;
22 de janeiro de 2025;Caríssimo pelo que oferece;Apenas da localização próxima ao aeroporto;Muito caro pelo que oferece. Tinha uma barata morta no banheiro, camas duras, sem tomadas… bem ruim;5;;;;
19 de janeiro de 2025;Ruim;Próximo ao aeroporto.;O hotel esta sucateado, instalações sem manutenção. Internet ruim. Não oferece restaurante. Atendimento razoável para ruim.;3;;;;
9 de janeiro de 2025;Custo benefício foi adequado. Conforto esperado foi atendido, próximo ao aeropoto.;Espaço ótimo , localização.;;10;;;;
8 de janeiro de 2025;Quase boa se não fosse esse senhora;Gostou muitos dos funcionários, exceto a senhora conceição que infelizmente se acha a dona do hotel;Sou cliente desse hotel há mais de um ano ,essa senhora veio me reclamar porque na premutima estaria eu não tinha pago o estacionamento, e eu falei que tinha ganho de cortesia, a mesma falou que isso poderia levar a demissão do funcionário,acho estranho que temos que trazer o cliente pra o nosso lado e não afastar . Essa senhora deveria cuidar dos afazeres dele e não ficar implicando com o hóspede e ameaçando os funcionários ;;;;;
" Até porque as palavras delas foram ditas diretamente pra mim.""";9;;;;;;;
6 de janeiro de 2025;Horrivel;Nada;Instalações antigas;;;;;
Cama desconfortável.;;;;;;;;
Enxoval velho.;;;;;;;;
Apenas um funcionário atencioso;" já na saída.""";4;;;;;;
6 de janeiro de 2025;Não recomendo;Café da manhã;Me colocaram num quarto conjugado sendo que o hotel estava com ocupação abaixo da metade.;;;;;
Não tinha toalhas de rosto;;;;;;;;
Travesseiros péssimos.;;;;;;;;
"Tomadas para carregar o celular em local inapropriado (cabeceira - debaixo do travesseiro)""";5;;;;;;;
4 de janeiro de 2025;Aceitável;Localização próximo ao aeroporto;;5;;;;
30 de dezembro de 2024;Excepcional;Toda a estrutura atendeu a espectativa..;;10;;;;
28 de dezembro de 2024;Excepcional;Bem prático e ótimo custo benefício;Nada a reclamar;10;;;;
26 de dezembro de 2024;Excepcional;A localização é espetacular, próxima ao aeroporto, Shopping e além do mais não se ouve barulho para ter um bom repouso.;;10;;;;
26 de dezembro de 2024;Excepcional;A localização é excelente, a limpeza maravilhosa, equipe de funcionários atende muito bem.;;10;;;;
24 de dezembro de 2024;A estadia foi ótima;O quarto é confortável.;O banheiro tem uma porta de vidro e não fecha direito.;10;;;;
23 de dezembro de 2024;Péssima;Nada;Colocaram em um quarto com uma porta dividindo para quarto de outro hóspede. Tenho problema de coluna, solicitei a troca de travesseiro e disseram que todos eram tamanho único, pura preguiça de trocar, quatro dias após a primeira estadia infelizmente tive que voltar e para minha surpresa no outro quarto tinha travesseiro baixo. Péssimo atendimento, péssimo hotel, não indico!;1;;;;
23 de dezembro de 2024;tudo ótimo;o atendimento dos colaboradores do hotel é sensacional.;hotel em reforma;10;;;;
20 de dezembro de 2024;Fantástico;Localização (próximo ao aeroporto;;9;;;;
17 de dezembro de 2024;Decepcionante;O hotel é simples, mas é limpo e organizado.;Só tinha um lençol de cama e um lençol de cobrir fino por pessoa, além de só um travesseiro. Se o hóspede quiser um extra, tem que pagar por peça. Também não tinha cobertor disponível.;4;;;;
8 de dezembro de 2024;Excepcional;Bom café da manhã, quarto confortável, chuveiro com água quente;Acústica dos quartos, muitos pombos, não dava pra ficar com a janela aberta;10;;;;
8 de dezembro de 2024;Aceitável;Café da manhã;Limpeza e higiene;5;;;;
26 de novembro de 2024;Não vale o custo x benefício;É bem próximo ao aeroporto.;Limpeza do quarto e banheiro. A acomodação não é bem conservada. Localização fica do lado de uma comunidade e não conseguimos dormir a noite toda com um som absurdamente alto. Não tinha sequer uma manta para nos cobrirmos no quarto.;3;;;;
17 de novembro de 2024;Aceitável;ATENDEU MINHAS NECESSIDADES;FIQUEI PRESO NO ELEVADOR POR 40 MINUTOS. TELEFONE DO HOTEL NO SITE SOMENTE PARA RESERVAS. NAO TINHA COMO FALAR NA RECEPCAO. CHEGUEI A LIGAR ATE PARA OS BOMBEIROS QUE TAMBEM NAO SE DISPUSERAM A ME ATENDER. LAMENTAVEL;5;;;;
14 de novembro de 2024;BOA OPÇÃO PARA UM DIA;Da arquitetura do quarto.;Do estacionamento descoberto.;9;;;;
14 de novembro de 2024;Excepcional;;Banheiro antigo com porta de vidro transparente.;10;;;;
31 de outubro de 2024;Nas fotos parece ser melhor do que é!;Educação dos funcionários.;Conforto do quarto. Desagradável para o valor.;5;;;;
29 de outubro de 2024;Mim senti insegurança!;Café da manhã;O quarto é conjugado e a divisão é uma porta onde não tem chave, apenas o puxador serve como fechadura, deixando o hóspede vulnerável e tbm sem acústica!;3;;;;
28 de outubro de 2024;Não recomendo a ninguém pela falta de atenção às necessidades do cliente.;Quarto ok dentro do esperado nada demais;Gerência não liga para solicitações dos clientes. Não recomendo a ninguém: Reservei dois dias sem cancelamento. Todavia tive um imprevisto na programação e precisei de 01 dia. Eu poderia ter solicitado o cancelamento total sem multa, mas optei em falar com o hotel para deixar em apenas 01 dia para honrar com mucom minha reserva. Me deram resultado positivo de que seri possível apenas 01 dia e disseram que no site seria ajustado. ;;;;;
"No final das contas eu fiquei um dia apenas e me cobraram 02 dias. Vou correr atrás no reclame aqui. Tenho as evidências. Não vá para esse hotel.""";2;;;;;;;
27 de outubro de 2024;Infelizmente, não pretendo voltar!;;Começando pela recepção, achei nada receptivo os funcionários. Minha cama estava com cabelos, ou seja, deduzo que não foram bem trocados os lençóis. Café da manhã simples, mas gostoso.;2;;;;
25 de outubro de 2024;Excepcional;O Hotel é excelente desde as instalações, localização, café da manhã, camas.;;10;;;;
24 de outubro de 2024;Boa;;Do som das .malas no corredor no horário de madrugada;10;;;;
23 de outubro de 2024;Fantástico;Ótima localização.;Banheiros ficam a desejar.;9;;;;
23 de outubro de 2024;Recomendo;Pessoal da recepção muito legal! A localização é excelente, fiquei receosa com alguns comentários, mas não entendi o motivo. Eu e meus amigos gostamos muito!!! Numa outra oportunidade, voltarei novamente.;;9;;;;
22 de outubro de 2024;Fantástica;Realmente hotel muito aconchegante e equipe muito bem preparada;;10;;;;
21 de outubro de 2024;Ótimo;O hotel atendeu as nossas necessidades por ser próximo ao aeroporto.;;;;;;
"Café da manhã delicioso.""";Senti falta do secador de cabelos.;9;;;;;;
20 de outubro de 2024;Hospedagem terrível;de nada! localização ruim, atendimento ruim, foi uma experiência horrivel;Pedimos berço para nossa bebê e não foi disponibilizado! pedimos na recepção e nos falaram que não iam disponibilizar por que o Booking não havia passado para eles! Tivemos que colocar nossa bebê na cama junto conosco, cama pequena inclusive.;;;;;
Além do baile funk que tinha atrás do hotel; a noite toda; não dormimos nada;0,1;"0""";;;;
19 de outubro de 2024;Hotel horrível, quarto solo, atendimento pessimo, não foi possivel dormir devido a um som insuportável na rua,próximo ao;Nada;Tudo;1;;;;
19 de outubro de 2024;Excepcional;Localização e simpatia dos funcionários.;Acho um absurdo a cobrança de R$ 25,00 para deixar o carro estacionado num terreno (sinalizado como estacionamento do hotel), se for pra cobrar que seja algo digno (coberto, limpo), e não um terreno cheio de mato.;10;;;;
18 de outubro de 2024;Aceitável;;O último andar não tem elevador, a limpeza do banheiro o box estava sujo, o restante estava ok;5;;;;
17 de outubro de 2024;Muito ruim;;Achei pessimo. Os lençóis encardido, com cara de sujo. E não tinha cobertor. Se quisesse usar o ar tinha que passar frio.;2;;;;
13 de outubro de 2024;Péssimo!;Nada!;Hotel sujo, atendimento horrível, não tinha nem Wi-Fi e nem coberta!;1;;;;
9 de outubro de 2024;Aceitável;Café da manhã,localização;Limpeza, principalmente do banheiro;5;;;;
7 de outubro de 2024;Aceitável;A localização é excelente perto de tudo e de fácil acesso;No penultimo dia o funcionário do hotel solicitou que eu trocasse de quarto sem nem ao menos informar um motivo porém não fiz e ainda informou que meu chekin era de 12h do dia 4 sendo que tinha reservado até o dia 5. Enfim, foi tudo resolvido porem causou um transtorno não necessário.;5;;;;
1º de outubro de 2024;Excepcional;Otima;;10;;;;
1º de outubro de 2024;Otima;Tudo;;10;;;;
30 de setembro de 2024;Excepcional;Localização;Porta do banheiro.;10;;;;
28 de setembro de 2024;Custo e benefício OK.;Proximidade do aeroporto;Achei o colchão já muito gasto.;10;;;;
25 de setembro de 2024;Não recomendo;Café da manhã muito bom.;Sem internet funcionando durante toda a estadia e depois fui ver que é uma reclamação constante. Fiquei em um andar em que tinha que subir de elevador até o nono andar e depois subir até o 10o. de escadas. Ficar em um hotel sem internet eu não recomendo.;4;;;;
23 de setembro de 2024;Ruim;;Os colchões estão péssimos! Passamos uma noite e mal dormimos. Eles afundam, são extremamente velhos, desconfortáveis. A porte de acesso ao banheiro é um blindex que fica suspenso e muito perigoso para crianças.;3;;;;
22 de setembro de 2024;Fantástico;;Barulho por parte do trânsito!;;;;;
Carros e motos a noite;" trafegando em frente ao hotel em velocidade e fazendo barulho!""";9;;;;;;
21 de setembro de 2024;Fantástico;Localização, funcionários, banho.;Café da manhã é simples. Senti falta de suco de laranja e maior variedade de frutas.;9;;;;
16 de setembro de 2024;Tranquila;Bom atendimento;;10;;;;
16 de setembro de 2024;Aceitável;Limpeza;Banheiro sem ventilação e sem privacidade . Faltam janelas antirruido. Funcionários escassos;5;;;;
15 de setembro de 2024;Excepcional;Café da manhã.;N/a;10;;;;
15 de setembro de 2024;Quarto barulhento;Localização boa;Quarto que me foi liberado, tinha uma porta para outro quarto, dava-se para ouvir tudo no outro quarto, pessoal que estava lá, fazia muito barulho. Chuveiro parecia mangueira de lava jato. Café da manhã deixou a desejar. Estacionamento pago, R$ 25,00 reais e quando vc faz pesquisa não tem essa informação, fiquei sabendo apenas quando do chekin no hotel.;5;;;;
14 de setembro de 2024;Não recomendo.;O tamanho do quarto.;"A porta do banheiro é de vidro e com uma abertura de uns 20 cm embaixo, todo o cheiro das ""coisas"" que fazemos vai para o quarto. ";;;;;
;;;;;;;;
Acústica horrível; ouvimos tudo; absolutamente tudo do quarto ao lado; parecia que estávamos no mesmo quarto.;;;;;
;;;;;;;;
E para terminar; estava acontecendo um baile funk em uma rua próxima; o som estava absurdamente alto; mesmo com as janelas fehadas e ar ligado; e não nos deixou dormir. ;;;;
"Nos esperamos para pagar um voo às 7 da manhã. Passamos a noite virados e sem conseguir dormir.""";3;;;;;;;
11 de setembro de 2024;Aceitável;Café da manhã e a localização.;Quarto com cheiro de esgoto, teias de aranha nas portas.;;;;;
"Já fiquei em outros hoteis da rede e esse não fez jus. Não ajudaram a levar as malas.""";5;;;;;;;
11 de setembro de 2024;Excepcional;O hotel com acomodação aconchegante e com um café da manhã delicioso;;10;;;;
11 de setembro de 2024;A minha pior experiência em estadia.;Apenas do hall e dos atendentes da recepção.;Nada nos agradou, cama e travesseiro desconfortável. Banheiro com baratas, a unidade exalava um cheiro horrível e um lugar sombrio.;3;;;;
11 de setembro de 2024;Aceitável;;Cama não era Casal. Cama conjugada com abertura no meio, um colchão alto e outro baixo.;;;;;
"O quarto tem um duto revestido por dryhall e está cheio de Pombos.""";5;;;;;;;
9 de setembro de 2024;razoavel;Café da manhã muito bom não tenho que reclamar;Não gostei de ter que pagar pelo estacionamento, achei isso um absurdo tremendo. Outra coisa, voces não ter uma sala de passar roupas, qualquer hotel que se preze tem, se a pessoa vai participar de reuniões, visitar clientes, tem que ir com a camisa toda amassada? Deviam ao menos avisar que não tem ferro eletrico. Achei isso pessimo.;5;;;;
7 de setembro de 2024;Conforto e bom preço;Hotel confortável, bom café da manhã.;;9;;;;
1º de setembro de 2024;Fantástico;Passei apenas algumas horas no hotel, entre um vôo e outro. Cheguei na madrugada e não tive dificuldades para fazer o check in. O café da manhã era bem servido. Check out tranquilo. Achei o custo benefício muito bom.;As instalações são um pouco antigas. O elevador barulhento.;9;;;;
29 de agosto de 2024;Pior noite de sono;Cama confortável;Barulho da rua vizinha;1;;;;
27 de agosto de 2024;Pessima experiencia.. nunca maks;Nada… nunca mais;Pessimo. Me colocaram no décimo andar sobe até nono andar depois escada;;;;;
Tomei banho na água gelada e não resolveram ;;;;;;;;
Telefone não funcionava ;;;;;;;;
"Internet não funcionava""";1;;;;;;;
27 de agosto de 2024;No geral, horrível pelo preço.;É bem próximo do aeroporto (cerca de 7 min de carro), bem como do shopping center Recife (cerca de 5 min de carro);Não existe um mínimo isolamento acústico, é possível ouvir tudo e em bom som o que se fala na acomodação vizinha, imagine, então, outras coisas. O piso de todo o hotel é azulejo antigo, com rejunte largo e fundo, assim, quando um hóspede arrasta suas malas pelos corredores é um pesadelo, porque o barulho é muito incômodo ante o atrito das rodinhas com os rejuntes. Fiquei no 3º andar e, ante a ausência de mínimo isolamento acústico, na primeira noite não consegui dormir, pois havia uma festa nas proximidades e a janela do quarto não abafava em nada o barulho, um pesadêlo que perdurou das 00:00h, quando tentei dormir, até às 05:40h, quando levantei. A porta do banheiro é rídicula, uma 'meia porta' de correr de vidro e transparente que não proporciona um mínimo de privacidade, é ridícula! Precisei de um simples talher, mas o hotel se recusou a me fornecer um do restaurente, alegou, porém, que tinha talhres plásticos na recepção para venda (vejam o padrão!). O café da manhã é 'meia boca', todos os dias o cuscuz estava seco, bolos horríveis, as frutas visivelmente estragadas, apenas os ovos eram comestíveis. Por fim, a limpeza do quarto estava muito precária, assim que me acomodei, observei cabelos por toda a parte.;1;;;;
27 de agosto de 2024;Aceitável.;A localização é bem agradável.;O fato dos quartos serem muitos pertos, acaba atrapalhando na privacidade caso a pessoa queira ouvir alguma música.;5;;;;
22 de agosto de 2024;O valor é acessível, mas deve ter coisa melhor nesse valor!;Sinceramente, pouca coisa! Do quarto apenas o chuveiro mesmo!!;;;;;;
"Do hotel como um todo o café era bom tbm!""";Mal cheiro dos lençóis, toalhas e banheiro, sem toalha de rosto.;5;;;;;;
8 de agosto de 2024;Hotel próximo ao aeroporto, com quarto amplo e confortável;Quarto muito amplo, cama confortável, chuveiro bom. Limpeza ok, funcionários da recepção solicitos. Possui uma vista bem legal, com muitas janelas. Fica a menos de 5 minutos do aeroporto, super prático.;Não prejudicou em nada a nossa estadia (por ser só de um dia), mas poderiam disponibilizar uma toalha de rosto. Disponibilizam apenas toalhas de banho e o pano para a saída do chuveiro, mas não toalha de rosto.;10;;;;
7 de agosto de 2024;Ótimo custo benefício!;Gostei do atendimento dos funcionários, limpeza do quarto e o café da manhã espetacular.;Nada para declarar.;10;;;;
31 de julho de 2024;Excepcional;Localização;Cafe da manhã;10;;;;
22 de julho de 2024;Decepção;Não gostei;Muito sujo;1;;;;
12 de julho de 2024;Bom;Quarto limpo;Do primeiro recepcionista;10;;;;
30 de junho de 2024;Satisfação, certeza de voltar.;Atendimento de todos os funcionários, café da manhã com reposição rápida pela Sra Leonia e Pelo Flávio, quarto sempre limpo pela camareira, sauna no ponto ideal.;;;;;;
"Parabéns a todos.👏👏👏""";Apenas uma sugestão, colocação de varal em inox no banheiro, para facilitar a secagem de alguma roupa a ser lavada pelo hóspede.;10;;;;;;
11 de junho de 2024;Péssima;Nada;Instalações muito antigas, falta de toalha de rosto e lençol. Cama muito ruim.;1;;;;
11 de junho de 2024;Aceitável;;Tive de pagar o estacionamento e o quarto não tinha vista pro mar, como eu vi no anúncio e paguei a mais!!;5;;;;
11 de junho de 2024;Aceitável;Da localização privilegiada.;Ausência de alguns itens como secador de cabelos e toalha de rosto.;;;;;
Além do mais; foi solicitada uma cama de casal e ofereceram um quarto com camas separadas.;;;;;;;
"O restaurante só oferece café da manhã.""";5;;;;;;;
3 de junho de 2024;Não vale a pena!;A localização é o único ponto positivo, próximo do aeroporto. Os funcionários também se esforçam para compensar a falta de estrutura do hotel.;Lençol sujo, baratas podem ser vistas pelo chão do banheiro. A água do chuveiro não aquece, o ar-condicionado é antigo e barulhento. A chave eletrônica desmagnetiza a todo momento e você precisa ir à recepção (segundo informaram, é um problema no sistema). Fui acomodado no 10° andar, que não possui acesso por elevador e você sobe pelas escadas de incêndio (questão que o hotel não informou previamente). O café da manhã é razoável, mas sempre com algum item sem reposição.;;;;;
Não há cobertas; mas apenas o lençol fino disponível. O frigobar não é abastecido e a água; por exemplo; a R$ 9;00 (1;5l); precisa ser comprada à vista na recepção;" não podendo ser paga na conta ao final da estadia.""";2
30 de maio de 2024;Ruim;Do café da manhã;Cama, controle da TV (pega quando quer), quarto ao lado fazia muito barulho (noite toda).;3;;;;
14 de maio de 2024;Maravilhoso a estadia;Gostei de tudo 😃 do atendimento dos funcionários, do quarto , conforto e do café da manhã muito bom 😃;;10;;;;
7 de maio de 2024;Foram duas diárias tranquilas.;Pelo preço que pagamos, achei ótimo. O recepcionista que nos atendeu foi muito gentil e prestativo.;;;;;;
O hotel é meio longe da orla;" mas mesmo assim vale a pena pelo custo beneficio.""";;10;;;;;
29 de abril de 2024;Deixou a desejar por coisas que poderiam ser superadas facilmente.;Atendimento;Não havia secador de cabelos, a imagem da TELEVISÃO é péssima.;;;;;
"Black out da energia e ar condicionado na madrugada.""";4;;;;;;;
24 de abril de 2024;Razoável;A localização para meu propósito (próximo ao Geraldão);Muito barulho, igreja ao lado muito barulhenta até tarde da noite ;;;;;
22 de abril de 2024;Aceitável;Localização;Qualidade;5;;;;
12 de abril de 2024;Não volto;Localização;Atendimento da recepção;4;;;;
3 de abril de 2024;Fantástico;O Cafe da manha poderia ter mais opções de frutas.;o horario de entrada e saida;9;;;;
31 de março de 2024;Excepcional;Funcionários do café da manhã extremamente educados e atenciosos.;;10;;;;
26 de março de 2024;Decepcionante;;Quarto com aspecto de sujo, toalhas com cheiro ruim, tudo muito velho... enfim, bem ruim mesmo;4;;;;
22 de março de 2024;Não vale a pena, custo benefício não é interessante;Localização;Me colocaram no 10° andar e o elevador só vai até o 9°, recepcionista rude, pessoal do café rude, porta do banheiro foi feito um arranjo, muito ruim pelo preço.;1;;;;
18 de março de 2024;Fantástico;Da acolhida;;9;;;;
12 de março de 2024;Péssimo;;Localização, nada de comércio em volta e baratas infestam o quarto;1;;;;
7 de março de 2024;Atendimento demorado na recepção, lençóis com mancha (parecia sangue) valor da hospedagem razoável.;Preço e café da manhã;Atendimento demorado no check in;3;;;;
6 de março de 2024;Péssimo;Nada;Tudo. ;;;;;
Hotel muito precário; reservei só por uma uma noite; não esperava muito mesmo; mas foi muito menos do que imaginava. Só não desisti da reserva pois estava muito cansada da viagem. ;;;;;
Banheiro encardido; sem toalha de rosto e as toalha de banho que tinha; confesso que fiquei com muito receio de usar; pois aparentavam velhas e mal limpas.;;;;;
Café da banho bem básico; nada demais....;;;;;;;
Péssima escolha; infelizmente.....devia ter pago um pouquinho a mais para ter um pouco mais de conforto mesmo por apenas uma noite. Foi decepcionante. ;;;;;;;
"Acho que as pessoas mentem nas avaliações que deixam aqui com elogios.""";1;;;;;;;
4 de março de 2024;Horrível!;De nada!;De nada!;2;;;;
4 de março de 2024;Muito triste e com muita raiva!;Limpeza bom. É limpinho;No 10º andar onde morava minha irmã Sheila é preciso subir escadas e o ar condicionado do quarto não esfria. A recepção estava muito quente, desconfortável, dois aparelhos de ar condicionado estavam quebrados ou não funcionavam, pois era horrível esperar para conseguir os quartos naquele horário, não tinha ventilador e muito menos água para oferecer à minha família. Porque tiveram que pagar 9,00 reais por uma água mineral 🤔😱 é um absurdo! Paguei muito por esse momento e minha família foi muito mal recebida neste hotel! E tudo isso é a dor e a tristeza desse momento único! Decepcionado com este hotel e com a forma como acolheram a minha família! 😡;2;;;;
2 de março de 2024;Regular .;Quarto confortável;Internet não funciona e teve uma funcionária despreparada . Ligando várias vezes p quarto sem necessidade.;5;;;;
22 de fevereiro de 2024;Fantástico;Do apto;Nt;9;;;;
15 de fevereiro de 2024;Péssima;Meu cartão foi descontado na diária mesmo eu pagando na acomodação;Como se não bastasse o hotel ser cheio de baratas, a diária foi descontado do meu cartão duas vezes.;1;;;;
30 de janeiro de 2024;Não muito boa devido à propaganda enganosa;A localização é relativa: pode ser boa para quem tem negócios a resolver no shopping Recife ou na Av Mal Mascarenhas de Morais , mas se for a passeio/lazer é pessima;Camas , lençóis, travesseiros Muito ruins. Acessórios /comodidades do banheiro fracas. Mas o pior de tudo foi : no anúncio consta um restaurante no hotel e este NÃO EXISTE;5;;;;
28 de janeiro de 2024;Aceitável;Localização,a cama bem confortável.;Não gostei da área da piscina,fui la Não tinha ninguém do hotel,estava muita suja principalmente com fezes de pássaros,achei que era poeira mais a borda também estava cheia de fezes.e no quarto o piso estava grudado fiquei um pouco sem sandália e não aguentei.se precisar de algo do frigobar tem que buscar na recepção.;5;;;;
27 de janeiro de 2024;Boa;Atendimento;Barulho no local mais devido a construção no lado do hotel;9;;;;
24 de janeiro de 2024;Péssimo custo benefício;Localização;Instalações velhas, banheiro sem ventilacao em sem exaustor, porta do banheiro de correr de vidro super perigoso emperrada, wi-fi não funciona, lençóis e toalhas velhas e manchadas, colchão extremamente mole dói o corpo, estacionamento um terreno sem seguro e ainda cobrado a parte. Péssimo custo benefício;2;;;;
8 de janeiro de 2024;Estadia tranquila;Bom;Bom;9;;;;
