data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
18 de dezembro de 2023;Excepcional;Café da manhã e educação de todos funcionando;Banheiro um pouco pequeno;10;;;;
18 de dezembro de 2023;Excelente atendimento e localização;A educação é preparo do funcionários do hotel foi o que mais me chamou atenção, são excelentes, super cordiais.;Pra quem gosta de piscina para nadar e dar altas braçadas a do hotel é bem pequena, mas tem uma boa profundidade e dar pra relaxar.;10;;;;
15 de dezembro de 2023;Espetacular;Tudo perfeito, limpeza ótima, café muito bom, funcionários maravilhosos.;Nada a reclamar.;10;;;;
14 de dezembro de 2023;Aceitável;Atenção dos colaboradores, localização,;Quarto precisa de manutenção, porta do banheiro sem trinco, cheiro de mofo, toalhas velhas.;5;;;;
14 de dezembro de 2023;Estadia regular.;Boa localização. ;;;;;;
Banheiro apertado.;;;;;;;;
"Conservação do predio e quarto: Regular.""";Banheiro apertado.;6;;;;;;
13 de dezembro de 2023;Ótima estadia. Custo benefício maravilhoso;Localização, limpeza, atendimento dos colaboradores perfeito, café da manhã show. Custo benefício muito bom;Cardápio deveria ser mais flexível;10;;;;
12 de dezembro de 2023;Ótima experiência!;Quarto com uma vista maravilhosa! Cama muito confortável e ótima higiene. Localização ótima! Funcionários super simpáticos e atenciosos. Restaurante com ótimo atendimento e comida excelente.;;10;;;;
12 de dezembro de 2023;Satisfatório;Localização;Quartos deixa a desejar;6;;;;
11 de dezembro de 2023;Excepcional;O hotel é super bem localizado, fácil de encontrar e de frente para a praia. ;;;;;;
Os funcionários são extremamente atenciosos; quartos e banheiros muito limpos; café da manhã com grande variedade de alimentos. O hotel tem sala de jogos; academia; piscina;" tudo muito bom.""";;10;
10 de dezembro de 2023;Teria passado mais dias, se não fosse pelos compromissos diários.;Amei a localização do hotel.;A vista do quarto para o mar, não era como eu havia imaginado.;10;;;;
9 de dezembro de 2023;Aceitável;Gostei da localização.;A acomodação é antiga e pelo valor pago conseguiríamos locais mais novos e aconchegantes. Fora que solicitei um pedido a acomodação na reserva e a mesma me respondeu que atenderiam, no entanto, ao entrar no quarto o pedido não havia sido executado.;5;;;;
4 de dezembro de 2023;Excepcional;Tudo excepcional! Desde recepção ao café da manhã!;Nada a pontuar;10;;;;
28 de novembro de 2023;atendeu, com resalva do quarto.;Bom café da manhã . boa localização. ótimo atendimento.;quarto com barulho de ar condicionado . muito forte.. apto 3andar 308;6;;;;
25 de novembro de 2023;Foi ótima;De tudo atendimento muito bom dos funcionários , café da manhã ótimo ,o hotel fica bem na orla da praia de Boa viagem foi ótimo;Foi tudo perfeito;10;;;;
20 de novembro de 2023;Excepcional;Acomodações , café da manhã e localização;;10;;;;
20 de novembro de 2023;Excepcional;Tudo excelente;;10;;;;
19 de novembro de 2023;Viagem perfeita;Hotel maravilhoso, funcionários super atenciosos, hotel tem estacionamento próprio, de frente a praia de boa viagem em uma localização maravilhosa o café da manhã muito bom.;Localização perfeita.;;;;;
Café da manhã perfeito ;;;;;;;;
Quarto maravilhoso ;;;;;;;;
Tudo muito perfeito ;;;;;;;;
"NOTA 1000""";10;;;;;;;
19 de novembro de 2023;O hotel fica bem localizado, atendimento excelente, o quarto bem amplo e organizado, possui piscina, academia e o café d;Academia;O horário da piscina até as 18h;10;;;;
17 de novembro de 2023;Excepcional;Localização é ótima sossegada!!;;10;;;;
16 de novembro de 2023;Vale muito a pena se hospedar no Golden Park Boa Viagem.;Excelente localização na praia de Boa Viagem! Café da manhã muito farto e gostoso! Funcionários muitos prestativos e eficientes.;;10;;;;
15 de novembro de 2023;Excepcional;Os funcionários são muito atenciosos. O atendimento foi impecável!;;10;;;;
14 de novembro de 2023;Péssima! Paguei um valor alto por algo que não valia!;Apenas a localização.;Do quarto. Muito mal cuidado, banheiro com aspecto de sujo e com cheiro de urina. Quarto ruim, paredes com infiltração, sujeira atrás do frigobar.;1;;;;
14 de novembro de 2023;Excepcional;Localização, limpeza, colaboradores atenciosos.;;10;;;;
9 de novembro de 2023;Vista;Adorei a vista do quarto, é perfeita. Adorei a estadia.;O horário da piscina poderia encerrar mais tarde.;10;;;;
8 de novembro de 2023;Excepcional;A localização, café da manhã e atendimento dos funcionarios;;10;;;;
8 de novembro de 2023;Excepcional;;O café é repetitivo, não tem muita opção.;10;;;;
7 de novembro de 2023;Maravilhoso!;A localização é maravilhosa de frente para o mar,na avenida boa viagem,coisa dos deuses! O chuveiro maravilhoso,a descarga ótima,a cama é boa,o café da manhã farto e delicioso!;O box é apertado,a piscina podia ser maior parece de criança,mas dá pra refrescar! Mas já estou acostumada pq já é a segunda vez que ficamos nesse hotel.;10;;;;
7 de novembro de 2023;Bom;Localização !;Recepcionista um pouquinho arrogante, adoraria lembrar o nome, mas é um senhor que fica entre a tarde e a noite , precisaria de um bom treinamento e supervisão na recepção !;5;;;;
5 de novembro de 2023;Não é um hotel 4 estrela como divulgado;Restaurante fechado;;;;;;
Almoço e jantar só é servido nas mesas da piscina ;;;;;;;;
;;;;;;;;
Cardápio extremamente básico ;;;;;;;;
;;;;;;;;
"A “piscina” é um tanque para poucas pessoas""";Box do banheiro com ralo entupido.;;;;;;;
"Alagou o apartamento""";6;;;;;;;
5 de novembro de 2023;não gostamos ! valor muito alto pra a qualidade do hotel;;quartos com cheiro de mofo , muito barulho da porta que dá acesso aos funcionários! telefone do quarto não estava funcionando. ar condicionado fraco;5;;;;
4 de novembro de 2023;Simpatia e conforto à beira-mar da Boa Viagem;A localização é excelente, as instalações confortáveis, ótimo café da manhã com uma vista linda! Funcionários extremamente gentis.;É necessário um pouco mais de cuidado com a manutenção;10;;;;
4 de novembro de 2023;Muito boa e agradável.;Café da manhã muito bem servido. A localização ótima porque permitiu a caminhada na orla de Boa Viagem, por estar a cerca de 10 minutinhos da praça de artesanato e de um supermercado. A equipe muito educada, simpática e pronta a atender nossas solicitações a qualquer hora.;Não se aplica;10;;;;
3 de novembro de 2023;Excepcional;Localização, café da manhã e opções de comida para serviço de quarto.;;10;;;;
3 de novembro de 2023;Excelente custo benefício.;O atendimento dos funcionários foi excelente, tanto na recepção, quanto no restaurante e pessoal da limpeza. O café da manhã é simples, mas com diversas opções e bom. O quarto e o hotel estavam bem limpos e agradável.;O café da manhã era bom, mas no primeiro dia o pão estava duro, entretanto havia a opção de usar sanduicheira a qual só vi depois. Poderia ter opção de pães integrais para melhorar a diversidade.;10;;;;
2 de novembro de 2023;Agradável;Muito boa;Porta do frigobar estava estragada;10;;;;
1º de novembro de 2023;ótima;Recomendo demais o hotel! A minha estadia foi ótima, não tenho nada a reclamar.;;;;;;
O café da manhã é bem gostoso e variado;" a localização é excelente (tem supermercado e lojas próximo!) e os funcionários educados.""";Não tenho nada a reclamar. Apenas o chuveiro do banheiro que ficava pingando, mas isso não foi um problema para mim.;;;;;;
A piscina também não é muito grande;" mas supre o desejado.""";10;;;;;;
31 de outubro de 2023;Excepcional;Da localização, da vista para o mar, da cordialidade dos funcionários e do café da manhã!;Aparentemente, o hotel foi reformado / pintado há pouco tempo. Péssimo acabamento/apresentação da pintura e da recuperação das portas de madeira. Trabalho muito mal feito.;10;;;;
30 de outubro de 2023;Maravilhoso.;O atendimento foi maravilhoso. Os funcionários foram ótimos e um café da manhã excelente e com vista para o mar. Voltarei com certeza.;O sinal do Wi-fi não estava bom .;10;;;;
30 de outubro de 2023;Foi muito boa;Gostei muito da localização;;10;;;;
28 de outubro de 2023;Decepcionante;A localização em frente à praia e a vista do quarto.;Hotel a precisar de remodelação. Ar condicionado pingava água e entrou água da chuva pela janela fechada. Também havia demasiado barulho durante a noite, o que impediu o descanso.;4;;;;
27 de outubro de 2023;Conforto e comodidade;A localização, limpeza e acomodações;Eu gostei de tudo;10;;;;
26 de outubro de 2023;Satisfação;Lugar fabuloso;Gostei de tudo 😀;10;;;;
23 de outubro de 2023;Excepcional;De Tudo, funcionários simpáticos e solicitos sempre dispostos e felizes em ajudar em Tudo. Salão de jogos,área da piscina e academia aconchegantes , café da manhã impecável com variedades deliciosas e linda vista para o mar. Quarto com vista incrível e super limpo. Meu grupo e eu ficamos em quartos com vistas impecáveis para o mar, ficamos encantados com tudo em relação ao Golden Park hotel , toda equipe estão de parabéns , voltaremos com a graça de Deus.;Não tem absolutamente nada que não tenhamos gostado ,( exceto fazer o check-out e deixar esse hotel maravilho sorsrs) Voltaremos com a graça de Deus e Super indico.;10;;;;
23 de outubro de 2023;Excepcional;Gostei de tudo, preço, localização, conforto, limpeza, café da manhã muito variado, vista para o mar. Vale muito a pena se hospedar.;;10;;;;
21 de outubro de 2023;Aceitável;;O box do banheiro enchia de agua e não tinha vazão ...ficava uma piscina até o próximo banho não esvaziava. Precisei de uma vassoura para esvaziar a cada banho tomado.;5;;;;
21 de outubro de 2023;Excepcional;O café da manhã é bem servido e a vista para o mar é incrível;;10;;;;
21 de outubro de 2023;hotel antigo;nada;conforto ,;5;;;;
21 de outubro de 2023;Excepcional;A vista do quarto e maravilhoso! Fomos atendidos super bem.;;10;;;;
21 de outubro de 2023;Todas as vezes que voltar a recife será esse hotel minha escolha;Recepção;Espaço e localização frente p o mar;10;;;;
16 de outubro de 2023;Satisfatório;Fotos diferente , central jogando água, tive que trocar de quarto, roupa de cama ruim;Local, roupa de cama;6;;;;
16 de outubro de 2023;Ótimo custo benefício;A localização é perfeita, próximo a praça de Boa Viagem. Os funcionários são muito atenciosos. O quarto é simples, mas confortável. O café da manhã também é muito gostoso.;O wi-fi não é dos melhores. Mas acho que a internet da região também não ajuda. Mesmo no 4g eu tive alguma dificuldade de sinal.;10;;;;
16 de outubro de 2023;Excepcional;Amei, ótima localização e recepção!;;10;;;;
11 de outubro de 2023;Hotel bom para poucos dias.;Localizado na AV. Boavigem, com muita coisa próxima. Lugar aparentemente seguro, e café da manhã com vista.;Quarto estava sujo e a porta batia com o vento que vinha do banheiro e não era possível fechar a janela.;10;;;;
11 de outubro de 2023;Muito ruim;Café da manhã;Quarto péssimo, velho, sujo, apertado. Uma decepção.;2;;;;
10 de outubro de 2023;Excepcional;A localização é perfeita. Vista maravilhosa 😍;;;;;;
"Voltarei com certeza.""";;10;;;;;;
8 de outubro de 2023;Recomendo.;Tudo foi ótimo.;Tudo foi ótimo.;10;;;;
5 de outubro de 2023;Excepcional;Café da manhã maravilhosa ;;;;;;
Funcionários atencioso ;;;;;;;;
Localização ótima ;;;;;;;;
Limpeza ótima ;;;;;;;;
"Super indica""";;10;;;;;;
3 de outubro de 2023;Razoável;Localização;Chuveiro pingando constantemente, não fizeram a limpeza e troca de toalhas;5;;;;
2 de outubro de 2023;Excepcional;Gostei de tudo;;10;;;;
2 de outubro de 2023;Hotel em Boa Viagem;Localização excelente, vista do mar incrível. Perto de tudo. Fácil acesso pra uber e táxi. Rota de ônibus em frente ao hotel. Café da manhã muito bom. Excelente atendimento dos funcionários. O preço é bem honesto.;Prédio precisando de reforma. Piscina pequena.;10;;;;
29 de setembro de 2023;Marcante;Simplesmente tudo maravilhoso, ótimo lugar parar curtir sozinho, levar a família, em casal! Ótima localização, perto de vários mercados, restaurantes, farmácias e entre outros. Todos os funcionários bem atenciosos, prestativos, proativos e educados, atendimento impecável. Café da manhã excelente, tudo muito saboroso!;Nada a reclamar!;10;;;;
28 de setembro de 2023;Das que já usei no Booking esta foi a pior e o valor pago foi muito alto para a experiência;Nada;Banheiros entupidos, ladrilhos de banheiros pintados, TV ficada torta com fios aparentes;1;;;;
25 de setembro de 2023;Foi tudo perfeito;Camas confortáveis, lençol limpinho, toalhas perfeitas;Comida no Hotel, poucas opções;10;;;;
25 de setembro de 2023;Rápida;Café da manhã;A parte da praia que fica o hotel não dá pra tomar banho.;10;;;;
24 de setembro de 2023;Decepcionante;;Comida;4;;;;
22 de setembro de 2023;Foram dias bons;Café da manhã muito bom;O Wi-Fi só na recepção que pega.;;;;;
"FUI OBRIGADA A PAGAR AS ESTADIAS NO CHECK IN""";10;;;;;;;
20 de setembro de 2023;Excepcional;De tudo, os funcionários super educados, o café da manhã maravilhoso, .;De nada.;10;;;;
18 de setembro de 2023;Regular;Localização;Os quartos muito velhos e mal cuidado.;6;;;;
18 de setembro de 2023;Não recomendo;A melhor parte foi ter meu pedido de reembolso atendido. Funcionários solícitos que ajudaram na situação.;Prédio antigo, quarto terrivelmente abafado, sem NENHUMA janela, nem no quarto e nem no banheiro, chuveiro vira uma piscina, muito diferente das fotos. Solicitei o reembolso no mesmo momento em que cheguei e eles atenderam ao meu pedido.;5;;;;
18 de setembro de 2023;Atendeu parcialmente às expectativas.;Café da manhã excelente, localização muito boa, área da piscina apesar de pequena muito aconchegante, atendimeto do staff é excelente, eles fazem de tudo para sua estadia ser a melhor possível.;O quarto que fiquei. Não havia fotos dos quartos no booking o que me fez escolher às cegas. resultado: Um quarto minusculo com a vista para a lateral do prédio onde ficam os ares-condicionados. Pelo preço, não vale a pena.;6;;;;
16 de setembro de 2023;Desastre;Não gostei de nada .;Na foto mostra tudo bonitinho mas na verdade, tudo quebrado foi um desastre meu Deus. Nuca mas…;1;;;;
13 de setembro de 2023;Satisfatório;Da localização em frente a praia e relativamente perto do aeroporto.;O Hotel tem uma fachada e hall de entreda bem bonitos, só que a qualidade do quarto cai vertiginosamente. Quarto com forte cheiro de mofo, frigobar minúsculo e sem nada dentro. O condensador do AC fica bem embaixo da janela, o que faz tenhamos que escolher ou janela aberta ou fechado com cheiro de mofo e AC ligado.;6;;;;
12 de setembro de 2023;Satisfatório;;A maioria dos funcionários com cara fechada, colocando obstáculos e dificuldades em qquer pedido;6;;;;
12 de setembro de 2023;Excepcional;Vista do quarto;O colchão deveria ser menos mole;10;;;;
11 de setembro de 2023;Excelente;Café da manhã top muita diversidade, quartos amplos;;10;;;;
5 de setembro de 2023;Entristecida;Cama super confortável;O ar condicionado não estava funcionando, o funcionário foi lá, tentou ajeitar, mas não adiantou, pela madrugada conseguir dormir tranquila com o ar apenas ventilando por conta do cansaço, mas quando amanheceu o calor estava muito grande.;5;;;;
3 de setembro de 2023;Excelente;Vista para o mar, colchso maravilhoso, banho bom, limoeza;;10;;;;
3 de setembro de 2023;Excepcional;Ótimas acomodações, limpeza excelente, vista par ao mar, um atendimento de excelência.;;10;;;;
31 de agosto de 2023;Péssima pois pagamos caro e ficamos em quartos ruins.;Localização;A indisponibilidade dos recepcionista em resolver questões relativas ao tipo de quarto.;1;;;;
30 de agosto de 2023;Ar condicionado com defeito;Localização;Instalações;4;;;;
28 de agosto de 2023;Não recomendo!;Localização.;Quartos.;4;;;;
27 de agosto de 2023;Excepcional;Localização;;10;;;;
24 de agosto de 2023;Ruim;A localização é boa. Equipe educada. Limpo. Bom chuveiro.;Café da manhã ruim. Cama desconfortável. Wi-Fi pessimo.;3;;;;
24 de agosto de 2023;FOI MUITO BOA;A localização é excelente e o atendimento muito cordial.;O elevador estava em modernização.;10;;;;
20 de agosto de 2023;Péssima qualidade;;Quarto muito ruim, janela quebrada, não pega wi-fi. Não colocam materiais de higiene, tive que pedir papel higiênico, cúmulo do absurdo;1;;;;
16 de agosto de 2023;Satisfatório;bem localizado, chuveiro muito bom, estacionamento no local, café da manhã muito bom!;toalhas estavam cheirando churrasco e um pouco amareladas;6;;;;
15 de agosto de 2023;Aceitável;;Banheiro;5;;;;
14 de agosto de 2023;Precisa de uma reforma completa tudo muito degradado;Simpatia dos funcionários;Falta de manutenção tudo muito velho sem nenhum isolamento;4;;;;
13 de agosto de 2023;Excepcional;Falta um bom estacionamento;;10;;;;
9 de agosto de 2023;Ruim;Café da manhã excelente e localização ótima;As fotos do quarto não condiz com a da estadia;3;;;;
7 de agosto de 2023;Bom, com ressalvas;Quartos OK , café OK.;Elevadores limitado de tamanho, e estava com 1 unidade interditada, cheguei a esperar 10 minutos .;5;;;;
6 de agosto de 2023;Tomando como.parametro o preço,foi o pior lugar que fiquei.;Nada.;Preço,estrutura,banheiro muito ruim. Pior banho que tomei na vida,o Box tem.menos de 1 m2,uma pessoa gorda não entra,elevador o chekin atrasou 1 hora.;3;;;;
5 de agosto de 2023;A pia do banheiro estava entupida.;Da localização;Atendimento dos funcionários da tarde na recepção e café da manhã poderia ser melhor.;;;;;
Esperei por uma tapioca mais de 30 min. E a funcionária não deu atenção a meu pedido;" tive que pedir duas vezes.""";4;;;;;;
4 de agosto de 2023;Aceitável;Café da manhá é muito bom.;Estacionamento é por disponibilidade e nunca tem vaga.;5;;;;
3 de agosto de 2023;Excepcional;Vista;Achei o box muito apertado para tomar banhO.;10;;;;
3 de agosto de 2023;Satisfatório;Localização;Custo benefício não foi bom;6;;;;
31 de julho de 2023;Péssima experiência;Comprei pelo booking, cheguei ao hotel com péssimo atendimento, não tinha vaga na garagem, não tinha ninguém para pegar as malas. Acabei não me hospedando no hotel pedi cancelamento e nada de resposta.;Comprei pelo booking, cheguei ao hotel com péssimo atendimento, não tinha vaga na garagem, não tinha ninguém para pegar as malas. Acabei não me hospedando no hotel pedi cancelamento e nada de resposta.;1;;;;
30 de julho de 2023;Não voltaria;Café da manhã muito bom;Limpeza do quarto fica bastante a desejar. Cheiro forte de mofo e vários pontos de mofo, por exemplo, o fio do secador de cabelo todo com mofo, cantos do box tb.;5;;;;
26 de julho de 2023;Excepcional;Limpo, organizado, todos educados, prestativos.;Não ter estacionamento próprio só rotativo e poucas vagas;10;;;;
24 de julho de 2023;Péssima hospedagem;Nada;Tudo;1;;;;
23 de julho de 2023;Péssimo;;Hotel não disponibiliza garagem, tive q deixar meu carro na rua.;1;;;;
23 de julho de 2023;Bom custo benefício.;Localização excelente, quarto com uma vista maravilhosa do mar, café da manhã muito bom e variado, funcionários da recepção amáveis.;Gostei de tudo, as instalações são um pouco lantigas e faltou uma cortina blackout na janela, mas nada que tenha comprometido a estada.;10;;;;
20 de julho de 2023;superou a expectativa;A Recepcionista Marcela fez a diferença, atenciosa, atende com respeito e bom humor, nao como se estivesse de mal com a vida. que e o normal, ai todo o restante ficou agradavel;;10;;;;
20 de julho de 2023;Excepcional;Ótima localização, atendimento dos funcionários e um ótimo café da manhã.;;10;;;;
20 de julho de 2023;Hotel bom;Muito bom;;5;;;;
19 de julho de 2023;Delicia de lugar voltarei sempre.;Espectativa maravilhosa;De ir embora kkk;10;;;;
17 de julho de 2023;Excepcional;Gostei bastante do hotel, organizado e limpo.;;10;;;;
17 de julho de 2023;Decepcionado !;Piscina razoável, atendimento bom, localização em frente à praia!;Banheiro com a parte do banho pequena, só tinha 1 toalha de rosto pequena para 2 adultos, um barulho de noite, não tinha pano de chão;3;;;;
13 de julho de 2023;Satisfatório;Da localização e do café da manhã;Da cama, muito desconfortável;6;;;;
9 de julho de 2023;Satisfatório;Café muito bom;;;;;;
"Localização boa""";Manutenção dos banheiro;6;;;;;;
9 de julho de 2023;Satisfatório;Localização;Cama, banheiro, tomadas disponível;6;;;;
8 de julho de 2023;Excepcional;Tudo;Nada;10;;;;
7 de julho de 2023;Excelente;De tudo simplesmente maravilhoso da recepção até a limpeza tudo ótimo.;Não tenho nada a reclamar;10;;;;
6 de julho de 2023;Decepcionada Parecia o quarto prá troca de roupa dos funcionários;Quarto minúsculo;;;;;;
Tv sem som;;;;;;;;
"Quarto escuro""";Das instalações;;;;;;;
"Péssima qualidade""";5;;;;;;;
6 de julho de 2023;Ruim;Somente do mar na frente do hotel;Hotel bem antigo custo alto para um atendimento médio, pois no quarto o telefone não funcionava tive que descer para pedir cobertor e copos.;;;;;
Quanto bem diferente da foto.;;;;;;;;
Quartos bem velhos.;;;;;;;;
"Não voltarei.""";3;;;;;;;
3 de julho de 2023;Ruim;Só a localização;Das instalações, os quartos no primeiro andar são pequenos e com teto muito baixo.;;;;;
A limpeza também é muito precária.;;;;;;;;
"Acho que falta gerenciamento no hotel..""";3;;;;;;;
2 de julho de 2023;Golden Park Hotel;O pessoal do hotel, Marcelo, Marcela, Guilherme e Valeria fizeram de nossa estadia uma excepcional. O serviço desde a nossa chegada até a nossa partida foi cheio de atenções, um maravilhoso quarto com vista ao mar, facilidades no hotel que ajudaram a mitigar o lluvioso tempo, e um café da manhã repleto de manjares. Não acostumo fazer revisões por falta de tempo, mas no caso do Golden Park, tenho que fazer uma excepção. Meu agradecimento!!!!!;É difícil achar uma crítica, mas no primeiro dia só faltou toalha para o chão no banheiro, mas uma ligação bastou para tomar conta da situação de forma inmediata, mais uma vez, grato!;10;;;;
29 de junho de 2023;Ótima;A localização e receptividade;;10;;;;
28 de junho de 2023;Excepcional;Café da manhã e do atendimento na recepção;;10;;;;
28 de junho de 2023;Hospedagem bem mais ou menos.;Atendimento da recepção. Café da manhã.;O colchão é envolto em uma capa de plástico e fazia barulho a cada vez que eu me mechia na cama, além do lençol de baixo não ter elastico, então, literalmente dormi sobre o plástico. Desconfortável, desagradável.;5;;;;
27 de junho de 2023;Aceitável;Os funcionários são bem atenciosos e prestativos, fomos muito bem atendidos por todos, sem exceção.;A cama incomodou pela “moleza” do colchão e por ele “pinicar” a noite inteira.;5;;;;
22 de junho de 2023;melhor custo benefício;melhor custo benefício, hotel de frente para o mar, não pude aproveitar muito, pois fiquei hospedada devido ao cancelamento do meu voo, mas o tempo que tive estava tudo ok! boas instalações e funcionários atencisos;;10;;;;
21 de junho de 2023;Foi uma experiência muito boa.;Gostei do atendimento de todos ! Cheguei muito cedo, e consegui fazer o checkin mais cedo, foram muito legais comigo. A equipe de limpeza tbm..uns amores.;Achei que poderiam deixar o frigobar com coisas básicas como água. ;;;;;
"No banheiro achei estranho que o box acumulava muita água e a descarga n era muito boa.""";10;;;;;;;
18 de junho de 2023;Excepcional;Cama confortavel,chuveiro excelente gostei de encontrar secador de cabelo.Cafe da manhã maravilhoso com itens regionais.;;;;;;
"A atenção dos funcionários é tudo de bom.""";Não gostei de um prato que pedi no restaurante.Ali joguei dinheiro fora. Carne sol dura,aipim frito demais,ficou igual uma madeira.Enfim,só comi arroz e o feijão.;10;;;;;;
14 de junho de 2023;ótima, voltarei mais vezes!;limpeza e privacidade;a piscina poderia ser um pouco maior;10;;;;
12 de junho de 2023;Razoável;Área piscina;Quarto cheiro de mofo;5;;;;
11 de junho de 2023;pratico e confortavel;vista para o mar, cafe da manha, excelente atendimento;;10;;;;
11 de junho de 2023;Perfeito;Tudo.;;10;;;;
7 de junho de 2023;4 estrelas ou 2 estrelas?;Do atendimento da recepção, da simpatia da camareira.;O quarto e o banheiro tinham cheiro de cigarro, apesar de estar numa suite para não fumantes. Os lençois muito finos e não tinha cobertor. Não tinha uma mesa no quarto pra trabalhar no notebook ou até mesmo comer uma refeição.Tive que comer meu jantar sentado na cama. Horrivel. Sou hospede Genius mas não tive direito ao;;;;;
upgrade.Foi alegado que o hotel estava lotado. Era uma pernoite somente segunda-feira. Detalhe:fiz uma simulação de uma nova reserva em um quarto melhor e verifiquei que havia disponibildade.;;;;;;;;
O que foi mais dificil de constatar: na descricão e busca o hotel consta no booking como quatro estrelas. O estacionamento é terrível; difícil acesso; além de ser rotativo com poucas vagas disponíveis.;;;;;;
Enfim;" não foi uma experiência digna.""";2;;;;;;
6 de junho de 2023;Excepcional;Hotel excelente! Boa localização , fácil acesso , limpeza, café da manhã, piscina. Com toda certeza foi uma ótima escolha.;Na minha opinião todos os pontos foram positivos.;10;;;;
5 de junho de 2023;Maravilhoso!;A localização é maravilhosa,de frente para o mar,em plena av. Boa viagem,o café da manhã é ótimo,muito farto,comidas frescas e gostosas, funcionários educados, simpáticos,a limpeza do hotel é excelente,nunca vi um hotel tão cheiroso,o lugar é perfumado,chuveiro ótimo,a cama é maravilhosa muito espaçosa,a tv pega os canais abertos dá pra assistir á novela.;O ar condicionado não gela,ficou ligado mas só fazia barulho,parece um ventilador,falei com a recepção que me disse que deveria ter falado que teria trocado de quarto,mesmo assim,acho que deveriam especionar o quarto antes do hóspides chegar né? A piscina pequena, enquanto a sala de espera é grande. O boxe do banheiro minúsculo,quem o projetou acha que não precisamos se ensaboar,pq só dá pra entrar embaixo do chuveiro, não dá nem pra se abaixar pra esfregar os pés.;10;;;;
1º de junho de 2023;custo benefício;estadia perfeito, passamos 6 dias. funcionários muitos educado, café da manhã maravilhoso. iremos voltar mais vezes.;apenas um pequeno vazamento de areia caindo do teto sobre a cama.;10;;;;
28 de maio de 2023;Excepcional;Excelente!;Tubo muito bom;10;;;;
24 de maio de 2023;Ótima opção em Boa Viagem pra quem vai curtir a praia e dormir no hotel. Cumpre o que promete;Excelente localização;Prédio bem antigo, mas está bem cuidado;10;;;;
22 de maio de 2023;decepcionada com o que encontrei, o nível do hotel muito ruim;achei muito envelhecido … limpo, mas muito acabado;cafe fraquíssimo, dizem ser 4 estrelas a meu ver sao 2 estrelas somente ;;;;;
fraquíssimo;" só os funcionários que são muito atenciosos e educados""";4;;;;;;
22 de maio de 2023;O Golden Park Recife é uma boa opção!;O Golden Park Recife é confortável, a equipe de funcionários atende a gente prontamente e o café-da-manhã é excelente!;A localização do Golden Park, apesar de ser boa, não atendeu às expectativas do nosso Grupo de 8 pessoas, pois fica um pouco longe das atrações turísticas e dos polos gastronômicos. E a piscina também não atendeu bem ao Grupo por ser muito pequena, pois é quase privativa, ou seja, o seu uso fica restrito à uma família pequena por vez. É pequena!;10;;;;
16 de maio de 2023;Decepcionante;Localização;Wi Fi;;;;;
Tampa do vaso menor do que o sanitário; foi relatada à recepção e não resolveram;;;;;;;
"Academia""";4;;;;;;;
15 de maio de 2023;Aceitável;café da manhã;atendimento da recepção;5;;;;
10 de maio de 2023;Excepcional;Ótimo custo-benefício;Nada a declarar;10;;;;
10 de maio de 2023;Satisfatório;O café da manhã é saboroso e com variedade de opções. É bem localizado, sendo que é possível ir a pé até a orla da praia e ter acesso a feirinha da Boa viagem. A equipe é bastante educada e disponível.;Como pontos negativos, eu deixo os seguintes comentários: o estacionamento é bastante apertado e a entrada fica na rua de trás. A piscina estava em manutenção, não sendo possível seu uso. O quarto tem cortinas grossas, mas ainda assim entra muita luminosidade no quarto em que ficamos, tanto pela janela principal como pela janela lateral, sendo que essa lateral não ter cortina.;6;;;;
8 de maio de 2023;Péssimo custo-benefício.;Localização excelente com Staff bem educada e solícita.;Quarto velho e desconfortável, banheiro com box de cortina de plástico e entupido. Um dos piores custo-benefícios que eu já me hospedei. Da para se hospedar ? Sim, mas pelo valor que cobram uma uma diária você encontra opções bem melhores na orla de boa viagem.;2;;;;
7 de maio de 2023;Aceitável;Cafe da manha bom e localização ótima!;quartos antigos, cama de casal pequena e desconfortável!;5;;;;
4 de maio de 2023;Satisfatório;That's ok;Banheiro. O box do banheiro é muito baixo. Bati a cabeça que cortou um pouco. Porém, tudo resolvido.;6;;;;
29 de abril de 2023;Localização e estrutura excelentes.;Vista lateral para a Praia de Boa Viagem. Quarto e banheiro confortáveis, café da manhã farto, academia e estacionamento.;;10;;;;
27 de abril de 2023;A minha mãe teve sandálias furtadas de dentro da sua mala.;Não gostei de nada, a minha mãe teve um par de sandálias furtadas de dentro da sua mala.;Não gostei de nada, a minha mãe teve um par de sandálias furtadas de dentro da sua mala.;1;;;;
24 de abril de 2023;Bom custo benefício na praia de boa viagem;A localização é excelente, em frente à praia de boa viagem e os funcionários foram simpáticos.;Nosso banheiro estava com problema na descarga e no chuveiro, que não parava de pingar. O quarto só oferece lençóis, não há cobertores caso queira dormir com o climatizador em temperatura mais baixa.;6;;;;
23 de abril de 2023;Exelente custo benefício;vista do quarto;nada;10;;;;
22 de abril de 2023;ótima hospedagem;localização é funcionários prestativos;;10;;;;
