data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
2 de setembro de 2024;Para descansar enquanto aguarda um vôo no aeroporto.;Café da manhã à parte. Boa cama, bom chuveiro. Quarto pequeno.;Um quarto maior.;7;;;;;;
2 de setembro de 2024;Fantástico;Padrão Ibis, correto, adequado pro que se espera, essa unidade aeroporto tem atendimento ótimo, restaurante com comida muito boa e de preços adequados.;;9;;;;;;
1º de setembro de 2024;Fantástico;Da proximidade com o aeroporto e do atendimento dos funcionários;O quarto é bem pequeno, mas não me incomodou pq passei pouco tempo;9;;;;;;
1º de setembro de 2024;Fantástico;Café da manhã completo e bem próximo do aeroporto.;;9;;;;;;
29 de agosto de 2024;Estadia curta, fiquei incomodada com o cheiro do quarto, mt cheiro de banheiro;Quarto escuro ao amanhecer;Limpeza e cheiros deixaram a desejar;7;;;;;;
27 de agosto de 2024;Fantástico;A localização é perfeita para quem chega de ou vai partir de avião.;;;;;;;;
As refeições servidas são de boa qualidade e com preços justos.;;;;;;;;;;
Equipe muito simpática. =];;;;;;;;;;
"Recomendo!""";;9;;;;;;;;
27 de agosto de 2024;Muito bom;padrão ibis.;cobram mais caro que o normal pela localização.;8;;;;;;
24 de agosto de 2024;Bom;Ótima localização, em frente ao aeroporto;Quarto com cheiro de tapete molhado.;7;;;;;;
23 de agosto de 2024;Boa, voltaria;Localização e limpeza.;Atendimento na chegada, check in.;7;;;;;;
23 de agosto de 2024;Muito boa para passagens rápidas;O café da manhã foi o melhor que já experimentei da rede IBIS, tinha péssimas experiências com essa rede em outros estados, esse em especial me surpreendeu e muito, hotel conservado e muito limpo.;O atendimento, no café da manhã não temos reclamação, mas na chegada aguardamos por mais de 45 minutos para realizar o checkin, empregados lentos e nem um pouco proativos, viram que tinha uma fila grande e saíam da bancada de atendimento, hora só tinha 1 atendente e hora aparecia mais 1, mas tinham 3 lugares para atendimento.;7;;;;;;
21 de agosto de 2024;Opção para pernoite;Em frente ao aeroporto, com transfer grátis na ida. Café da manhã pago (não incluído na diária), com boas opções.;O quarto é bem pequeno.;8;;;;;;
18 de agosto de 2024;Execelente para quem não quer preoucpar-se com o trajeto até o aeroporto.;Excelente acomodação, a proximidade do aeroporto facilita locomoção durante a viagem.;Conservação, limpeza e atendimento.;9;;;;;;
18 de agosto de 2024;Muito bom;Localização próximo ao aeroporto ;;;;;;;;
Café da manhã ;;;;;;;;;;
"Transfer do Aeroporto grátis""";;8;;;;;;;;
14 de agosto de 2024;Boa, excelente localização e custo benefício.;Em frente ao aeroporto.;A demora para check out, muita fila e apenas dois funcionários trabalhando.;9;;;;;;
13 de agosto de 2024;Muito bom;Praticidade para o aeroporto e convênio com taxi para o transfer a 12 reais. Quarto pequeno mas confortável. Equipe atenciosa;Não tem toalhas de rosto. O quarto é pequeno;8;;;;;;
13 de agosto de 2024;É uma boa opção para quem quer estar próximo ao aeroporto.;É uma excelente opção de hospedagem para quem quer estar próximo ao aeroporto, mas o preço não justifica esta comodidade. Tem um bom atendimento e um bom café da manhã.;Nada a reclamar.;8;;;;;;
13 de agosto de 2024;Fantástico;;Checkin demorado e com funcionários fazendo pouco caso, sem estacionamento gratuito e sem transfer gratuito para o aeroporto.;9;;;;;;
11 de agosto de 2024;Hospedagem tranquila.;Boa.;;8;;;;;;
10 de agosto de 2024;Fantástico;Localização;;9;;;;;;
9 de agosto de 2024;Pratico;Pratico e táxi grátis do aeroporto pro hotel;;9;;;;;;
9 de agosto de 2024;Muito bom;Limpeza, organização;Chuveiro não esquenta;8;;;;;;
8 de agosto de 2024;Para trabalhador de paso, esta excelente;Simples, muito limpa e confortavel para estadia de curto prazo.;Nada;8;;;;;;
8 de agosto de 2024;Bom;Muito próximo do aeroporto, funcionou para o que eu precisava que era estar perto do aeroporto rapidamente.;O quarto é pequeno, andar bem baixo, passa insegurança. Corredores, carpetes bem sujos com mau odor. Café da manhã fraco. Acho a cama dura e o quarto pequeno, mas tudo dentro do esperado padrão Ibis.;7;;;;;;
7 de agosto de 2024;Fantástico;Limpeza;Box pequeno;9;;;;;;
7 de agosto de 2024;Excelente localização;Hotel super perto do aeroporto de Recife, então para quem vai pegar voo de madrugada e quer ficar próximo, é uma excelente opção. Possui café da manhã por um valor a parte. Achei muito caro para a variedade oferecida. 52,00 por pessoa (ago. 2024).;;8;;;;;;
7 de agosto de 2024;Ok;Quarto pequeno mas confortavel e limpo.;Preço bem caro e não incluso café da manha. ;;;;;;;
Para o café tem que pagar um valor a parte;" que fica mais caro ainda.""";7;;;;;;;;
6 de agosto de 2024;Muito bom;Localização;Muito caro. Fiquei em hotéis melhores pagando menos em Natal, João Pessoa e Maragogi;8;;;;;;
4 de agosto de 2024;Muito bom;;Falta de internet nos quartos;8;;;;;;
2 de agosto de 2024;Bom para pernoitar;"Fomos para passar 1 noite e já estávamos preparados para a estrutura ""padrão"" da rede Ibis, mas nos surpreendemos com a cordialidade dos funcionários e o café da manhã caprichado oferecido no hotel. O quarto é apertadinho, mas estava muito confortável e foi o suficiente para descansarmos.";;9;;;;;;
30 de julho de 2024;Fantástico;Atendimento;Limpeza;9;;;;;;
30 de julho de 2024;Um ótimo local para quem precisa estar perto do aeroporto.;Do conforto e da proximidade com o aeroporto;O processo de check in é um pouco demorado.;8;;;;;;
29 de julho de 2024;Fantástico;Equipe;;9;;;;;;
26 de julho de 2024;Muito bom;Custo benefício;;8;;;;;;
24 de julho de 2024;Foi excelente.;Presteza e gentileza do supervisor do estacionamento CRPark Edvaldo, especialmente quanto a operação do sistema de carregamento de carro elétrico.;A limpeza do quarto. ;;;;;;;
"A cadeira estava suja de café.""";9;;;;;;;;;
24 de julho de 2024;Bom;como fomos para recife apenas para o visto americano o hotel atendeu a todas nossas expectativas. Proximo do aeroporto foi bem conveniente pois chegamos num voo por volta das 21:00;nothing;7;;;;;;
23 de julho de 2024;Ótima opção para algumas horas pré ou pós voo;Gostei muito de ter transporte gratuito e fácil do aeroporto para o hotel.;Demora no check-in;9;;;;;;
22 de julho de 2024;Bom;Localização;Não ter estacionamento gratis para hospedes;9;;;;;;
21 de julho de 2024;Atende bem a necessidades;Localização;;8;;;;;;
20 de julho de 2024;Ótimo custo benefício para quem precisa ficar próximo ao aeroporto.;Confortável com ótima ducha! Localização excelente pra quem precisa ir para o aeroporto.;;9;;;;;;
20 de julho de 2024;Bom custo benefício para quem precisa ir ao aeroporto muito cedo ou chega muito tarde.;Padrão íbis: cama boa e ducha excelente! Boa localizado para quem precisa ir ao aeroporto.;;9;;;;;;
20 de julho de 2024;Muito bom;Tudo excelente, funcionários queridos e educados, a Vanessa da recepção da ótimas dicas de restaurantes, farmácias 😃;Achei um pouco alto o valor;8;;;;;;
20 de julho de 2024;Fantástico;Da equipe de funcionários;Nada;9;;;;;;
20 de julho de 2024;Bem.;Bien.;Foi uma perna que nao tinha internet ;;;;;;;
;mais quando fezemos à reservaçao estava marcado com Wi-Fi ..;;;;;;;;;
;0,9;"0""";;;;;;;;
19 de julho de 2024;Prático para dormir entre voos;Em frente ao aeroporto de Recife;Carpete do saguão bem desgastado;7;;;;;;
19 de julho de 2024;Bom;Acomodação satisfatória;Falta trancar, por ser um hotel perto aeroporto e o mínimo que esperaria;7;;;;;;
18 de julho de 2024;Muito bom;café da manhã bom;no check-out a funcionaria da recepção permitiu e atendeu um casal que explicitamente furou a fila. falta de respeito das pessoas e falta de postura e adequação por parte da atendente que aceitou o fato;8;;;;;;
18 de julho de 2024;Muito bom;;Gostaria q tivesse café da manhã incluso;8;;;;;;
18 de julho de 2024;Boa;Falta tapioca para quem toma café mais cedo;;7;;;;;;
17 de julho de 2024;Para pernolte é bom;Do atendimento e localização.;Estacionamento pago;8;;;;;;
15 de julho de 2024;Custo benefício pode ser bem melhor;Localização;Muito simples e pouca opção para família;8;;;;;;
10 de julho de 2024;Muito bom;Café ☕;Do preço;8;;;;;;
10 de julho de 2024;Excelente custo benefício;Ótimos quartos e localização. Translado do aeroporto ao hotel.;Sem translado do hotel pro aero (mas é bem barato).;9;;;;;;
10 de julho de 2024;Fantástico;Conforto. Lugar silencioso.;....;9;;;;;;
10 de julho de 2024;Tudo perfeito;Íbis próximo ao aeroporto e com facilidade para acesso ao hotel;;9;;;;;;
8 de julho de 2024;ótimo;Café muito bom. Jantamos no restaurante do hotel e também estava muito bom. Preços ok.;;;;;;;;
embora tenhamos só passado a noite pra esperar o voo do dia seguinte; atendeu bem nossa necessidade.;;;;;;;;;
"gostamos bastante.""";Quarto bem pequeno.;9;;;;;;;;
7 de julho de 2024;Bom;Perto do aeroporto;;7;;;;;;
5 de julho de 2024;Vale pela localização;Localização excelente.;A cama é muito dura.;9;;;;;;
4 de julho de 2024;Um bom íbis;Lobby mto bom;;;;;;;;
Funcionários simpáticos;;;;;;;;;;
Café da manhã bom tb ;;;;;;;;;;
"Ar cond ótimo""";Micro quarto estilo íbis;;;;;;;;;
"Banheiro caixa de fósforo""";8;;;;;;;;;
3 de julho de 2024;Esperado;Padrão;Espaço;8;;;;;;
2 de julho de 2024;Muito bom;Custo benefício;Demora no checkin;8;;;;;;
2 de julho de 2024;Boa;;Faltou mais travesseiros;8;;;;;;
1º de julho de 2024;Fantástico;O adequado;;9;;;;;;
30 de junho de 2024;Boa estadia, mas poderia ser melhor.;Proximidade do aeroporto e serviço de táxi eficiente.;O café da manhã estava pobre.;8;;;;;;
29 de junho de 2024;Localização perto do aeroporto. Perfeita;A localização é essencial pra quem quer estar perto do aero. Tem um dog chamado “Sorriso” que anima o local. O café é ótimo.;O chuveiro precisava de uma limpeza pois tava saindo água toda irregular;8;;;;;;
28 de junho de 2024;O hotel é ótimo, perto do aeroporto, a cama poderia ser maior e ter mais travesseiros disponíveis.;A localização é ótima, pertinho do aeroporto, como no meu caso, era só pernoite, foi excelente.;O tamanho do quarto era muito bom;8;;;;;;
28 de junho de 2024;Um bom custo benefício;Quarto bastante limpo e a localização é excelente para quem está só de passagem no aeroporto de Recife.;;9;;;;;;
27 de junho de 2024;Fantástico;Limpeza;Tamanho do quarto;9;;;;;;
26 de junho de 2024;Boa localização, prox ao Aeroporto;Não tomei;;7;;;;;;
25 de junho de 2024;Muito bom;Café da manhã;;8;;;;;;
25 de junho de 2024;Muito bom;Café da manhã;;8;;;;;;
23 de junho de 2024;Bom custo benefício;Hotel bom para quem está de passagem por conta da proximidade do aeroporto. Muito bom a disponibilização de um táxi gratuito para levar até o hotel. Basta ir até o portão A5 e lá terá um táxi para levar até o hotel de forma gratuita.;O custo do café da manhã, muito caro;7;;;;;;
22 de junho de 2024;Fantástico;Excelente local para se hospedar se vc vai viajar no dia seguinte devido a proximidade com o aeroporto e a facilidade de qlq táxi te levar pra lá devido o hotel ter um acordo entre eles então vc paga o retorno! Chegamos de madrugada e foi ótimo, chegamos, prontamente atendidos, logo já estávamos dormindo para pegar outro vôo na manhã seguinte.;Lençóis manchados dando uma impressão de sujeira!;9;;;;;;
22 de junho de 2024;Muito bom;Conforto da cama;;8;;;;;;
21 de junho de 2024;Fantástico;;horário de check-out;9;;;;;;
21 de junho de 2024;Bom;localização muito boa, cafe d manha muito bom, porem muito caro;pagar o estacionamento, o valor do quarto ja não muito barato e ainda cobra o estacionamento foi surpresa;7;;;;;;
20 de junho de 2024;Bom;;preço do estacionamento e a não possibilidade de eu mesmo estacionar o carro e ficar com as chaves.;7;;;;;;
18 de junho de 2024;Gostei demais.;Café da manhã;O preço estava um pouco alto;9;;;;;;
18 de junho de 2024;Bom pra quem chega ou sai pelo aeroporto;Localização excelente pra quem está de carro alugado (é uma quadra da localiza, duas da unidas e movida). Também pra quem vai pegar voo cedo é ideal. Não recomendo pra quem quer ficar na praia. A ducha é muito boa. O quarto é um pouco apertado, mas funcional.;Pelo valor da diária, o café e o estacionamento poderiam ser inclusos, porém pra quem iria tomar café no aeroporto, vale a pena pagar 42 reais no buffet.;8;;;;;;
17 de junho de 2024;Fantástico;Da locação do hotel, o atendimento.;Não tem frigobar abastecido no quarto , ter que se deslocar até a recepção .;9;;;;;;
16 de junho de 2024;Para estadias curtas, recomendo! Muito próximo do aeroporto e prático!;Limpeza;Quarto apertado;9;;;;;;
15 de junho de 2024;Caro demais;Proximo ao aeroporto;Opcoes de comida pos 22hrs;8;;;;;;
14 de junho de 2024;Fantástico;Facilita muito pra ficar perto aeroporto;;9;;;;;;
11 de junho de 2024;Aconchegante;Do hotel ser próximo ao aeroporto, pela praticidade na hora da viagem, hotel simples mas confortável e o pessoal muito educado e solicito.;;8;;;;;;
10 de junho de 2024;Uma excelente experiência!;Agilidade no check-in;;;;;;;;
10 de junho de 2024;Bom;;Poderiam melhorar MUITO o restaurante. São sempre os mesmos pratos, congelados. Poderiam melhorar.;7;;;;;;
10 de junho de 2024;Fantástico;;Difícil acesso a entrada do hotel ,para quem não conhece Recife;9;;;;;;
9 de junho de 2024;Ótima estadia;Tudo bem limpo e pratico;Que tive que pagar o café da manhã a parte;9;;;;;;
8 de junho de 2024;Excelente opção em Recife;Localização, acomodações e serviço.;Poucos funcionários na recepção.;9;;;;;;
7 de junho de 2024;Bom;Quarto confortável, cama boa, padrão muito bom nesse sentido, como de todos os Ibis.;Atendimento no balcão para check-in pouco cordial. A pessoa que me atendeu parecia estar sem vontade de estar ali e sem paciência alguma. Não senti tranquilidade e nem tive confiança que tudo estaria ok, além de não gostar da forma como fui tratado.;7;;;;;;
6 de junho de 2024;Ótimo custo benefício;Otimo custo benefício. Hotel moderno, muito próximo ao aeroporto e confortável.;Quartos bem pequenos, porém estilo íbis.;9;;;;;;
6 de junho de 2024;Fantástico;Tudo;Tudo;9;;;;;;
5 de junho de 2024;Fantástico;Prático para aeroporto;Tudo certo;9;;;;;;
5 de junho de 2024;Bom;;O hotel é muito bom, mas os travesseiros sao horríveis! A minha única reclamação;7;;;;;;
3 de junho de 2024;Já conhecia, fiquei em outra oportunidade.;Proximo do aeroporto;;8;;;;;;
2 de junho de 2024;Esclarecer valor da hospedagem com ou sem café;Localização e higiene.;Recepção poderia ter esclarecido na chegada valor da hospedagem que dá ou não direito ao café da manhã.;8;;;;;;
30 de maio de 2024;Muito bom;;Tv funciona muito mal!;8;;;;;;
28 de maio de 2024;Fantástico;A equipe é excelente;;;;;;;;
28 de maio de 2024;Ótima localização;Qualidade da rede Ibis! Limpeza, atendimento, conforto! Localização excelente para quem precisa ficar bem próximo ao aeroporto. Os táxis cobram R$12,00 para o aeroporto e geralmente tem algum na frente do hotel!;Não oferecem serviço de quarto! Tv do quarto não estava funcionando - só conectava um canal e não conseguiram concertar;8;;;;;;
28 de maio de 2024;Ótima.;Existe uns translado do aeroporto para o hotel a todo momento. Como cheguei num vôo de madrugada, foi muito conveniente. O café da manhã surpreendeu, ótimo atendimento. Uma ótima opção pra quem precisa ficar próximo ao aeroporto.;;9;;;;;;
23 de maio de 2024;Ótima;Ótima localização, funcionários da recepção extremamente atenciosos. Excelente custo /benefício;Localização;9;;;;;;
