data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
11 de abril de 2022;Achei um bom atendimento pelo que paguei. Bem localizado, atendeu as expectativas.;A equipe era muito solicita, um agradecimento em especial ao Marcos, que foi nota 10 desde o primeiro contato, antes mesmo de chegar ao hotel, todos dispostos a ajudar, café da manhã na cama, no horário que você estipula, gostei muito.;Pontos de melhoria, tinham duas toalhas de banho no quarto mas não tinha toalha de rosto, e só tinha um papel higienico no quarto, normalmente sempre tem um extra pelo menos, mas assim que solicitei fui prontamente atendida e trouxeram outro. Se você tem pet, aceita animal mas só até 10kg, então se vc tem um Golden, Um Border Collie adultos, já não rola.;9;;;;
10 de abril de 2022;Ótima estadia em Boa Viagem;A equipe do hotel é muito simpática e pronta para atender nossas necessidades ou esclarecer dúvidas. A localização do hotel é muito boa, próxima a praia, a diversos comércios, mercados, academias e ao shopping Recife. Ótimo pra quem pretende ficar em Boa Viagem ou ter acesso a praias e restaurantes por ali ou para ter uma opção de estádia próxima do aeroporto, já que Recife tem muito trânsito. Porém fica um pouco longe do centro da cidade e seus pontos turísticos.;;;;;;
A limpeza do hotel é fantástica e as instalações muito novas e confortáveis.;;;;;;;;
"O café da manhã servido no quarto é bom e suficiente para iniciar bem o dia.""";Quando li nos comentários não dei tanta importância mas na estadia fez falta um frigobar, já que a cidade é muito quente. O hotel oferece uma mini adega que mantém a temperatura dos itens. Porém com o calor, algo que gele de verdade faz toda a diferença.;;;;;;;
O valor dos itens vendidos no hotel beiram os preços de aeroporto e poderiam ter opções de água em tamanho maior; com preços mais justos.;;;;;;;
No checkout queriam me cobrar o valor de 5 águas sendo que consumi apenas 2;" porém isso foi resolvido prontamente pelo time da recepção.""";8;;;;;;
8 de abril de 2022;Excelente custo benefício;Do atendimento no check-in;;9;;;;
8 de abril de 2022;Excelente opção na cidade.;Hotel bem cuidado, equipe atenciosa e atendeu as expectativas.;Limitação do café da manhã, servido apenas no quarto, com poucas opções para dieta celíaca. Como o valor é cobrado à parte, não pagaria novamente pelo serviço.;9;;;;
7 de abril de 2022;Excepcional;Quarto super confortável e café da manhã impecável;;10;;;;
6 de abril de 2022;Bom custo benefício para brasileiros;Funcionários muito atenciosos e boa limpeza tds os dias;Não tinha canais em inglês;8;;;;
6 de abril de 2022;Prática e confortável.;Localização ótima. Quarto apto a receber clientes de curta estadia, principalmente a trabalho. Cama super confortável, ar condicionado novinho, televisão com canais a cabo e Wi-Fi com bom sinal. Flexíveis em relação a horário de check-in e check-out a depender da demanda.;;10;;;;
5 de abril de 2022;Estar no Fity, é como estar em casa;Sim;;9;;;;
5 de abril de 2022;Hotel com ótima localização, perfeito em tudo;Tudo! amei o café da manhã, apesar de vir no quarto, ele vem bem completo e delicioso. A cama super confortável, quarto aconchegante e limpinho. Os funcionários super prestativos e educados. A localização tmb é muito boa, fica perto de tudo.;;10;;;;
4 de abril de 2022;Excelente atendimento e custo-benefício.;Atendimento dos funcionários, limpeza, café da manhã, estacionamento e localização.;Minha acomodação foi para três pessoas, com uma cama de casal e uma de solteiro. Com relação a cama de casal não há reclamação por parte dos meus companheiros de quarto, pelo contrário, houve elogio. Mas a cama de solteiro, onde eu dormi, era bem desconfortável. Tirando isso a estadia foi impecável.;9;;;;
4 de abril de 2022;Excepcional;tudo;o café da manhã é servido no quarto;10;;;;
4 de abril de 2022;Excepcional;Excelente hotel. Bem localizado, organizado, novo e confortável. Pessoal muito prestativo.;;10;;;;
3 de abril de 2022;Excepcional;Cama king size;;10;;;;
3 de abril de 2022;Bom custo benefício;localização e conforto;Limpeza deixou um pouco a desejar.;8;;;;
3 de abril de 2022;Muito boa.;O quarto é bastante confortável. Cama boa, chuveiro excelente, roupa de cama limpa e de boa qualidade. Não entendi por que não tem toalha de rosto. Tive de solicitar uma toalha extra porque as de banho ficaram encharcadas ao usá-las na pia. O café da manhã é bem simples, mas tem a comodidade de ser servido no quarto com hora marcada (entretanto, no quarto que acomoda 2 pessoas só tem uma cadeira. Complicado, né?). O hotel dispõe de poucas comodidades e os funcionários da portaria dão poucas informações. A localização é boa para quem quer ir à praia e tem um bom comércio no entorno.;Coisas simples poderiam tornar a estadia muito mais confortável. Disponibilizar mais uma cadeira no quarto para o café da manhã, toalhas de rosto no banheiro e folheto informativo sobre serviços, restaurantes e pontos de interesse no entorno do hotel facilitariam a vida do hóspede.;8;;;;
3 de abril de 2025;Boa;Bom hotel, tivemos um detalhe no banheiro onde a água do box vazou para o restante do banheiro. ;;;;;;
"Valor da diária poderia ser mais em conta""";;7;;;;;;
2 de abril de 2025;Não recomendo.;Nada em particular.;O sistema de refrigeração central no lobby e na área do café da manhã tem algum problema não aparente. Funciona e gela, mas joga muita água no chão. Os funcionários ficam com um rodo e pano no teto para que não pingue água durante o café da manhã, por exemplo. Já os corredores dos quartos estão com um sério problema de infiltração, com água pingando do teto nos corredores e muitas manchas de infiltração. Finalmente, não há abertura de janela no quarto em que fiquei. O único meio de ventilação é por uma ventilação forçada no banheiro (ventokit), cheia de poeira acumulada. Azulejos do banheiro com mofo (muitas manchas na cor preta). Ar split do quarto condensava frequentemente. Junta o calor, com umidade e falta de ventilação, arrebentou a saúde minha e da minha esposa. Fiquei apenas duas noites, ainda bem. Avisei a equipe, que entendo, não tem muito o que fazer.;4;;;;
31 de março de 2025;Hotel com bom custo benefício;Hotel bem localizado. Limpo, agradável e com atendentes gentis e ágeis.;O local do café da manhã pequeno para a quantidade de hóspedes entre 8:30-9:30. Pouca variação no café. Constantemente acaba o café e de suco somente o de laranja;7;;;;
26 de março de 2025;Decepcionante;Achei a localização boa;Eu coloquei no filtro do booking com café da manhã incluído e aparentemente depois disso ainda teria que escolher a tarifa que tem café da manhã incluído;;;;;
Se tornou tudo confuso e vou acabar pagando mais caro do que eu gostaria ;;;;;;;;
"Eu não teria selecionado esse hotel Por este preço sem o café da manhã incluído""";5;;;;;;;
2 de março de 2025;Agradável e bom custo benefício;Localização;;7;;;;
28 de fevereiro de 2025;Decepção;Espaço da habitação , frigobar;No apto 305 e o barulho do gerador que tem ao lado é insuportável.;;;;;
Colchão deformado e mole.;;;;;;;;
Cabelo na cama ;;;;;;;;
No café da manhã o Yogurt estragado; frutas ok; pão de queijo duro ruim;" cereais não pareciam frescos""";6;;;;
25 de fevereiro de 2025;Bom;Estrutura do hotel, restaurante e equipe da recepção.;Precisa de mais zelo na limpeza.;7;;;;
23 de fevereiro de 2025;Vale o custo benefício;Custo benefício mesmo! Gostei do tamanho do quarto e banheiro. Todos foram prestativos, inclusive no restaurante.;#NOME?;;;;;
- O café da manhã repetitivo e com uma sala de fruta com algo perdido (2 dias seguidos);;;;;;;;
"- Faltou coberta que atende um casal""";7;;;;;;;
20 de fevereiro de 2025;boa;atendimento localizaçao;cafe da manha e o hotel nao oferece nenhun laser;7;;;;
14 de fevereiro de 2025;Bom;Restaurante e chuveiro muito bom;Não teve arrumação do quarto;7;;;;
9 de fevereiro de 2025;Aceitável;Atendimento dos funcionários;Cheiro de mofo, no quarto;5;;;;
26 de janeiro de 2025;Razoável;Localização e restaurante;Tamanho do quarto e das áreas comuns… tudo muito apertado.;7;;;;
26 de janeiro de 2025;Caro pelo que oferece;Localização;Hotel sem acessibilidade para carrinhos de bebê. Não tem rampa na entrada, apenas escada. Tive que carregar meu bebê dentro do carrinho. O estacionamento é extremamente apertado e confuso. No quarto o controle do ar condicionado fica fixado na parede longe da cama. Se precisar desligar ou mexer na temperatura durante a madrugada tem que levantar da cama. Café da manhã fraco levando em consideração o valor que se paga por ele.;5;;;;
26 de janeiro de 2025;Hotel modesto que poderia melhorar com adequações administrativas. Exemplos: gratuidade da garagem e do café.;Nada a observar;Garagem pequena que não comporta o número de veículos. Embora tenha manobrista meu carro dormiu na rua.;;;;;
"Café cobrado à parte em local que não comporta o número de hóspedes quando o hotel está cheio.""";5;;;;;;;
24 de janeiro de 2025;Bom;Local;Apto 101 em cima da porta;7;;;;
15 de janeiro de 2025;Boa.;A localização é ótima. O restaurante tb excelente.;Quarto muito apertado, quando acende a luz do banheiro faz um barulho muito alto. As toalhas do banheiro estavam com cheiro de úmidas.;7;;;;
13 de janeiro de 2025;Satisfatório;;O banheiro do quarto 107 estava sem condições de uso. Torneira quebrada, vazava muita água do Box e alagava o banheiro. Me ofereceram panos de chão pra secar o banheiro ao invés de resolver o problema. Pelo que pareceu, a equipe de manutenção já tinha conhecimento do problema do quarto e mesmo assim ele se encontra disponível para os hóspedes. Lamentável.;6;;;;
10 de janeiro de 2025;Ok para um hotel de cidade;Tamanho do quarto e restaurante de qualidade. Funcionários educados;Vaso entupido, não tinha piscina como mostrava nas fotos;7;;;;
10 de janeiro de 2025;Bom;Limpeza e recepção;Hotel muito compacto.;7;;;;
7 de janeiro de 2025;Hotel Razoável;Limpeza.;Hotel esquisito, não tem serviço de maleiro, recepção somente com um atendente. Quarto pequeno e com cama horrível. A cama de solteiro era daquele desmontável que não oferece segurança e conforto algum.;7;;;;
6 de janeiro de 2025;Foi razoável;Do tamanho do quarto;Pedi cama king e me puseram em duas de solteiro;7;;;;
2 de janeiro de 2025;Quarto muito apertado.;;Muito pequena e apertada. A posição da janela não permite abrir a cortina por questões de privacidade. Não recomendo para turismo.;4;;;;
23 de dezembro de 2024;Nada legal;Localização.;Limpeza;6;;;;
23 de dezembro de 2024;Hotel confortável, café da manhã mais ou menos.;O conforto da cama e o controle de temperatura do quarto. Foi possível dormir muito bem no sexto andar, sem barulhos de fora ou de dentro do hotel. O pessoal da recepção é muito bom no atendimento, apesar de por vezes formarem-se filas visto que apenas um atendente está disponível.;O café da manhã pode ser melhorado um bocado. Ele tem variedade, mas a comida está quase sempre fria se você não chega no momento da reposição dos pratos quentes. É um café continental médio do brasil, sem opções feitas na hora. A cozinha não faz omeletes, tapiocas recheadas, etc. O bar não faz nada, a máquina de café é usada pelo restaurante que assume o lugar após o café.;7;;;;
1º de dezembro de 2024;Boa;Localização, atendimento;Foi minha segunda vez no hotel, a descarga do banheiro não funcionava bem e a internet estava horrível;7;;;;
28 de novembro de 2024;Simples, mas bem localizado;Localização ;;;;;;
Cama e travesseiros;;;;;;;;
"Ar condicionado""";Não há nenhuma tomada perto da cama.;;;;;;;
Não há um lugar para pendurar a toalha de rosto perto da pia.;;;;;;;;
Não há alguma prateleira ou nicho para por sabonete;" xampu etc. dentro do box.""";7;;;;;;
26 de novembro de 2024;Aceitável;localização;funcionários do café da manha sem simpatia alguma,;5;;;;
20 de novembro de 2024;Mais ou menos.;O silêncio do quarto. Isolamento acústico.;Recife não tem hotéis, então cobra-se caro por quarto pequeno em hotel pequeno e meia boca;6;;;;
17 de novembro de 2024;Decepcionante;O recepcionista foi muito legal The reception was very friendly;pedi um quarto silencioso e me colocaram num quarto no terreo, proximo a recepcao. Perguntei ao recepcionista se por ser terreo e proximo a recepcao se nao haveria muito barulho, mas ele garantiu que nao. Mas nao foi o que aconteceu. O ruido e gritaria de hospedes e criancas em frente ao quarto tirou meu sono e sossego durante toda a estadia. I asked for a quiet room and he put me on the ground floor and assured me it would be fine but it wasn't. It was noisy;4;;;;
12 de novembro de 2024;Caro pelo custo benefício.;Café da manhã e funcionários.;Qualidade do quarto e do banheiro;6;;;;
12 de novembro de 2024;Bom;Restaurante excelente;;7;;;;
8 de novembro de 2024;Ruim;;A primeira coisa demora no atendimento, quando cheguei ao Hotel por volta das 22 horas, demorei quase 40 min para fazer o Check in, estava muito cansado, doido para tomar um banho e dormir tive que ficar aguardando todo esse tempo, para fazer o Check in. Um outro hospede teve um problema com relação a cama para filhas e tive que ficar aguardando todo esse tempo.;;;;;
Segunda; não gostei das roupas de cama do hotel; estavam encardidas; parecei que nem tinham trocado de um hospede para a outro. Pelo preço que paguei espera mais do hotel;" não correspondeu as minhas expectativas.""";3;;;
24 de outubro de 2024;Pra quem quer ficar perto do aeroporto por um preço razoável, só pra dormir uma noite está ok.;Localização ok, perto do aeroporto.;Quartos bem desgastados, especialmente os banheiros, o box vaza água e molha o banheiro todo na hora do banho. Cheiro do mofo, quarto mal ventilado.;7;;;;
12 de outubro de 2024;Só vale pela localização;A localização é boa;Fiquei no térreo. O barulho é ensurdecedor. De madrugada acordei com alguém forçando a fechadura e batendo na porta enlouquecidamente. Dei meio milhão de gritos e a pessoa parou. Ninguém merece um susto desses. O quarto tinha cheiro de mofo.;4;;;;
30 de setembro de 2024;Esperava mais!;Dos funcionários, muito atenciosos, tando na chegada e na saída.;Quarto, achei q seria mais parecido c a foto.;5;;;;
26 de setembro de 2024;Razoável;Funcionários muito atenciosos;O acesso ao hotel apenas por escadas e não é recomendável para pessoas com qualquer tipo de dificuldade para locomoção. Esta informação não consta no site e não vi nenhum comentário nas avaliações. Permitem o uso da garagem para entrar e sair com malas, mas nem sempre os motoristas de táxi ou aplicativo ficam á vontade para manobrar, se você quer sair á pé tem de usar escadas. Café da manhã trivial. Nas proximidades farmácia e comércio para compras de última hora.;7;;;;
23 de setembro de 2024;Bom;Café da manhã;Chuveiro não esquentou em nenhum momento e o quarto tinha uma janela minúscula .;7;;;;
21 de setembro de 2024;Aceitável;Localização e restaurante;Quarto bem pequeno , super básico.;5;;;;
14 de setembro de 2024;Não voltaria;Limpeza e localização;Faltou água quente;5;;;;
7 de setembro de 2024;Satisfatório;;Não é para turista, estilo hotel executivo. Não ficamos à vontade durante a estadia. Funcionários do restaurante com má vontade durante o atendimento do café da manhã, sendo que estava incluso com a estadia;6;;;;
25 de agosto de 2024;Razoavel;Boa localização, próximo ao aeroporto. E atendimento dos recepcionistas.;Fiquei nesse hotel por uma noite, tanto na ida quanto na volta de uma viagem. Escolhi pela proximidade do aeroporto. Na primeira hospedagem o quarto era muito ok. Na segunda hospedagem tive que trocar de quarto, em razão do cheiro forte de mofo e da sujeira da palheta do ar condicionado. O recepcionista prontamente atendeu meu pedido e me deu duas outras chaves para eu escolher outro quarto. Escolhi o menos pior e, apenas de o ar não estar sujo como o outro, estava com cheiro de mofo também.;6;;;;
10 de agosto de 2024;Localização, café da manhã e restaurante bons, porém infra estrutura do quarto deixa bem a desejar;O café da manhã é muito gostoso;O quarto que fiquei no primeiro andar era muito barulhento, podendo ouvir o que as pessoas falavam e ouviam a TV do quarto ao lado. A partir das 6 da manhã não foi mais possível dormir, pois tinha muito barulho nos corredores e do lado de fora do quarto. ;;;;;
O box do banheiro estava quebrado; então toda vez que fui tomar banho o banheiro ficava cheio de água; e eu precisei sempre secar.;;;;;;
A localização do ar condicionado também não é boa; é na lateral do quarto e fica muito gelado na cama.;;;;;;;
"Quanto mal iluminado também.""";6;;;;;;;
10 de agosto de 2024;Bom;Ótima localização, café da manhã ótimo, funcionários muito educados e prestativos e restaurante muito bom.;Chuveiro com vazamento, paredes muito finas, lençóis sujos;7;;;;
5 de agosto de 2024;Espaço pequeno, ideal para estadias muito curtas;Localização próxima aos principais destaques da cidade.;Quarto e banheiro bem apertados. Estacionamento pequeno.;7;;;;
3 de agosto de 2024;Não gostei do fato de me colocarem em quarto PCD. Não é a primeira vez que isso acontece via Booking.;Excelente localização e café da manhã bem variado;Me alojaram em um quarto PCD, não tinham mantas e toalhas com cheiro ruim.;6;;;;
29 de julho de 2024;Normal;;Limpeza;7;;;;
23 de julho de 2024;Honesta;Móveis novos;Hotel apertado , corredores sem janela;7;;;;
15 de julho de 2024;De graça pra média;A cama.;Garagem muito imprensada e não ter tomada de 20 amperes pra carregar carro elétrico, inadmissível isso no tempo de hoje.;5;;;;
9 de julho de 2024;Bom;Restaurante do Hotel, comida maravilhosa 😋;Os lençóis e toalhas estavam com mal cheiro de mofo.;7;;;;
9 de julho de 2024;Não gostei.;Localização.;1. Quartos no térreo, extremamente barulhento, você não consegue descansar. Dá pra escutar da janela o estacionamento, pratos na cozinha e tudo o que se fala na recepção. Vc ouve todo o check in de quem está chegando. ;;;;;
2. Quarto com cheiro de mofo;;;;;;;;
3. Ar condicionado com controle fixo na parede; estava com a função ventilar sem funcionar; então ou ficava extremamente frio ou tinha que desligar e ficar no calor. ;;;;;;
4. No outro quarto reservado a janela era virada para os fundos do hotel; qualquer um que passasse conseguiria ver o interior do quarto.;;;;;;;
5. Não dá pra ter quartos no térreo; é falta de respeito com o hóspede; você escuta tudo;" as pessoas falam muito alto e isso vai até madrugada.""";5;;;;
8 de julho de 2024;Pelo preço o hotel deixou a desejar;Localização e restaurante;Limpeza;7;;;;
7 de julho de 2024;Aceitável;Localização ótima,mas o acesso ao hotel é péssimo devido ao restaurante que tem embaixo.;Manobristas grosseiros.Valor da diária incompatível com o hotel e a higiene do quarto não foi das melhores.;5;;;;
5 de julho de 2024;Agradável;Localização e atendimento;;7;;;;
29 de junho de 2024;Insatisfeita pelo valor pago.;Café da manhã e recepção, além dos funcionários que são muito educados.;Chuveiro péssimo sem esquentar e com pouca água e pressão. Travesseiro muito murcho e a limpeza não estava 100%. Mas o chuveiro foi o pior para mim.;5;;;;
29 de junho de 2024;Satisfatório;A localização, o café da manhã e os funcionários são ótimos!;O nosso quarto tinha um cheiro de suor bem forte, pedimos para trocar de quarto e fizeram isso pra gente, mas outro também tinha esse cheiro. Um dia tinha uma barata no quarto e o lixinho do banheiro estava quebrado e todo enferrujado;6;;;;
29 de junho de 2024;Razoável;Localização ótima, café da manhã muito bom, pouca variedade, mas gostoso. Quarto limpo e cama confortável.;O atendimento não foi bom. Tentei entrar em contato com o hotel pouco antes do check-in, mas não me atenderam. Liguei para o telefone fixo, telefone celular, mandei mensagem pelo zap, mandei mensagem pelo Instagram e nada. Simplesmente ignoraram minhas mensagens. No caso do zap, o hotel lia a mensagem e não respondia. Pelo Instagram não obtive resposta. Tive um prejuízo por conta dessa falta de resposta do hotel.;5;;;;
23 de junho de 2024;Não dá para ficar no quarto de 1 a 6 !;Localização;Fiquei quarto 5, e os desse tipo não tem janela com nenhuma vista ;;;;;
Quase um sub solo ;;;;;;;;
"Abriu a janela para ver a temperatura e me deparo com uma funcionária no tanque lavando pano .""";7;;;;;;;
18 de junho de 2024;Tranquila;Localização;No final da estadia me cobraram todos os cafés da manhã que utilizei no hotel, na minha reserva no site da booking eu havia entendido que estava incluso e nao teria que pagar a parte. Sempre faço reserva com café da manha inclusivo, Essa questao nao ficou clara site e também no check in no hotel nao me falaram que o café da manha seria cobrado a parte. Não gostei desse fato, o que me fará a partir de agora avaliar outros sites como o Decolar.com onde eu nunca tive esse tipo de inconveniente.;7;;;;
8 de junho de 2024;Caro pelo que oferece;A localização e o café sao bons;Me colocaram no 1o andar e o quarto fedia a mofo. Pedi para me trocarem, pois sou asmatica e me deu crise. Me trocaram para um quarto no mesmo andar até que melhor sim, mas que tambem tinha umidade.;7;;;;
6 de junho de 2024;Péssimo;;Quarto sujo e mofado. Café da manhã fraco. Não vale o preço.;1;;;;
4 de junho de 2024;Hotel muito bem localizado, ótimo custo-benefício e funcionários extremamente gentis. O chuveiro não aquecia adequadamen;;Chuveiro não aquecia muito;7;;;;
4 de junho de 2024;Boa experiência;Boa localização e atendimento também.;;;;;;
O café da manhã super bom mas se não fechar a hospedagem com o café da manhã incluso terá que pagar 39;"90 por pessoa.""";Só ficamos em um quarto com localização próximo ao elevador onde o barulho incomodava. No 1 andar;7;;;;;
4 de junho de 2024;Exemplo de como não atender um hóspede.;Tudo ruim: desde o atendimento telefônico para pesquisa de valores de hospedagem até os lençóis sujos da cama.;;;;;;
;;;;;;;;
Péssimo.;;;;;;;;
;;;;;;;;
Nota 0000000000000 para o atendimento do funcionário Tiago Lins;" da recepção.""";Não sei quem é o gerente/Dono/CEO/sócios/responsáveis pelo hotel mas, deveriam se atentar aos funcionários que estão levando a qualidade das experiências de hospedagem para um nível abaixo do mínimo aceitável, subterrâneo eu diria.;;;;;;
;;;;;;;;
Sou viajante frequente e NUNCA fui tão maltratada em uma hospedagem quanto fui no FITY Hotel.;;;;;;;;
;;;;;;;;
Iniciando com o atendimento telefônico.;;;;;;;;
;;;;;;;;
Funcionários completamente perdidos.;;;;;;;;
Fui informada sobre os valores dos quartos superiores e acima; e seus respectivos andares. Pediram para continuar o atendimento por whatsapp e assim o fiz.;;;;;;;
Confirmaram os valores novamente e perguntei sobre os valores sem café da manhã e demoraram quase um dia para responderem a uma simples pergunta.;;;;;;;;
Então; resolvi contratar a hospedagem pelo booking; informando que gostaria de um andar mais alto; baseado nas informações que obtive no atendimento telefônico do hotel e com a observação que gostaria de ficar em um quarto silencioso.;;;;;
;;;;;;;;
Quando fomos realizar o check in; fomos surpreendidos com a informação de que ficaríamos no primeiro andar; porque a categoria que eu escolhi (baseada nas informações do atendimento telefônico) só atenderia ao primeiro andar.;;;;;;
;;;;;;;;
O funcionário Tiago Lins; da recepção; vestido de uma antipatia e descaso sem fim; ao invés de tentar resolver de outra maneira; só colocou a culpa em outra pessoa e disse que era aquilo mesmo; e que se eu quisesse um quarto em andar mais alto; eu deveria pagar a diferença.;;
Enfim; ficamos em um quarto no primeiro andar e super barulhento; o que prejudicou o nosso descanso. Havíamos viajado quase 18h até chegar no hotel e estávamos exaustos.;;;;;;
;;;;;;;;
Para fins de informação: valor cobrado do estacionamento foi R$15;00.;;;;;;;
;;;;;;;;
"Reservei uma outra hospedagem pelo site do hotel para o final da viagem: diária do dia 01/06 ao dia 02/06.""";1;;;;;;;
30 de maio de 2024;Esperava mais;;Café da manhã não estava incluso, estadia saiu muito cara então pelo preço deveria ser melhor.;7;;;;
29 de maio de 2024;BOA;O ATENDIMENTO, LIMPEZA E COMODIDADES.;OS FUNCIONARIOS DO HOTEL TEM AVISAR AOS HOSPEDES QUE FOREM SAIR A PÉ, QUE A AREA NÃO SEGURA, INCLUSIVE EU FUI ROUBADO A 50(MESTROS) DO HOTEL. NA DOMINGOS FERREIRA QUE É AO LADO DO HOTEL.;7;;;;
27 de maio de 2024;Ambiente confortável, simples com preço razoável;Simples e confortável e quarto espaçoso;Pouca opção no café da manhã, hotel não oferece opções de lazer como piscina;7;;;;
16 de maio de 2024;Hotel decadente;Otimo cafe da manha e bom estacionamento;Quarto com iluminação ruim, banheiro pequeno e pintura de paredes com aspecto decadente;5;;;;
2 de maio de 2024;Satisfatório pelo preço e localização, mas deixa a desejar com o serviço de limpeza e recepção.;"A localização é muito boa, estávamos na Praia de Boa Viagem e voltamos a pé para o hotel tranquilamente. No ""fim da rua"" tem uma frutaria e na esquina uma espécie de supermercado. Também muito próximo ao Shopping Recife. No térreo do hotel tem um restaurante finíssimo e neste período que fomos estava tendo um valor promocional. Nesse mesmo restaurante é oferecido o café da manhã que é muito gostoso e com uma excelente variedade de itens, tudo muito gostoso.";"Tivemos que esperar cerca de 10 a 15 minutos a pessoa chegar para fazer nosso check in. O hotel não tem a modalidade de meia-diária, apenas uma ""diária compacta"" em que eles dão desconto em cima da diária para hóspede. Quando fomos nos informar, o funcionário explicou que daria um desconto de 10 a 20% e a diária poderia ficar por R$ 200,00. Ele deixou no sistema e ficamos de pagar, confirmando, depois. Quando fomos efetuar o pagamento dessa diária a mais, o funcionário da vez disse que era só 10% o desconto. Informamos os termos que tinham sido repassados pelo outro funcionário, inclusive que o valor ficaria por R$ 200,00, mas nos foi concedido apenas o desconto de 20%. Sobre o quarto, colocamos a etiqueta na porta pedindo a limpeza e saímos pelo período da tarde. Quando retornamos, não haviam limpado o quarto. Além disso, o quarto tinha apenas o lençol da cama e 1 manta, não tinha copo e no frigobar não tinha nada. Tudo era preciso pedir.";6;;;;
29 de abril de 2024;Aceitável;Localização;Café da manhã com poucas opções. Quarto não foi limpo durante a estadia e o chuveiro não aquece. Papel higiênico acabou e tivemos que pedir na recepção;5;;;;
23 de abril de 2024;Estadia horrível;Nada!;Quarto péssimo, cheio de mofo, fedido!;1;;;;
13 de abril de 2024;Dormi super mal por conta do cheiro;Atendimento é café da manhã bons;Cheiro de mofo no quarto e os travesseiros com cheiro de suor horrível;5;;;;
12 de abril de 2024;Bom;Hotel novo;Não limparam o quarto de uma diária para a outra, na primeira diária tinha toalha com cheiro ruim.;7;;;;
12 de abril de 2024;HORRÍVEL;Localização;PÉSSIMO!!!NÃO RECOMENDO!!!;;;;;
PELO VALOR DA DIÁRIA TEM MELHORES OPÇÕES DE HOTEIS! ;;;;;;;;
Quarto MINÚSCULO ; estacionamento pago; atendimento RUIM e FALTA de atenção e cuidado com o hóspede!;;;;;;
*Atendimento PRECÁRIO do Sr. RENÊ!!!!;;;;;;;;
"* O HOTEL PRECISA MELHORAR E MUITO NO ATENDIMENTO!!!""";4;;;;;;;
8 de abril de 2024;Restaurante salva as deficiências do hotel;Restaurante Pilo;Recepção pequena;;;;;
Equipe super reduzida;;;;;;;;
"Acessibilidade zero""";7;;;;;;;
7 de abril de 2024;Não recomendo.;A localização é muito boa, o hotel fica bem próximo ao aeroporto também.;Eu e meu noivo fomos alocados em um quarto no piso térreo, o que acabou por tornar a experiência razoavelmente incômoda, pois há muita movimentação na área dos quartos. O atendente da recepção tentou nos colocar em um quarto melhor, mas não havia disponibilidade.;;;;;
O hotel ainda trabalha com potes de sabonete líquido acoplados na parede; oferecendo um produto de não muito boa qualidade.;;;;;;;
O frigobar do nosso quarto não funcionava (não estava gelando); liguei à recepção solicitando dois copos com gelo; fui orientada a ligar para outro ramal. Este ramal era do restaurante; que atende o público em geral (estava muito cheio no dia); e ficamos sem os copos com gelo na hora de nossa refeição (pedimos pelo iFood).;;;;
Apenas em uma segunda solicitação via telefone; umas duas horas mais tarde; trouxeram um copo com gelo.;;;;;;
Por essas questões; entendemos que o custo x benefício é baixo no hotel Fity;" e não o recomendamos.""";7;;;;;
24 de março de 2024;Não voltaria;Localização e café da manhã;As molas das camas de solteiro estão barulhentas. As toalhas não cheiravam bem. Vimos lençóis limpos jogados no chão do corredor ao lado do elevador de manhã. Mas o pior foi o constrangimento que passamos: depois que voltamos do jantar, ligaram no nosso quarto e disseram que uma parte do pagamento ainda estava pendente (dividimos em três). Tivemos que descer à noite na recepção, abrirmos nossos extratos para mostrar que pagamos o valor total da conta. Isso foi muito desagradável! Demonstrou a falta de organização da recepção, pois sequer foi fornecido um recibo de pagamento da diária.;6;;;;
22 de março de 2024;Bom;Localização;Não acessibilidade. Há uma escada para se chegar na recepção;7;;;;
14 de março de 2024;Hotel muito ruim;Aceita PET;Apartamentos com cheiro de mofo. Toalhas mal lavadas, cheiro de mofo na toalhas, travesseiros, lençóis etc. hotel muito fraco na questão de limpeza, cortinas com cheiro de velho, tudo muito ruim.;3;;;;
12 de março de 2024;Senti enganado e mau hospedado, comparando o visto no booking na reserva e minha hospedagem...;Atendimento de alguns funcionários, mais nada.;MUITO IMPORTANTE A SEGUINTE OBS: Ou o Booking ou o Hotel precisa mudar sua política, mostrar uma coisa e oferecer outra. Motivo muito simples: Quando é pra mostrar o Hotel no momento de fazer a Reserva tudo é lindo nas fotos: aptos, áreas comuns, café da manhã...;;;;;
Depois que fiz a reserva e cheguei ao Hotel; me disseram que minha reserva era e me colocaram num apto no térreo com janela sentido muro no térreo;" e o pior que eu teria de pagar o café da manhã em separado. Um abuso com os hospédes pelo preço da diária num hotel cujos aptos standart são minúsculos.""";3;;;;;
5 de março de 2024;Decepcionante;O banheiro estava completamente sujo. Tivemos que tomar banho de chinelo;Condição de limpeza do banheiro;4;;;;
20 de fevereiro de 2024;Satisfatório;A equipe do hotel é muito gentil e educada. Foram atenciosos;O quarto estava muito barulhento e não há isolamento entre os quartos;6;;;;
18 de fevereiro de 2024;Satisfatório;;As roupas de cama estavam com mau cheiro de que foram lavadas e não secaram corretamente. Ao solicitar late checkout a única opção passada pelo hotel foi a cobrança do valor cheio de mais uma diária para sair um pouco mais tarde, mesmo havendo disponibilidade de quarto.;6;;;;
5 de fevereiro de 2024;Pessima experiência. Funcionário que me atendeu no checkin está em local errado. Não serve para atender pessoas.;Nada;Tudo;2;;;;
