data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
27 de setembro de 2024;Ótima;Da localização frente ao mar;Nada;10;;;;
26 de setembro de 2024;Boa localizacao;atendimento e locaiizacao;;;;;;
"quase em frente ao hotel é possível tomar banho de mar em seguranca""";gostei de tudo;10;;;;;;
26 de setembro de 2024;Excepcional;Tudo limpinho e cheiroso.;;;;;;
Piscina bonita e limpa tb.;;;;;;;;
Café da manhã bem completo e saboroso.;;;;;;;;
"Adorei.""";;10;;;;;;
24 de setembro de 2024;Excelente hotel;Ambiente agradável e boa localização. Fica bem próximo do aeroporto e do Shopping Recife.;;10;;;;
23 de setembro de 2024;Excepcional;Localização;Sem restaurantes próximos. ;;;;;
Restaurantes fecham cedo.;;;;;;;;
;;;;;;;;
"Obs : Isso não é obrigação do hotel""";10;;;;;;;
23 de setembro de 2024;Estadia maravilhosa!!!;Ótima localização, atendimento espetacular (todos muito educados e gentis), quarto e banheiro amplos, frigobar abastecido.;;;;;;
;;;;;;;;
"*O senhor da limpeza tem uma alegria e energia maravilhosa!!!!""";;10;;;;;;
23 de setembro de 2024;Para um fim de semana esta ok;A localização é boa;Tem um cheiro de desinfetante barato;6;;;;
22 de setembro de 2024;Foi tudo perfeito o Hotel enfrente a praia de Boa Viagem, perto de tudo enfim super indico excelente;A nossa suíte era grande e a cama wow! maravilhosa, uma vista panorâmica incrível;O café da manhã deveria ter mais opções e as pessoas que trabalham na salão do café teria que ser mais atenciosos, porque quase sempre faltava ovos mexidos ou o café que é o principal.;10;;;;
22 de setembro de 2024;Perfeita.;Da vista do quarto FAMILIA ;;;;;;
Perfeita!;;;;;;;;
"Café da manhã muito bom.""";Não teve nada de desagradável.;10;;;;;;
21 de setembro de 2024;Nota mil;O atendimento dos funcionários, comida e as acomodação;Os atendentes precisam de acento confortáveis não podem trabalhar em pé;10;;;;
21 de setembro de 2024;Ótima;Café da manhã maravilhoso;Quarto sem vista;10;;;;
21 de setembro de 2024;Muito bom;Localização;Mad a reclamar;10;;;;
20 de setembro de 2024;Excepcional;Limpeza e localização;A cama;10;;;;
19 de setembro de 2024;Excepcional;Localizacao;TV nao tinha internet, nao funciona apps(Netflix, Primevideo, etc);10;;;;
19 de setembro de 2024;Excepcional;Da localização, colaboradores gentis e preparados para atender os clientes. Quarto confortável e climatizado. Perfeitos;Gostamos de tudo;10;;;;
18 de setembro de 2024;Excepcional;Tudo muito bom, desde o apartamento, funcionários e o excelente café da manhã;Não tinha vista pro mar, porém não prometeram que teriam, então tudo ok;10;;;;
18 de setembro de 2024;Excepcional;Da localização;;10;;;;
17 de setembro de 2024;Esperava mais...;A localização é muito boa. Os rapazes da recepção foram muito gentis e sempre dispostos a ajudar. A opção de restaurante 24 horas é ótima. Chegamos tarde e com fome, foi ótimo ter opção de pedir algo no quarto.;A senhora do café da manhã foi bem grosseira no atendimento. Ademais, o local não comporta a quantidade de hóspedes e há fila na entrada para aguardar mesa. O box do chuveiro é muito pequeno e a água quente é ligada do lado de fora. Nunca vi isso e achei perigoso. Requer uma manutenção.;6;;;;
16 de setembro de 2024;Foi boa, mas poderia ter sido bem melhor;Localização muito boa ;;;;;;
15 de setembro de 2024;Foi tudo muito tranquilo;Gostei do atendimento e da camareira !;Internet ruim no meu andar;10;;;;
12 de setembro de 2024;Improviso para uma oferta de hospedagem;Da localização;Quarto modesto, instalações antigas e sem atualização, mal cheiro de desinfetante, obrigou abrir janela e desligar ar condicionado. Sistema de iluminação do quarto improvisado e precário.;5;;;;
9 de setembro de 2024;Férias em família.;O café da manhã é muito bom. Tem muitas opções. A equipe é muito prestativa.;;;;;;
A localização do hotel é excelente;" muito fácil de chegar.""";De nada.;10;;;;;
9 de setembro de 2024;Euro Suíte Avaliação;Atendimento incrível, já começa na recepção, o recepcionista me recebeu muito bem, o café da manhã é maravilhoso com muitas opções pra começar o dia, tudo foi incrível;;10;;;;
5 de setembro de 2024;Mais ou menos;Café da manhã fraco e comer tudo com garfo de sobremesa é horrível.;Os quartos e os corredores tem cheiro de mofo.;;;;;
"O ar condicionado da recepção é exageradamente gelado.""";5;;;;;;;
4 de setembro de 2024;Excepcional;Café da manhã muito bom, com muita variedades de frutas, pães, frios, bolos e outros e ainda pode pedir tapioca, ovo frito... Limpeza e localização perfeita.;Não tem;10;;;;
2 de setembro de 2024;Excepcional;Atendimento ótimo, equipe atenciosa. Local muito limpo, localização muito boa.;;10;;;;
1º de setembro de 2024;Perfeito;Tudo , em breve voltarei;;10;;;;
30 de agosto de 2024;Custo benefício pior de todos;O fato de ser em frente à praia;Recepção - funcionário muito mal educado ;;;;;
Wi-fi não pega nos quartos; horrível pra quem precisa trabalhar ;;;;;;;
Limpeza - box banheiro com limo e encardido; vidro janela todo sujo ;;;;;;;
Café da manhã - ambiente muito pequeno; não cabe todo mundo e claustrofóbico; pouca variedade ;;;;;;
Pelo valor cobrado da diária deveria oferecer muito maís pelo que é.;;;;;;;;
Na minha opinião não vale nem um pouco a pena ; o valor da diária pelo que é esse hotel;" 150 reais estaria já caro. Imagina custar cerca de 300.""";3;;;;;
28 de agosto de 2024;Minha segunda casa!;Perfeito , me sentir em casa!;Não tem o que não gostar!;10;;;;
28 de agosto de 2024;muito bom, voltaria mais vezes;;;;;;;
Academia e piscina razoavel;" mas atendeu as espectativas.""";wi-fi falohava muito, mas atendeu na maioria do tempo.;10;;;;;
26 de agosto de 2024;Excepcional;Tudo. Superou a expectativa!;Ar condicionado das áreas comuns com temperatura muito baixa. Necessário procurar um canto onde o ar não chegava diretamente.;10;;;;
25 de agosto de 2024;Péssimo hotel . Propaganda enganosa 4 estrelas;Gostei da localização. O café da manhã razoável.;Achei péssimo o hotel pelo custo benefício. O hotel se diz 4 estrelas mas não é nem duas . Piso dos quartos parece um piso de cozinha , chuveiro elétrico não esquenta. Sofri um acidente no hotel a porta de elevador fechou no meu braço e quase arrancou .os funcionários não fizeram nada nem um gelo ofereceram só se limitaram a dizer que estava funcionando o sensor do elevador. Mas se estivesse funcionando não aconteceria isso. Lamentável .além de falar por telefone formalizei por whatsapp com o hotel e nem resposta tive. Lamentável;1;;;;
24 de agosto de 2024;Satisfatório;Café da manhã e localização.;Wi-Fi não funcionou no quarto, disponibilizam apenas um lençol e devido ao vento a janela fazia muito barulho.;6;;;;
23 de agosto de 2024;Maravilhoso;Tudo;O Box do banheiro fica apertado para os gordinhos;10;;;;
22 de agosto de 2024;Super recomendo.;Excelente localização. Quarto grande e arejado. Cama boa e banheiro bem limpo. Café da manhã excelente! Tudo maravilhoso!!;Gostei de tudo!;10;;;;
20 de agosto de 2024;Vista maravilhosa;Todos funcionários muito educados, simpáticos e solícitos.;;10;;;;
19 de agosto de 2024;Insatisfeito;A localização;Quarto velho, cheiro de madeiras velhas, causou alergia nasal;6;;;;
16 de agosto de 2024;Excepcional;Gostei bastante, ótima opção.;Gostei de tudo;10;;;;
14 de agosto de 2024;Excepcional;O atendimento do grupo do dia... Recepção, o rapaz que guarda o carro super simpático e educado e o garçom do restaurante.;;10;;;;
12 de agosto de 2024;Excepcional;Café da manhã bom e localização excelente.;Wi-Fi só pega na recepção.;10;;;;
12 de agosto de 2024;Foi tranquila;Atendimento dos funcionários, café da manhã.;Wifi nao pega no quarto;10;;;;
10 de agosto de 2024;TEM COISA MELHOR NA MESMA REGIÃO - PESQUISEM MELHOR ANTES !!!!;A localização é bem legal e a equipe bem solicita e educada.;O PIOR WIFI que eu ja tive a infeliz oportunidade de me deparar. Tive que contratar um pacote de internet a mais junto a minha operadora, só pra poder trabalhar.;;;;;
Um COLCHÃO INDIGNO. Não é normal nem inteligente; um hotel que fica de frente pra praia; bem estruturado; deixar detalhes como um simples colchão ser oferecido dessa maneira para um hospede. DECADENTE !!!!;;;;;
Por fim; não menos importante; acho ridiculo cobrar R$ 32;00 de diaria para um estacionamento que fica no subsolo. Nem é terceirizado. Ja que querem cobrar; poderiam usar esse recurso arrecadado;" pra modernizar os acessos à internet e troca dos colchões. #FikaDika""";4;;
8 de agosto de 2024;Lugar para relaxar e aproveitar o conforto;O café da manhã excelente;Um pouco longe do comércio mais não foi impecilho para uma boa estadia;10;;;;
7 de agosto de 2024;Satisfatório;Localização.;Atendimento da recepção foi péssimo, quarto e banheiros sujos.;6;;;;
1º de agosto de 2024;Dias maravilhosos!;A suíte com vista para o mar é maravilhosa, nunca vou esquecer aquela imagem.;Não tenho reclamações, estava tudo ótimo.;10;;;;
1º de agosto de 2024;Experiência no Euro;- Time que cuida do café da manhã tem uma simpatia e proatividade fora da curva, são fantásticas.;;;;;;
#NOME?; são super atenciosos;;;;;;;
#NOME?;;;;;;;;
#NOME?; 10min a pé; tranquilamente ;;;;;;
- Estrutura do quarto bem bacana (quarto 1101); com frente ao mar e espaço amplo; facilmente suporta 2 casais com privacidade individual ;;;;;;
#NOME?;;;;;;;;
#NOME?; para colocar e retirar o veículo da garagem (estacionamento é um pouco apertado).;;;;;;;
#NOME?;" pra que possamos agendar e executar passeios à cidade.""";- Estacionamento é cobrado a parte, mesmo estando no hotel e não é fácil estacionar na rua;;;;;;
#NOME?; mesmo um pouco mais caro;" não é smart""";10;;;;;
28 de julho de 2024;Satisfatório;Localização;Quartos precisam de reforma;6;;;;
27 de julho de 2024;4 estrelas que não merece 1;A localização é boa, na beira mar de boa viagem, no começo de uma piscina natural que permite banho de mar na maré baixa. O café da manhã é razoável.;O hotel está classificado como 4 estrelas no booking, porém é decepcionante. O colchão era velho e tinha um buraco, estava afundando quem deitasse. O box do banheiro era ridículo e pequeno, o chuveiro era mal instalado e ruim. Tinha um carpete no corredor que era muito velho é inadequado para beira mar.;5;;;;
26 de julho de 2024;Excepcional;Tudo muito bom.;;10;;;;
26 de julho de 2024;Excepcional;Tudo é muito limpo e organizado, o pessoal é muito educado e solicito. Realmente estão de parabéns.;;10;;;;
25 de julho de 2024;Decepcionante;;Internet ruim ;;;;;
Falta de água quente na pia ;;;;;;;;
"Chuveiro no escuro""";4;;;;;;;
24 de julho de 2024;Básico sem pretensão de agradar;Acomodação básica, hotel mediano... Foi só pra passar a noite;Funcionários sem nenhuma pretensão de agradar. Quarto bem básico sem nenhuma vista e sem possibilidade de troca.;5;;;;
23 de julho de 2024;Foi maravilhoso, o clima em Recife estava muito agradável!! Foi ótimo, pois fomos descansar!;O atendimento dos funcionários excelente, a limpeza, tudo perfeito;O estacionamento é pago por estadia 😢;10;;;;
23 de julho de 2024;Maravilhoso;Amei a localização, perto de uma feirinha, de frente p praia, 15 minutos do shopping recife. Perto do Pina. 20 minutos do Marco zero. Conforto excelente porém vc escuta bastante o mar, não veda tanto o barulho, mas nada que nos atrapalhou. Pegamos um quarto com vista do mar é incrível. Funcionários são bastante comunicativos, inclusive nos deu opções para contratar um grupo que faz passeios em conta.;O banheiro é minúsculo, café da manhã não achei tão variado, porém é bom.;10;;;;
21 de julho de 2024;Péssimo;;Primeiro, fiz um pedido de cerveja, uma quantidade significativa, a atendente de nome Nadja, disse que o que pedisse não podia voltar, quase que eu mandava ela enviar todas as cervejas que tivesse em estoque, até aí, dava pra relevar, só que depois de um tempo, estava no quarto, em um momento íntimo com minha companheira, chegou uma funcionária batendo na porta, não respondi, pelo momento que estava, ela continuou batendo até alguém abrir, entrou olhando o quarto, abriu o frigobar, dizendo que era protocolo, pra verificar o que tinha sido consumido, eu nunca vi isso em nenhuma rede de hotéis que já fiquei, e já foram muitos, no término da hospedagem, é feita a soma de tudo, televisores do tempo do tempo do ronca, nem internet pega, pedi uma janta, arroz cru, olhe sinceramente, foi o pior hotel que eu já fiquei, NÃO INDICO A NINGUÉM.;1;;;;
13 de julho de 2024;Ótimo atendimento e excelente localização;Foi uma experiência incrível, fui muito bem recebida. Quarto confortável com vista. Espaçoso. Ótima localização e ótimo café da manhã.;Gostei de tudo!;10;;;;
11 de julho de 2024;Bom;Localização , café da manhã , Comida e funcionários muito atenciosos;Chuveiro antigo , toalhas velhas , cobertores velhos , instalações antigas;6;;;;
10 de julho de 2024;Ótima;Tudo;Nada;10;;;;
4 de julho de 2024;Ótimo hotel e excelente custo benefício;Muito bom o café da manhã e excelente localização;A orla da praia não é muito boa;10;;;;
3 de julho de 2024;Aceitável;Café da manha com variedade e qualidade. Único destaque na minha estadia.;Hotel antigo. Alojamento quarto twin de muito baixa qualidade, desconfortável para hotel de 4 ****, ;;;;;
"Limpeza precisa melhorar.""";5;;;;;;;
2 de julho de 2024;Excepcional;Localização. Fique em frente ao mar e perto da feirinha. Colocaram um berço de madeira portátil ótimo e grande no quarto para minha bebê. Frigobar recheado e opções de chocolates e chicletes para consumo no apartamento. Café espetacular. Muito delicioso. Funcionárias do restaurante muito atenciosas.;São poucos apartamentos que tem vista para o mar. O batente da janela é baixo e não tem rede de proteção nas janelas. Jamais iria com criança que já estivesse andando. Fui com bebê e foi tranquilo. Colocaram um berço ótimo e grande.Banheiro é minúsculo. Obesos não conseguiriam tomar banho por não entrar na área do Box. Poucas tomadas no apartamento.;10;;;;
2 de julho de 2024;Razoável nível 2 estrelas;Funcionários bem simpáticos;Hotel velho;;;;;
"Nível 2 estrelas""";6;;;;;;;
1º de julho de 2024;Foi muito bom os dias que fiquei no Hotel, e com certeza quando voltar a Recife, voltarei a me hospedar.;Da simpatia de todos os funcionários e da localização.;;10;;;;
30 de junho de 2024;Satisfatório;Localização próxima ao aeroporto.;Atendimento, falta de empatia na solução de problemas.;6;;;;
30 de junho de 2024;Razoável;Café da manhã bem variado. Cama confortável.;Internet bem fraca, tv com imagem péssima além de não sintonizar os canais. Os funcionários em dois momentos saíram entrando no quarto, antes de levantar para abrir a porta.;6;;;;
28 de junho de 2024;Profissionais atenciosos;Profissionais de todas as áreas bem atenciosos.;O quarto precisa ser renovado de maneira geral, ar condicionado antigo, não funcionava bem.;6;;;;
27 de junho de 2024;Hotel maravilhoso;Piscina, café da manhã e localização;Nada a declarar;10;;;;
25 de junho de 2024;Não considero 4 estrelas;Localização, vista!;Sofá cama perigosa para crianças, cabeceira da cama principal soltando da parece, janela banheiro quebrada, muito barulho,;5;;;;
23 de junho de 2024;Excepcional;Cama muito confortável, localização perfeita em relação à praia e restaurantes, funcionário muito educados e prestativos.;O elevador tem um cheiro leve de umidade.;10;;;;
21 de junho de 2024;Aceitável;Os funcionários são atenciosos.;As acomodações são antigas.;5;;;;
18 de junho de 2024;Satisfatório;Localização, e atendimento dos funcionários;Diária muito caro para o que o hotel oferece. Telefone só fazia ligação, não atendia.;6;;;;
9 de junho de 2024;Muito ruim;O custo é válido;O hotel não tem ferro de passar, só tem 2 elevadores e um deles ficou quebrado, instalações antigas, não adequado para quem tem crianças (a janela fica na altura da cama e não tem proteção contra quedas), ar condicionado muito barulhento, o local para café da manhã é pequeno (fiquei um bom tempo sem mesa);2;;;;
4 de junho de 2024;Excepcional;Ótima localização com acesso à vários lugares. As meninas do café uma nota 1000 pela simpatia. Com certeza voltarei;Não tenho nada do que reclamar.;10;;;;
4 de junho de 2024;Excepcional;Dos funcionários, em especial, do pessoal do restaurante.;;10;;;;
30 de maio de 2024;Excepcional;Do atendimento, desde a recepção até as meninas do refeitório. Atenciosos e sempre pronto para ajudar.;;;;;;
"Localização perto de tudo.""";;10;;;;;;
30 de maio de 2024;Ótima localização e excelente vista do mar.;Cafê da manhã, próximo a fudo e excelente atendimento.;Nada;10;;;;
30 de maio de 2024;Satisfatório;Localização excelente;O prédio necessita uma revisão geral na manutenção.;;;;;
O café da manhã é excessivamente regional. Visivelmente agrada aos hóspedes da região NE;" enquanto fica a dever para os padrões da região S e SE.""";6;;;;;;
28 de maio de 2024;Aceitável;Localização e café da manhã;Camas e travesseiros desconfortáveis, o hotel é antigo, banheiro bem pequeno e. o chuveiro não é a gás. Além do mais o estacionamento é pago a parte.;5;;;;
27 de maio de 2024;Excelente!;Atendimento dos funcionários, principalmente da recepção e mais especificamente da Lorena.;Não houve nada que eu pudesse reclamar.;10;;;;
27 de maio de 2024;Foram somente 3 noites mais adorei ficar na suite O caffè da manhã maravilhoso Recomendo Voltarei;Ottima visto mare , vicino a tutto;Piscina pequena 😁;10;;;;
26 de maio de 2024;Muito bom;O quarto que ficamos foi ótimo, limpeza, café da manhã muito o funcionários todos muito simpático.;A televisão no quarto não funcionou.;10;;;;
25 de maio de 2024;Razoável;Os funcionários são bem simpáticos e atenciosos.;O preço pago pelo hotel não equivale às instalações. Achei um valor alto sendo que as instalações são muito simples.;;;;;
O primeiro quarto que fiquei na torneira tinha um vazamento e na descarga também.;;;;;;;;
Muito de quarto e era o mesmo padrão de quarto;" só que sem vazamentos.""";6;;;;;;
25 de maio de 2024;Uma ótima opção em Boa Viagem;O atendimento dos funcionários foi excelente! Além disso, o café da manhã foi simples, mas muito gostoso e com várias opções. Foram super atenciosos com meu bebê também, desde o berço do quarto até o cadeirão para o café da manhã. Recomendo demais a estadia se você tiver crianças.;Nada.;10;;;;
24 de maio de 2024;Excepcional;Café da manhã a maravilhoso, sem contar que é um hotel beira mar.;Ponto negativo é que o estacionamento do hotel é pago então tivemos que colocar o carro na rua para não termos custos adicionais;10;;;;
24 de maio de 2024;Hotel lindo 😊 com uma ótima localização!;Gostei muito da localização! Nota 10;;10;;;;
23 de maio de 2024;Aceitável;;Banheiro, box pequeno mau dava pra entrar,;;;;;
"A instalacao tem que mudar a port do box do banheiro pois dificulta a entrada no chuveiro""";5;;;;;;;
20 de maio de 2024;Parabéns a equipe , obrigada por tudo . Excelência;Perfeição , amamos;Tudo . Excelente;10;;;;
20 de maio de 2024;Mais ou menos;Cafe bom mas os aptos bem simplórios;Roupas de camas e apto pré Isa de modernização;5;;;;
19 de maio de 2024;Excepcional;Café da manhã excelente ;;;;;;
"Atendimento do hotel""";Pouco garçom para atendimento ;;;;;;;
"Hotel excelente mas faltam a pessoal de atendimento nas área de lazer""";10;;;;;;;
16 de maio de 2024;Foi uma ótima estadia!;Limpeza, atendimento, um bom café da manhã!;Nenhuma reclamação;10;;;;
10 de maio de 2024;Aceitável;Localizacao;Fechadura com problema. Apto só abria com chave mestra. Quando sai, precisei solicitar a camareira para abrir a porta para mim. Em vez de me mudarem de quarto, arrumaram a excelente solução de ter que pedir para camareira abrir a porta toda vez que saia.;5;;;;
8 de maio de 2024;Excepcional;A estrutura e a localização são ótimas.;Na;10;;;;
5 de maio de 2024;Perfeito❤;Atendimento dos funcionarios excelentes.;;10;;;;
30 de abril de 2024;Decepção;Espaço;Demora no atendimento, solicitamos toalhas extras e não recebemos.;6;;;;
28 de abril de 2024;Ótimo local retornarei e recomendo;Localização e atendimento;Horário do café;10;;;;
27 de abril de 2024;Foi boa;Café da manhã bom, muitas variedades, o pessoal da recepção nao são simpáticos, o mensageiro do hotel foi super solicito, nos ajudou bastante.;Eu não gostei que a fechadura do meu quarto deu defeito, pedi reparo mas não foram reparar, a fechadura eletrônica não trancava por dentro;10;;;;
25 de abril de 2024;Excepcional;L;Localização;10;;;;
24 de abril de 2024;Ficamos somente um dia foi uma estadia razoável;Cama de casal grande e confortável;Banheiro muito pequeno;5;;;;
24 de abril de 2024;Aceitável;Muito bem localizado;;;;;;
Bom café da manhã;;;;;;;;
"Equipe atenciosa e prestativa""";Hotel está velho, precisa se modernizar urgente, principalmente os quartos.;;;;;;;
Quarto muito escuro;" espelho mofado. Sensação não foi agradável.""";5;;;;;;
24 de abril de 2024;Péssima;Localização;Na recepção deram 2x o cartão errado pra entrar no quarto, fiquei 1:30 esperando eles resolverem e me dar o cartão de acesso correto. ;;;;;
Funcionária do restaurante não espera você terminar de comer; pegou o copo da minha mão; e recolheu os pratos sem ao menos perguntar se a gente tinha terminado. ;;;;;;
Você pode entrar apenas uma vez pra tomar café da manhã e ele controla meu filho pegou iogurte a moça pediu pra devolver (a mesma funcionária que retirou os pratos e copos enquanto nós comia) ;;;;;;;;
Camas todas de solteiro; eles apenas se juntam pra formar cama de casal;" sem conforto algum.""";1;;;;;
24 de abril de 2024;Relativamente boa. Conforto do espaço do quarto, espaço do hotel, café da manhã OK, mas falta investir em uma internet d;Café da Manhã ótimo, vi outros comentários ruins, mas na verdade tem de tudo. Oferecem sempre comidas típicas do local também. O adorado pão de sal que não é bom, mas eles oferecem outros pães. Funcionários sempre solicitos e acomodação confortável .;O conforto de cama e espaço do quarto, limpeza é ok. Mas os equipamentos como chuveiro, Tv e internet precisam melhorar. Chuveiros antigos, televisão sem acesso à internet e o próprio WiFi é horrível nos quartos. Se você estiver a trabalho sugiro procurar saber da internet ou outro hotel. Esse não é o melhor para esse acesso.;6;;;;
22 de abril de 2024;Hospedagem em Boa Viagem;Localização;;;;;;
"Possibilidade de check-in antecipado""";Quarto com cheiro ruim ;;;;;;;
"Banheiro com vaso sanitário não funcionando""";6;;;;;;;
22 de abril de 2024;Decepcionante;A reserva era para 8 pessoas e 2 quartos, mas nos quartos só tinha 3 camas. Tamanho do banheiro.;Reserva pra 8 pessoas e só tinha 6 camas e tamanho do banheiro, muito pequeno.;4;;;;
21 de abril de 2024;Excepcional;A vista para praia;...;10;;;;
21 de abril de 2024;Excepcional;Excelente em tudo. Nada a reclamar. Café da manhã excelente! Colaboradores muito simpáticos (Adônis e uma moça que não lembro o nome, entre tantos outros). Higiênico e muito confortável!! Nota 10!;;10;;;;
21 de abril de 2024;Boa;Café;Ar com defeito e cama com o pé soltando;10;;;;
21 de abril de 2024;Péssimo;Só localização.;;;;;;
A fachada é bonita;" mas o resto não compensa ficar a desejar""";Cheio muito forte de mofo,os ap sem ventilação, meu marido tem alegia, reclamamos nos assim que chegamos no quarto, nos trocou mas o outro também não atendeu ;;;;;;
"O café da manhã não tem opção nenhuma""";1;;;;;;;
16 de abril de 2024;Hotel recomendado para negócios, não recomendo para viagem em fámilia.;A ducha do banheiro é maravilhosa. Localização do hotel é boa;Fiquei hospedado no quarto 301, a potência do ar condicionado não é ideal para dimensão da suíte, mesmo a suíte tendo 2 ar condicionados, um para cada comodo, o ar condicionado não resfria o quarto.;6;;;;
14 de abril de 2024;Recomendo;Localização, quarto que reservei tinha vista para o mar e café da manhã muito bom;O fato de não ter tomadas 110V, pois levei ferro, minha mãe levou prancha de fazer chapinha no cabelo e não pude ligar lá, tive que comprar um ferro de 220v para passar as roupas, e tbm de ter q pagar o estacionamento R$ 32 por dia, deveria já ser de cortesia para o hóspede. Tirando isso a instalações são boas e funcionários bons;10;;;;
14 de abril de 2024;Reavaliem as estrelas. Péssimo.;Do calçadão da praia.;O quarto para 3 pessoas era apertado, sem ventilação (janela para um muro, ar condicionado quebrado. Ficamos somente uma diária. É desonesto.;3;;;;
13 de abril de 2024;Ruim;Localização;Infelizmente a experiência não foi boa, anúncio dizia ser 4 estrelas, parei o carro na entrada, conversei com o manobrista, me explicou muito educado como funcionava o estacionamento e não veio ninguém ajudar com as malas, viajamos com um bebê, logo temos um tanto considerável de bagagem.;;;;;
No check in esqueceram do berço; levou uma hora pra entregarem o berço.;;;;;;;
Pedi um copo de vidro emprestado e cobram R$5;00 pra cada item; copo; taça; talheres... ;;;;
Elevador já cheira a mofo; corredor dos quartos então..;;;;;;;
Quartos antigos e sem cuidado; móveis estufados de água; lascados; sem manutenção; tudo bem velho; chuveiro tiraram o aquecedor central e tem um Lorenzetti simples; enfim; teve 4 estrelas ha uns 30 anos; hoje tenta sustentar 3.
No café da manhã novamente problemas com as regras; o bebê dormia; um do casal desceu pra comer e pediu uma tapioca e mencionou que era pra levar pro bebê comer; imediatamente foi negado o pedido; alegando que que não garantiam a conservação do produto.;;;;
Localização excelente; atendimento no geral muito cordial;" quarto amplo.""";3;;;;;
6 de abril de 2024;Excelente, tudo de acordo com o esperado para o nível de hotel;De tudo, tanto a localização como as acomodações e café da manhã, são excelentes;;10;;;;
1º de abril de 2024;Ótima;Normal;Nada;10;;;;
28 de março de 2024;O hotel deixa a desejar nas manutenções preventivas, não fazemreparos na estrutura dos apartamentos.;;Deixou a desejar bastante na qualidade e na estrutura dos quartos que fiquei hospedado;;;;;
;;;;;;;;
704;801;" 1201""";1;;;;;
28 de março de 2024;A qualidade de conservação dos apartamentos não é mais a mesma. A Manutenção preventiva não é feita.;Café da manhã top.;;;;;;
Bem localizado;" na beira da praia.""";Fiquei hospedado no quarto standard apartamento 704. Eu e minha esposa.;;;;;;
Esperei uma cama de casal; eram 2 camas de solteiro juntas e o edredom por cima. ficava aquela diferença no meio.;;;;;;;
O banheiro com a torneira do chuveiro danificada.;;;;;;;;
Já foi bom o hotel; a experiência em 2 visitas ; em apartamentos diferentes. Foram péssimas.;;;;;;
;;;;;;;;
Tive hospedado na suite familia; no apartamento 801. O ar-condicionado da sala de estar não gelava. O hotel não faz manutenção preventiva.;;;;;;;
"Os valores cobrados não estão de acordo com a qualidade oferecida....""";1;;;;;;;
25 de março de 2024;Excepcional;Gostei de tudo;;10;;;;
23 de março de 2024;Excepcional;Sim;Nada;10;;;;
23 de março de 2024;Satisfatório;A localização é ótima.;Funcionário da recepcao (um em especifico) precisa tratar melhor os hóspedes no checkin, passar as informações necessárias da estadia.;6;;;;
21 de março de 2024;Excepcional;Limpeza do local;O funcionário não consegui passar cartão de crédito;10;;;;
21 de março de 2024;Decepcionante;;Internet péssima;4;;;;
18 de março de 2024;PESADELO;Nunca mais voltaria a esse hotel . Foi vendido como uns dois melhores de Recife porém nossa estadia foi horrível. O quarto de hotel um pesadelo conseguia ouvir os hóspedes do quarto acima caminhando por tanto a penas descansei. O café da manhã bem básico sem café expresso . O quarto fedendo a mofo. O banheiro fedendo con azulejos sujos. Encontrei cabelos de mulher no banheiro. Só para ter uma idea troquei três quartos no hotel .Fiz a reserva antes de chegarmos ao hotel e pedi duas camas de solteiro quando chegamos o recepcionista nem sabia desse pedido. As janelas do último quarto batendo pelo vento fazendo barulho que impedia dormir. Pedi um cobertor e parecia un lençol bem fininho. Os travesseiro fedendo a suor e cigarro de outra pessoa. A cama parecia de pedra. No segundo quarto que estivemos não funcionava nem o ar nem o telefone. A vista do quarto foi uma surpresa incrivelmente dava para uma parede de outro prédio e para as escada de outro prédio por tanto não conseguimos abrir as cortinas ,por falta privacidade. Não consegui tomar banho de piscina no me senti confiante de entrar nela . O hotel só oferece serviço de quarto pra jantar. O hotel não é apto para alérgicos pedi pra a senhora que limpa o quarto para não limpar porque botam um produto que depois você não pode respirar. O sabão con un cheiro horrível ;;;;;;
"Com certeza esse foi o pior hotel que já ficamos no Brasil. Não indicaria. PESADELO!!""";Nunca mais voltaria a esse hotel . Foi vendido como uns dois melhores de Recife porém nossa estadia foi horrível. O quarto de hotel um pesadelo conseguia ouvir os hóspedes do quarto acima caminhando por tanto a penas descansei. O café da manhã bem básico sem café expresso . O quarto fedendo a mofo. O banheiro fedendo con azulejos sujos. Encontrei cabelos de mulher no banheiro. Só para ter uma idea troquei três quartos no hotel .Fiz a reserva antes de chegarmos ao hotel e pedi duas camas de solteiro quando chegamos o recepcionista nem sabia desse pedido. As janelas do último quarto batendo pelo vento fazendo barulho que impedia dormir. Pedi um cobertor e parecia un lençol bem fininho. Os travesseiro fedendo a suor e cigarro de outra pessoa. A cama parecia de pedra. No segundo quarto que estivemos não funcionava nem o ar nem o telefone. A vista do quarto foi uma surpresa incrivelmente dava para uma parede de outro prédio e para as escada de outro prédio por tanto não conseguimos abrir as cortinas ,por falta privacidade. Não consegui tomar banho de piscina no me senti confiante de entrar nela . O hotel só oferece serviço de quarto pra jantar. O hotel não é apto para alérgicos pedi pra a senhora que limpa o quarto para não limpar porque botam um produto que depois você não pode respirar. O sabão con un cheiro horrível ;;;;;;;
"Com certeza esse foi o pior hotel que já ficamos no Brasil. Não indicaria. PESADELO!!""";1;;;;;;;
