data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
22 de outubro de 2024;Boa localização porém atendimento ruim e café da manhã ruim;Localização, beleza do rooftop;Atendimento, cama e café da manhã ruins;4;;;;;;;;
21 de outubro de 2024;Ótima;Café da manhã ;;;;;;;;;;
Localização ;;;;;;;;;;;;
"Estadia boa""";Água do chuveiro fraca e com mal contato no aquecedor;10;;;;;;;;;;
21 de outubro de 2024;Excelente hotel;Hotel muito bem localizado, a poucos passos da praia de Boa Viagem e ao lado da feirinha da Boa Viagem. Quartos confortáveis e bem limpos. Funcionários muito educados, atenciosos e solícitos. Tem um excelente café da manhã com muita variedade e tudo muito fresco e bem preparado. No último andar tem uma piscina ótima com uma vista incrível. É ótimo custo benefício.;Nada me desagradou.;10;;;;;;;;
20 de outubro de 2024;ótimo;localização e conforto;nada;10;;;;;;;;
20 de outubro de 2024;Hotel excelente;Maravilhoso! Ótima localização, café da manhã espetacular, funcionários prestativos e atenciosos. Atendeu todas as espectativas. E a área da piscina, lindaaaaaasa, vista maravilhosa. Ahh, tbm tem a academia, limpa, climatizada, mto boa. ;;;;;;;;;;
"Eu super recomendo!""";;10;;;;;;;;;;
18 de outubro de 2024;Ótimo hotel para ficar em Boa viagem;O hotel é muito bem localizado, próximo a praia, restaurantes, farmácias e feiras de artesanato.;;;;;;;;;;
O quarto é confortável e possui camas boas.;;;;;;;;;;;;
O roof top com piscina é lindo e tem uma vista maravilhosa. O serviço do restaurante é ótimo e ;;;;;;;;;;;;
funciona para jantar e drinks na cobertura.;;;;;;;;;;;;
Os funcionários são gentis e atenciosos.;;;;;;;;;;;;
"Café da manhã completo.""";Nada a declarar.;10;;;;;;;;;;
17 de outubro de 2024;Estadia maravilhosa;Localização excelente. Há uma vista estonteante para o mar na cobertura. Os funcionários são extremamente atenciosos e cordiais. O lugar é limpo, organizado e os quartos são arejados e espaçosos. Também se pode usufruir da academia, que é bonita e bem equipada. O café da manhã é repleto de pratos típicos da região. Passei uma estadia completamente confortável, com comodidade e tranquilidade.;;10;;;;;;;;
16 de outubro de 2024;Hotel com potencial de ser melhor;Atendimento da equipe e da localização muito próxima da praia de Boa Viagem, restaurantes e do aeroporto.;Quarto com a acústica bem ruim. Era possível ouvir barulho das pessoas nos corredores como se estivessem dentro do quarto. Já bem cedo começavam a limpar o apartamento de cima e era possível ouvir até a vassoura sendo utilizada. Janela sacudia com a força do vento. Além disso, o chuveiro estava com fluxo desregular e espirrava água para todos os lados quando abríamos.;6;;;;;;;;
15 de outubro de 2024;Boa localização e conforto.;O quarto é confortável com bom espaço. A cobertura com a piscina é muito bonita, além de ter uma vista linda. O restaurante na cobertura a noite é um ótimo conforto para o hóspede.;;;;;;;;;;
A localização é ótima; perto da praia e feirinha de artesanato.;;;;;;;;;;;
Tem restaurantes perto;" além de farmácia.""";Nada.;10;;;;;;;;;
15 de outubro de 2024;Superou minhas expectativas.;Excelente hotel. ;;;;;;;;;;
Em frente a praia de Boa Viagem; atendimento excelente; bom café da manhã.;;;;;;;;;;
"Excelente custo benefício.""";;10;;;;;;;;;;
15 de outubro de 2024;Ótima opção em Recife;A localização é excelente. Próximo do calçadão, mercado, restaurantes, feira de artesanato, sorveteria;Foi tudo ok!;10;;;;;;;;
15 de outubro de 2024;Não entregaram o valor que foi gasto !;Localizacao;Barulho excessivo, vaso entupido e sem opcao para troca de apartamento.;5;;;;;;;;
9 de outubro de 2024;Aceitável;;O valor da diária não condiz com o oferecido.;5;;;;;;;;
9 de outubro de 2024;Voltarei, com certeza!;Cama confortável, chuveiro bom, piscina linda, café da manhã ótimo, funcionários excelentes.;Gostei de tudo.;10;;;;;;;;
9 de outubro de 2024;Excepcional;Boa localização, funcionarios atenciosos e simpaticos.;;10;;;;;;;;
7 de outubro de 2024;Excelente Custo benefício, com Rooftop de tirar o fôlego em Boa Viagem!;Do Rooftop. Está incrível. Além da localização;Tudo estava ótimo;10;;;;;;;;
7 de outubro de 2024;Excepcional;Ótimo café da manhã.;;10;;;;;;;;
7 de outubro de 2024;Não retornaria. O preço da diária não condiz com o conforto;Localização;O quarto tinhas as cortinas mofadas e o chuveiro era péssimo, espirrava água por todo lado;6;;;;;;;;
5 de outubro de 2024;hotel vetusto;localização excelente. ;;;;;;;;;;
"staff prestativo""";hotel vetusto;;;;;;;;;;;
café da manhã variado; mas sem sabor e desorganizado ;;;;;;;;;;;
"apenas dois elevadores funcionando para um hotel lotado""";4;;;;;;;;;;;
4 de outubro de 2024;Foi decepcionante infelizmente, a sujeira era demais!;Rooftop está muito lindo;As toalhas estavam sujas, as cortinas do quarto cheiravam a xixi de gato, o box não tinha coragem de encostar de tão sujos.;3;;;;;;;;
4 de outubro de 2024;Espetacular, só venham..;Funcionários atenciosos, ótima localização, quarto ótimo, limpo, café da manhã espetacular,eu recomendo.;Gostei de tudo.;10;;;;;;;;
3 de outubro de 2024;Gratificante;Da localização, limpeza e do atendimento e atenção do funcionários;O wifi poderia ser um pouco melhor. Mas isso não influenciou negativamente na experiência.;10;;;;;;;;
1º de outubro de 2024;Excelente;Tudo maravilhoso;De nada;10;;;;;;;;
1º de outubro de 2024;Perfeito!;De todos os funcionários, café da manhã, almoço, jantar. Tudo de bom!;De ter que ir embora! Zero reclamações!;10;;;;;;;;
30 de setembro de 2024;TD perfeito;Localização perfeita, a vista é linda, o café muito bom.;Localização, limpeza, café,;10;;;;;;;;
30 de setembro de 2024;Perfeita!;Localização ótima, quarto espaçoso , muito confortável, a área da piscina é perfeita.;;10;;;;;;;;
30 de setembro de 2024;Excelente!;Gostei da localizacao (ao lado da pracinha), do conforto, do cafe da manha, da gentileza do pessoal da recepçao e daqueles que guardaram minhas bolsas no maleiro! Atençao e AGradecimento especial a Marina, que mesmo na impossibilidade de realizar meu pedido, procurou da melhor forma me ajudar! isso foi bem importante para mim! obrigada, Marina! :);Nada;;;;;;;;;
Uma diaria apenas!;;;;;;;;;;;;
Queria ter ficado mais tempo la!!;;;;;;;;;;;;
"voltarei!""";10;;;;;;;;;;;
30 de setembro de 2024;top.top;tudo maravilhoso. da recepção . a cozinha;não tem o que reclamar;10;;;;;;;;
28 de setembro de 2024;Havendo uma obra no hotel eles não deveriam abrir para hospedagem no período. Aí ninguém se sentiria lesado. Não temos o;Gostei dos funcionários gentis, da limpeza;Havia uma obra super barulhenta e pra piorar ontem, sexta feira, após um dia de trabalho num congresso, viemos para o hotel descansar e havia um pastor na praça de microfone aos berros falando do demônio. Ele. Por que uma pessoa que já usa um microfone berra salvo se estiver tomado por demônios? Pedi que alguém fosse lá pedir ao pastor para berrar menos e ninguém foi. Tive de discar 190 para a polícia;5;;;;;;;;
26 de setembro de 2024;Excepcional;Tudo muito bom;;10;;;;;;;;
24 de setembro de 2024;Passei dias maravilhosos, voltarei e indicarei com certeza.;Chuveiro excelente, cama super confortável, ar condicionado e frigobar ótimo. Enfim tudo ótimo.;;10;;;;;;;;
24 de setembro de 2024;Muito ruim;Área da piscina,;Quarto velho e pouco conservado.;2;;;;;;;;
23 de setembro de 2024;Voltaria!;O quarto otimo atendentes atenciosos, café da manhã otimo mas pode melhorar;Um poço barulhento!;10;;;;;;;;
23 de setembro de 2024;Excepcional;Localização, próximo de tudo , hotel confortável e com vista de frente ao mar, a área da piscina com vista muito linda da praia e os funcionários muito educados..;;10;;;;;;;;
22 de setembro de 2024;Muito ruim;A localização;O estacionamento do hotel é pago por fora, a cama não é tão confortável, a vista não é boa. O hotel é bom, porém para o preço que foi cobrado deixou muito a desejar;2;;;;;;;;
22 de setembro de 2024;Aceitável;As fotos são bem diferentes da realidade! Hotel velho e com aspecto de sujo.;As fotos no booking não correspondem com as instalações reais. Hotel carpete sujo, cortinas sujas, cama com mola quebrada e colchão ruim. Não tem nem uma colcha ou coberta, apenas lençol sobre a cama. Cheio de mofo. Carpete velho e sujo. Não me hospedaria nunca mais. Me senti enganada pelas fotos que vi aqui no booking, não correspondem com a realidade.;5;;;;;;;;
20 de setembro de 2024;Ótima qualidade;Café da manhã ;;;;;;;;;;
Receptividade ;;;;;;;;;;;;
"Localização""";Iluminação baixa no apto, tive dificuldades pois tenho baixa visão;10;;;;;;;;;;
19 de setembro de 2024;Excepcional;Excelente localização, uma vista incrível do mar, quarto com ótimo tamanho, café da manhã muito bom, próximo a supermercados, pracinha com feirinha e uma variedade de comidas...;O horário da piscina que poderia ser até as 22h.;10;;;;;;;;
17 de setembro de 2024;Um sonho realizado;Localização excelente, perto da praia, perto da igreja;Acho que não houve;10;;;;;;;;
17 de setembro de 2024;Excelente;Hotel lindo, com uma localização ideal, funcionários super educados.;Gostei de tudo;10;;;;;;;;
16 de setembro de 2024;Excepcional;O hotel é muito bem localizado, pertinho da praia, tem restaurantes muito bons perto. O pessoal do hotel é muito prestativo e educado.;;10;;;;;;;;
15 de setembro de 2024;Excelente acomodação;Excelente atendimento, bem localizada..perto da feirinha de boa viagem e da orla.. café da manhã delicioso e bem variado.;;10;;;;;;;;
15 de setembro de 2024;Excepcional;Hotel muito bem localizado, ao lado da feirinha da Boa Viagem. Muitos locais para comer, farmácias e mercados próximos. Café da manhã muito bom e variado. Camas e travesseiros confortáveis.;;10;;;;;;;;
13 de setembro de 2024;Excepcional;Achei ótima a localização e equipe.;;10;;;;;;;;
12 de setembro de 2024;Excepcional;O café da manhã é muito bom. A localização é ótima. Funcionários simpáticos e solícitos.;Tem uma obra ao lado do hotel, e com o vento forte que estava fazia muito barulho, porém não é um problema do hotel em si.;;;;;;;;;
"E o estacionamento é pago a parte!""";10;;;;;;;;;;;
11 de setembro de 2024;Hotel maravilhoso!;Localização, piscina, frente a feirinha e a igreja de boa viagem. Perto de tudo. Ótima hospedagem! ;;;;;;;;;;
"Vista mar maravilhosa! Tudo ótimo!""";Não tem estacionamento. No mais, tudo ótimo!;10;;;;;;;;;;
8 de setembro de 2024;Ótima;Atendimento , café da manhã , almoço , piscina maravilhosos;;10;;;;;;;;
8 de setembro de 2024;Um lugar excelente para descansar!;Tratamento dos colaboradores conosco.;.;10;;;;;;;;
7 de setembro de 2024;Local aconchegante, café da manhã e área da pscina maravilhosos!;Café da manhã delicioso! E o melhor: até as 10h. Pra mim foi perfeito!;;10;;;;;;;;
7 de setembro de 2024;Excepcional;Localização, café da manhã, conforto do quarto.;;10;;;;;;;;
5 de setembro de 2024;Excepcional;Todos os funcionários são bastante atenciosos e educados. Parabéns pelo nível de serviço!!!;;10;;;;;;;;
4 de setembro de 2024;Satisfatório;Rofftop e simpatia do senhor Paulo , as caipirinhas são incríveis !!!;Casa de banho com bolor e a precisar de mais atenção na limpeza. Camas não muito confortáveis.;6;;;;;;;;
3 de setembro de 2024;Banho muito ruim;Localização;Banho muito ruim;;;;;;;;;
Chuveiro virado para a parede;" maior parte do jato você não conseguia estar embaixo.""";5;;;;;;;;;;
1º de setembro de 2024;Excelente custo-benefício.;A localização é excelente.;Não gostei do chuveiro.;10;;;;;;;;
1º de setembro de 2024;Péssimo;Café da manha e cama.;Reserva feita para casal, quarto Duplo , e na recepcao do hotel identificou como 1 pessoa. Resevei certo, por a confusao entre booking e Hotel sao diveegentes. E eu que tive que pagar a diferenca, e qdo voltar de féria eu q entre em contato com central do Booking p poder reaver e conversar. Resumo. .quarto antigo, acustica do quarto é péssimo.;1;;;;;;;;
31 de agosto de 2024;Propaganda enganosa sobre café da manhã que não existe no local;O apartamento é bom, limpo e bem localizado.;De acordo com o anuncio, tem café incluso porém, não há! Tive que sair e caminhar 5 quarteirões até a padaria mais próximo. Sendo assim, considero como uma propaganda enganosa esse anuncio;6;;;;;;;;
30 de agosto de 2024;Excelente. Voltarei mais vezes;A localização é excelente. Funcionários atenciosos e o café da manhã é ótimo.;;10;;;;;;;;
30 de agosto de 2024;Minha estadia foi a lazer, gostei muito do hotel e indico, funcionários atenciosos e um ótimo café da manhã!;Agradável;Não tenho do que reclamar.;10;;;;;;;;
30 de agosto de 2024;Excepcional;Excelente localização, conforto e funcionários super atenciosos.;;10;;;;;;;;
29 de agosto de 2024;Excepcional;Excelentes instalações. Hotel completo. Dispõe de todos os itens de conforto. Muito bem atendido.;Nada;10;;;;;;;;
28 de agosto de 2024;Excepcional;;Café da manhã!;10;;;;;;;;
26 de agosto de 2024;Excepcional;Café da manhã;;10;;;;;;;;
26 de agosto de 2024;Excepcional;Da vista do quarto família;;10;;;;;;;;
26 de agosto de 2024;Ótimo atendimento e estadia confortável.;Ótima localização, limpeza e conforto. Funcionários atenciosos e educados. Café da manhã maravilhoso.;;10;;;;;;;;
26 de agosto de 2024;Satisfatório;Localização;Café da Manhã;6;;;;;;;;
25 de agosto de 2024;Excepcional;Alocalização é muito boa, perto da praia de varios restaurantes;Embora a localização fosse boa, achei os arredores um pouco perigoso para andar depois do anoitecer. Muitos mendigos na proximidade nos deixava com medo de assalto;10;;;;;;;;
24 de agosto de 2024;Esperava mais pela nota do booking;Os funcionários são todos prestativos e simpáticos;Achei os quartos meio antiquados e não gostei nem do colchão, nem dos travesseiros. Certamente esperava mais para um hotel desse porte e com essa nota no booking. A localização é prática , pois ao lado da feirinha de artesanato, de um supermercado e de alguns restaurantes, mas é uma região meio feia e não tão agradável de caminhar...;6;;;;;;;;
21 de agosto de 2024;Voltaria sim mais vezes !;Foi tudo maravilhoso ! Super amei !;Sem comentários! Foi excelente!;10;;;;;;;;
20 de agosto de 2024;Perfeito;De tudo, visão boa, e quarto muito bom e acomodação top.;Até o momento sem pontos negativo!;10;;;;;;;;
19 de agosto de 2024;Péssimo;Não recomendo;De nada propaganda enganosa;1;;;;;;;;
16 de agosto de 2024;Excepcional;Localização muito boa, próximo a feirinha da Boa viagem com várias opções a noite de comida e bebida! Quarto confortável e preço bom.;O café da manhã poderia ter mais variedades de bolos.;10;;;;;;;;
14 de agosto de 2024;Excelente opção em boa viagem;Tudo;Nada;10;;;;;;;;
12 de agosto de 2024;Recomendo;Vista linda pra praia;Estava em reforma e tava bem barulhento, mas faz parte !;10;;;;;;;;
11 de agosto de 2024;Excepcional;Amei o café da manhã, tinha varias opções, uma delícia, os funcionários atenciosos, o lugar muito bonito e perto de tudo;As janelas do quarto estavam muito sujas, o lençol muito fino e o travesseiro também, a tv ficava desconectando toda hora com a internet que estava um pouco lenta.;10;;;;;;;;
11 de agosto de 2024;Boa;A localização e o tamanho do quarto.;O hotel está em obras (o que descobrimos apenas na chegada), o que gera certo desconforto. Dos 3 elevadores havia somente um em funcionamento, o que nos fazia esperar bastante. Não havia puxador na porta do box do banheiro. O café da manhã, em geral, é bom, com uma deliciosa tapioca e bolo de rolo. Mas os sucos não eram naturais. Eram água com suco em pó. Tive que pedir para fazerem suco de laranja natural. E não havia bolo de rolo todos os dias.;6;;;;;;;;
10 de agosto de 2024;Excepcional;Localização ótima, com certeza quando eu voltar ficarei no Park hotel novamente.;Não gostei dos pedintes rsrsr são muitos!!!!!;10;;;;;;;;
10 de agosto de 2024;Valor justo para o que oferece;Meu voo chegou de madrugada, optei por um hotel no centro para pernoitar antes de seguir para Porto de Galinhas. Surpreendentemente o room service ainda funcionava (até as 3h) e o lanche foi bem feito. O hotel tem localização muito boa, cafe da manhã completo, funcionários atenciosos. Uma boa surpresa.;O hotel estava em obra e fomos surpreendidos com operários suspensos no andaime na nossa janela logo cedo. Não fomos avisados.;10;;;;;;;;
10 de agosto de 2024;Voltarei;Atendimento localização instalações e café da manhã.;;10;;;;;;;;
5 de agosto de 2024;Pessima escolha para casal !;Área da piscina reformada;Recepção c/sofá rasgado e tecido sujo,não tem sofá suficiente p/aguardarmos o atendimento dos recepcionistas nada gentis e sem sorriso,quarto mofado,aofa rasgado,cortina c/bolor,encardida,;;;;;;;;;
empoeirada;travesseiro c/cheiro de suor;piso c/ areia banheiro escuro na parte do chuveiro;bolor; corredor dos apto sujos;cheiro de poeira;ácaro;mofo;estão em reforma na parte de fora e marretada logo cedo é irritante p/quem procura descanso;não tem cobertor;tv pequena;"mal posicionada""";4
5 de agosto de 2024;Péssimo;;Não gostei do atendimento da recepcionaista. Foi feita a reserva pela booking, chegando no hotel, a recepção informou que a reserva estava errada. Sendo ríspida e mal educada. Não volto;1;;;;;;;;
5 de agosto de 2024;Bom demais!;Localização privilegia, lugar otimo. Praticamente de frete para praia, local lindo e vale muito a pena. Cobertura é linda demais, voltaria sempre.;;10;;;;;;;;
4 de agosto de 2024;Excepcional;Café da manhã maravilhoso, muitas opções e tudo muito saboroso. A Localização é maravilhosa, perto da praia, da feirinha e restaurantes maravilhosos!;;10;;;;;;;;
4 de agosto de 2024;Voltaria novamente;Da vista do rooftop, preço justo dos pratos no restaurante e do drink, com várias opções de entrega (quarto ou rooftop), quarto espaçoso e com vista pro mar, vc senti a brisa do mar sem sair do quarto. Funcionários muito educados e prestativos.;;10;;;;;;;;
3 de agosto de 2024;Hospedagem Top;Localização excelente, cafe da manhã muito bom, limpeza boa, funcionários simpaticos, prestativos, atenciosos.;;10;;;;;;;;
3 de agosto de 2024;Ótima!;Tudo ótimo! Café da manhã ótimo! Atendimento nota mil!;WiFi é bem lento e estava tendo obra no hotel, então as 8h já estava com barulho de obra.;10;;;;;;;;
30 de julho de 2024;Formidável;Hotel muito gostoso, atendimento nota 10, muito bem localizado, quartos espaçosos e confortável;;10;;;;;;;;
30 de julho de 2024;Excepcional;Excelente custo/benefício!!!!!;;10;;;;;;;;
29 de julho de 2024;Maravilhoso;Gostei de tudo localização ;;;;;;;;;;
Café da manhã ;;;;;;;;;;;;
"Funcionários atenciosos e gentis""";;10;;;;;;;;;;
29 de julho de 2024;Excepcional;Dos funcionários, do café, do rooftop, da limpeza.;O hotel é excelente, porém precisa ter ferro de passar, além do serviço de lavanderia. É a minha única questão. Tinha um evento no dia seguinte às 08 da manhã e o hotel não dispunha de ferro. A lavanderia já estava fechando. Contei muito com a solidariedade de Soraya, que, apesar de já estar saindo, fechando o serviço de lavanderia, conseguiu atender a minha demanda, já que era tão urgente.;10;;;;;;;;
29 de julho de 2024;Aceitável;As instalações do hotel, principalmente dos quartos estão antigas, necessitando de reforma! Torneira do banheiro pingando, azulejos quebrados. Café da manha desorganizado e precário.;Instalações e Café da Manhã.;5;;;;;;;;
28 de julho de 2024;Excelente custo benefício, perto da praia e do aeroporto;Quarto amplo, chuveiro muito bom, serviço de arrumação do quarto impecável (atendendo solicitação de mais travesseiro), café da manhã variado e boa localização.;A vista não era muito boa pois dava de frente para um prédio em obras ou construção.;10;;;;;;;;
26 de julho de 2024;O park hotel muito bom;Tudo;;10;;;;;;;;
25 de julho de 2024;Excepcional;Localização, perto de feira de artesanato, mercados, restaurantes.;;10;;;;;;;;
25 de julho de 2024;Dias incríveis!!;Quarto amplo e cheiroso!!;;10;;;;;;;;
24 de julho de 2024;EXCELENTE OPÇÃO EM BOA VIAGEM;Hotel bem perto da praia, ao lado uma praça com feirinha e uma igreja linda. Tem comércio em geral e restaurantes próximos de todos os tipos. Perto do aeroporto. O café da manhã deliciosos e bem variado, só achei o restaurante pequeno para um hotel tão grande. Os colaboradores muito atenciosos e simpáticos, o quarto grande e bem confortável. Adorei o fato de ter academia, hoje em dia é uma coisa muito procurada pelos hóspedes;;;;;;;;;;
22 de julho de 2024;Ruim;Localização;Todos ambientes abafados com cheiro de mofo. ;;;;;;;;;
Hotel em obras a muito tempo; nada das fotos está funcionando até agora.;;;;;;;;;;;
Elevadores pequenos; sempre lotados; demorava uns 30 min pra descer 5 andares.;;;;;;;;;;
"Péssimo café da manhã.""";3;;;;;;;;;;;
22 de julho de 2024;Hotel razoável para um pernoite;café da manhã bom, próximo do aeroporto;Hotel antigo, adequado apenas para uma noite quando de transfere para outro hotel.;;;;;;;;;
"Muito barulho a noite""";5;;;;;;;;;;;
18 de julho de 2024;Achei razoável.;A área da piscina é excelente, o bar é ótimo também, além da vista linda. O café da manhã é excelente.;Achei que a limpeza deixou a desejar, no corredor estava um cheiro insuportável.;5;;;;;;;;
18 de julho de 2024;Satisfatória!;Banho , cama e espaço no quarto;Nada a reclamar;10;;;;;;;;
18 de julho de 2024;Excepcional;Hospitalidade ;;;;;;;;;;
"Limpeza""";;10;;;;;;;;;;
15 de julho de 2024;Bom só a localização e o rooftop;Café bom ;;;;;;;;;;
Localização ;;;;;;;;;;;;
"Piscina""";Quarto;;;;;;;;;;;
Cama horrível. Parecia água. ;;;;;;;;;;;;
Banheiro sem luz. Toma banho no escuro.;;;;;;;;;;;;
Geladeira tinha limo na borracha. Nojo.;;;;;;;;;;;;
"O vento janela entrava todo no quarto. Fez eco noite toda. Parece que prédio iria cair. Dormi com tv ligada para amenizar""";6;;;;;;;;;;;
15 de julho de 2024;Atentar para as boas condições de estadia.;;O hotel me decepcionou. Ao entrar no quarto dá para sentir cheiro de mofo. As paredes não estão completamente limpas, com marcas de sapato e riscos. Os espelhos sem uma limpeza correta. As cortinas precisando serem lavadas. Os vidros das janelas não tem uma limpeza a muito tempo, mesmo tendo uma obra ao lado se vê que não limpam. No banheiro e quarto tem os mosquitinhos de umidade. Os azulejos do box tinham limo, falta de uma boa limpeza. Precisa de uma troca dos pisos e ajulejos para poder manter um bom padrão de conforto e higiene. Outra coisa que notei é que na cabeceira da cama só tem uma tomada atrás da mesma , o que não facilita deixar celular carregando no criado-mudo nos dois lados. Enfim, obras necessárias. Café da manhã razoável.;5;;;;;;;;
15 de julho de 2024;Estadia péssima, mal cuidada!;Só da parte reformada da piscina;Apesar do quarto ser grande, estava mal conservado, roupa de cama encardida, suja até com manchas, cortinas sujas, cheia de mofo nelas, pelo menos a do quarto 702, ralo do Box entupido, janelas sujas, até um enfeite, no térreo, lindo, estava encardido de sujeira, com água parada, podendo proliferar um foco de dengue.;;;;;;;;;
Funcionando 2 elevadores; muito lentamente; não dava conta de cobrir os andares;" em alguns momentos era 10 min aguardando os elevadores.""";1;;;;;;;;
14 de julho de 2024;Ótima;Irmã;Tudo;10;;;;;;;;
13 de julho de 2024;Excelente hotel;Gostei de tudo.;;;;;;;;;;
Atendimento é ótimo; os funcionários são super simpáticos e cordiais. Foram super flexíveis quanto ao checkin; conseguimos entrar na suite antes da hora; pois já estava disponível. ;;;;;;;;;
Quarto é ótimo; chuveiro é perfeito.;;;;;;;;;;;
Café da manhã é completo; gostoso e variado.;;;;;;;;;;;
Próximo a farmácias; bares; restaurantes; supermercados... Tudo. ;;;;;;;;;
Área da piscina (17 andar) é excelente;" a vista é incrível.""";Ficar só um dia. ;;;;;;;;;;
13 de julho de 2024;Se você faz questão de wifi, procure outro hotel;A equipe de recepção é prestativa, simpática e resolutiva. Café da manhã foi muito bom, bem variado e saboroso. Nada faltava por muito tempo e era sempre reposto.;O wifi não funciona. Você conecta, mas não navega direito. Tive que usar meu 4G, mas que na região não pega bem. O banheiro do quarto não dava vazão à água do chuveiro e à água da pia. Além disso, vazava água da caixa de descarga (ou do chuveiro higiênico, não soube identificar a origem do vazamento que molhava meu pé na hora de fazer o número 2). Os dois únicos elevadores eram insuficientes para dar vazão à quantidade de hóspedes nos momentos de pico.;5;;;;;;;;
9 de julho de 2024;Excepcional;Tudo foi perfeito ;;;;;;;;;;
O hotel fica muito bem localizo; com a feirinha de artesanato bem barata; feira gastronômica; sorveteira artesanal que é uma delicia; o restaurante ao lado da igreja é delicioso também. ;;;;;;;;
A praia não dá pra entrar muito por conta da possibilidade de tubarão; mas há passeios de agências credenciadas que levam para Porto de Galinhas; Maragogi; entre outras; pegando e trazendo de volta para o hotel. Essas agências também dizer tour olinda e recife antigo.;;;;;;;;
Os funcionários são muito gentis e atenciosos; a vista da piscina é linda e o café da manhã é bem completo. ;;;;;;;;;;;
Eu amei a estadia;" a equipe foi incrível e com certeza contribuiu muito para a viagem ser maravilhosa.""";;10;;;;;;;;;
6 de julho de 2024;Excepcional;Gostei da simpatia dos funcionários, cafe da manhã e localização.;O quarto nao fechava a janela toda e podia ter um edredom na cama.;10;;;;;;;;
4 de julho de 2024;Hotel de turismo de negócio e lazer sem identidade e precisando de cuidados;Localização;Estrutura precária, sem cuidados;6;;;;;;;;
4 de julho de 2024;Regular;Os banheiro muito ruim e apertado;A cama estava muito dura ,;6;;;;;;;;
4 de julho de 2024;Aceitável;Localização;Faltam coisas simples como cobertas, dois travesseiros e tomada ao lado da cama. Tinha obra exatamente em cima do nosso quarto, e que fez um barulho ensurdecedor logo cedo. A vista é a parede do prédio vizinho.;5;;;;;;;;
3 de julho de 2024;Maravilhosa;Funcionários educados , prestativos , boa infraestrutura , bem localizado .;So da porta que estava com defeito , no mais nao tenho que reclamar.;10;;;;;;;;
2 de julho de 2024;Muito ruim;O único ponto positivo foi a localização do hotel, que fica próxima a feirinha e ao mar. Localização muito boa.;Com apenas um elevador havia filas enormes para chegar ou sair do quarto, obras ocorrendo - não sendo possível silencio das ferias. Café da manhã muito ruim, com pouca variedade e alimentação de qualidade. Atendimento abaixo do esperado, sem nenhuma personalização. Quarto sem nenhum diferencial e piscina cheia, muito pequena pela quantidade de hospedes. Sem infra estrutura (sala de jogos, quadra, sauna, etc.);2;;;;;;;;
30 de junho de 2024;Gratificante;Gratidão pela recepção no hotel, em especial as funcionárias da recepção que são super gentis e educadas.;;10;;;;;;;;
30 de junho de 2024;Vale a pena;Hotel bem localizado, vista privilegiada na piscina, que ta muito boa. Atenção dos funcionarios;O quarto talvez precise de algumas manutencoes. O meu claramente tinha um problema no vaso ja há álgum tempo;10;;;;;;;;
30 de junho de 2024;Quarto bom, limpo, funcionários da recepção atenciosos, diferente dos funcionários do restaurante;O espaço do quarto triplo muito bom;Não existe opções sem glúten no café da manhã, e quando eu levei o pão sem glúten que eu comprei para fazer sanduíche para meu filho os funcionários não gostaram pq falaram q eu não poderia levar pra fora do restaurante comida. Existe uma reforma no local com um barulho insuportável a tarde. Estávamos em uma competição não tinha como descansar;5;;;;;;;;
29 de junho de 2024;Ruim;;Quarto velho, caquético, caindo aos pedaços;3;;;;;;;;
26 de junho de 2024;Excepcional;Cobertura perfeita, localização incrível;Quartos com cheiro de mofo, abafados;10;;;;;;;;
24 de junho de 2024;Perfeita!;Café da manhã excelente! Localização perfeita! Quarto limpo e equipe prestativa!;;10;;;;;;;;
23 de junho de 2024;Excepcional;Hotel muito limpinho, bom café da manhã, bem localizado.;Não teve o que não gostei.;10;;;;;;;;
20 de junho de 2024;Conforto e Beneficio;A localização do hotel bem colada na feirinha de Boa Viagem, além de ser muito perto de restaurantes, supermercados, farmacias e padarias.;NDA;10;;;;;;;;
17 de junho de 2024;Muito boa, voltaria novamente a hospedar lá.;Gostei muito do Hotel e a 2a vez que me hospedo lá, ótima localização, ótimo café da manhã e ótimo funcionários.;Gostei de tudo;10;;;;;;;;
17 de junho de 2024;Péssimo;Fiz a reserva de um quarto para casal com um valor. Na hora da reserva, coloquei mais um quarto para outro casal. Daí cobraram um valor maior, considerando que minha reserva era para duas pessoas em dois quartos. Não foram honesto. Fiz a reserva inicial um quarto casal (duas pessoas). Selecionei mais um quarto para mais um casal que decidiu viajar conosco e aumentaram quase R$ 100 da diária. Absurdo. Quando questionei parecia que estava pedindo um favor. Enfim, paguei pq queria resolver a situação.;Atendimento. A tentativa de resolução de um problema. Fiquei sem resposta por e-mail e pessoalmente o atendimento fingiu que nada aconteceu.;1;;;;;;;;
16 de junho de 2024;Superou as expectativas.;Café da manhã excelente, atendimento dos funcionários excelente e localização ideal.;Não tenho nada a reclamar.;10;;;;;;;;
11 de junho de 2024;Estadia perfeita;Excelente café da manha, localização privilegiada, atendimento nota mil.;não tenho reclamações;10;;;;;;;;
10 de junho de 2024;Excepcional;Ótima cama, café da manhã excelente e localização.;Nada;10;;;;;;;;
10 de junho de 2024;Excepcional;;Elevador pequeno pra quantidade de pessoas hospedadas, demorava muito a espera;10;;;;;;;;
